CONTRATO_CONT;CONTRATO_TRABAJO;MESES_TRABAJO;HORAS_SEMANA_TRAB;TRABAJO_LUGAR;FONDO;INGRESOS_LABORALES;ACTIVIDAD_DEDICA;OFICIO_C8;ID;URB_RURAL;DEPARTAMENTO;SEXO;AÑOS_CUMPLIDOS;CULTURA;Código C.I.U.O.;Nombre Denominación;Descripción Ocupación
180;4;12;50;1;2;2800000.0;69;2611;127349487;1;63;F;28;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
9;4;5;60;1;1;1600000.0;69;2611;137349505;1;63;M;10;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
2;4;12;48;7;2;960000.0;69;2611;117349557;1;66;F;32;5;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
3;4;12;48;7;1;2000000.0;69;2611;147349583;1;66;M;14;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
36;2;12;45;7;1;3000000.0;84;2611;147349606;1;66;M;15;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
84;2;12;48;7;1;3000000.0;85;2611;127349610;1;66;F;48;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
36;4;12;40;1;1;3000000.0;69;2611;157349794;1;70;F;1;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
180;2;12;40;7;1;5200000.0;84;2611;137349854;1;70;F;17;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
48;2;12;48;1;1;2500000.0;84;2611;167349854;1;70;F;54;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
78;2;12;48;7;1;4000000.0;84;2611;117349931;1;73;F;66;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
264;4;12;40;1;2;4000000.0;69;2611;117349941;1;73;M;48;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
252;2;12;48;7;1;5000000.0;84;2611;127349992;1;73;F;21;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
2;4;12;48;7;1;3500000.0;84;2611;137349993;1;73;F;16;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
12;2;12;50;7;1;4000000.0;84;2611;117349994;1;73;M;54;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
24;4;12;50;7;1;5000000.0;84;2611;127350003;1;73;M;5;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
60;4;12;40;1;1;6000000.0;84;2611;137350053;1;76;F;14;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
8;4;12;40;7;2;3500000.0;69;2611;127350077;1;76;F;24;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
3;4;12;40;7;1;3200000.0;84;2611;237350140;1;76;F;1;5;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
30;4;7;48;7;1;3200000.0;84;2611;117350158;1;76;F;65;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
