CONTRATO_CONT;CONTRATO_TRABAJO;MESES_TRABAJO;HORAS_SEMANA_TRAB;TRABAJO_LUGAR;FONDO;INGRESOS_LABORALES;ACTIVIDAD_DEDICA;OFICIO_C8;ID;URB_RURAL;DEPARTAMENTO;SEXO;AÑOS_CUMPLIDOS;AÑO_NACIMIENTO;CULTURA;Código C.I.U.O.;Nombre Denominación;Descripción Ocupación;EDAD;VALOR_HORA
120;4;12;20;1;2;150000.0;56;5120;117340556;1;5;F;31;1992.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;30.0;1728.1
48;4;12;30;5;2;380000.0;56;5120;117340576;1;5;M;39;1984.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;38.0;2918.6
1;1;3;70;3;2;50000.0;56;5120;147340605;1;8;F;13;2009.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;13.0;164.6
1;1;12;48;7;2;450000.0;56;5120;127340615;1;8;F;32;1990.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;32.0;2160.1
1;1;1;54;3;2;1000000.0;56;5120;167340638;1;8;F;12;2010.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;12.0;4266.9
24;1;12;60;7;1;1400000.0;94;5120;137340641;1;8;M;8;2014.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;8.0;5376.3
480;1;12;54;7;2;750000.0;56;5120;177340644;1;8;M;5;2018.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;4.0;3200.2
3;1;12;40;7;2;700000.0;56;5120;137340684;1;8;F;17;2005.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;17.0;4032.3
0;4;4;24;1;2;450000.0;56;5120;117340750;1;8;M;35;1987.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;35.0;4320.3
24;1;12;54;7;2;1200000.0;56;5120;147340750;1;8;M;25;1997.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;25.0;5120.3
3;1;12;48;1;2;1150000.0;56;5120;137340753;1;8;F;15;2007.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;15.0;5520.4
12;4;12;45;6;2;1000000.0;56;5120;127340790;1;11;M;43;1980.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;42.0;5120.3
8;1;12;40;7;2;1200000.0;56;5120;137340795;1;11;M;12;2011.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;11.0;6912.4
4;1;4;50;8;2;500000.0;1;5120;127340800;1;11;M;19;2004.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;18.0;2304.1
2;4;2;25;6;2;150000.0;56;5120;127340807;1;11;M;39;1983.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;39.0;1382.5
2;4;2;8;7;2;120000.0;93;5120;117340850;1;11;M;62;1960.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;62.0;3456.2
36;1;12;45;7;2;840000.0;56;5120;117340922;1;11;M;35;1987.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;35.0;4301.1
36;4;10;20;1;2;200000.0;56;5120;117340929;1;11;M;37;1985.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;37.0;2304.1
1;1;1;48;7;2;800000.0;56;5120;147340944;1;11;F;63;1959.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;63.0;3840.2
2;1;12;60;7;2;960000.0;56;5120;117341015;1;13;M;76;1946.0;5;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;76.0;3686.6
2;1;8;48;7;2;1160000.0;56;5120;147341035;1;13;M;13;2009.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;13.0;5568.4
12;4;12;24;1;2;300000.0;56;5120;127341062;1;13;F;38;1984.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;38.0;2880.2
60;4;12;8;1;2;640000.0;56;5120;147341097;1;15;M;19;2003.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;19.0;18433.2
1;1;1;50;7;2;1000000.0;56;5120;147341122;1;15;F;11;2011.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;11.0;4608.3
4;1;8;60;7;1;1560000.0;56;5120;127341131;1;15;F;44;1978.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;44.0;5990.8
24;1;12;48;7;1;1160000.0;10;5120;137341140;1;15;M;40;1983.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;39.0;5568.4
2;1;12;48;7;2;960000.0;56;5120;137341149;1;15;F;25;1997.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;25.0;4608.3
12;4;12;14;1;2;200000.0;56;5120;137341218;1;17;F;5;2017.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;5.0;3291.6
3;4;3;16;2;2;200000.0;56;5120;117341270;1;17;M;55;1967.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;55.0;2880.2
24;1;12;48;7;1;1000000.0;55;5120;117341325;1;17;F;25;1997.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;25.0;4800.3
180;4;12;20;1;2;500000.0;56;5120;137341330;1;17;F;59;1963.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;59.0;5760.4
24;4;12;24;7;2;400000.0;56;5120;157341398;1;17;M;8;2014.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;8.0;3840.2
2;1;8;54;7;2;1080000.0;56;5120;117341441;1;17;F;35;1987.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;35.0;4608.3
28;4;12;19;1;2;200000.0;56;5120;137341551;1;18;M;24;1998.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;24.0;2425.4
180;4;12;48;1;2;430000.0;56;5120;127341612;1;19;F;51;1972.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;50.0;2064.1
1;1;12;48;7;1;1160000.0;56;5120;117341622;1;19;M;71;1951.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;71.0;5568.4
8;1;12;12;7;2;380000.0;56;5120;137341632;1;19;M;31;1992.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;30.0;7296.5
3;4;12;40;6;2;800000.0;56;5120;137341720;1;20;F;12;2011.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;11.0;4608.3
4;4;12;48;7;1;1300000.0;94;5120;137341765;1;20;M;15;2007.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;15.0;6240.4
360;4;12;24;1;2;600000.0;56;5120;117341790;1;20;F;54;1968.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;54.0;5760.4
180;1;12;60;7;2;770000.0;56;5120;137341805;1;20;F;12;2010.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;12.0;2957.0
180;7;12;54;8;2;1190000.0;1;5120;137341813;1;20;M;16;2006.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;16.0;5077.7
1;4;12;70;1;2;25000.0;56;5120;147341823;1;20;F;10;2012.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;10.0;82.3
24;4;12;35;1;2;400000.0;56;5120;117341868;1;23;M;24;1998.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;24.0;2633.3
24;1;12;60;7;2;1480000.0;56;5120;127341905;1;25;M;28;1994.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;28.0;5683.6
24;1;12;48;7;1;1410000.0;55;5120;157341922;1;25;F;60;1962.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;60.0;6768.4
24;1;12;48;7;1;1160000.0;56;5120;127341926;1;25;M;39;1983.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;39.0;5568.4
2;1;12;48;7;1;1300000.0;56;5120;147341941;1;25;M;9;2013.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;9.0;6240.4
120;4;12;40;2;2;600000.0;56;5120;127342047;1;27;F;32;1990.0;5;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;32.0;3456.2
24;1;12;42;2;2;650000.0;56;5120;117342081;1;41;M;41;1981.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;41.0;3565.9
3;4;5;50;7;2;230000.0;56;5120;117342083;1;41;M;60;1962.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;60.0;1059.9
11;1;12;48;7;1;1160000.0;55;5120;117342084;1;41;F;48;1974.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;48.0;5568.4
12;5;12;40;1;2;400000.0;56;5120;127342107;1;41;F;24;1999.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;23.0;2304.1
12;4;12;20;1;2;300000.0;56;5120;127342117;1;41;M;30;1992.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;30.0;3456.2
36;5;12;48;7;2;1200000.0;56;5120;117342139;1;41;M;39;1983.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;39.0;5760.4
15;1;11;48;7;1;1350000.0;56;5120;117342178;1;44;M;46;1976.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;46.0;6480.4
180;3;12;48;2;2;1300000.0;97;5120;117342254;1;47;M;85;1937.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;85.0;6240.4
48;4;12;48;1;2;600000.0;56;5120;127342280;1;47;M;11;2011.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;11.0;2880.2
24;1;12;48;7;1;1160000.0;56;5120;247342363;1;50;F;9;2013.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;9.0;5568.4
5;1;12;60;7;1;1400000.0;56;5120;147342374;1;50;M;10;2012.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;10.0;5376.3
12;1;12;15;7;2;420000.0;56;5120;137342411;1;50;M;17;2005.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;17.0;6451.6
74;1;12;48;7;1;1160000.0;47;5120;157342585;1;54;F;7;2015.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;7.0;5568.4
24;4;12;48;1;2;600000.0;56;5120;137342589;1;54;F;62;1960.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;62.0;2880.2
36;1;12;16;7;2;100000.0;56;5120;137342642;1;54;F;18;2004.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;18.0;1440.1
72;1;12;36;7;1;1300000.0;56;5120;117342646;1;54;F;65;1957.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;65.0;8320.5
24;4;12;20;1;2;200000.0;56;5120;137342664;1;54;M;74;1948.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;74.0;2304.1
300;4;12;40;5;2;800000.0;56;5120;117342671;1;54;M;57;1965.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;57.0;4608.3
120;4;12;40;7;2;600000.0;56;5120;137342678;1;54;M;42;1980.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;42.0;3456.2
24;4;8;38;1;2;300000.0;56;5120;117342715;1;63;M;82;1941.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;81.0;1819.1
3;4;12;36;1;2;450000.0;56;5120;117342720;1;63;F;23;1999.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;23.0;2880.2
9;4;12;40;7;2;300000.0;56;5120;117342749;1;63;M;65;1957.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;65.0;1728.1
6;4;1;12;1;2;300000.0;56;5120;117342776;1;63;F;40;1982.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;40.0;5760.4
60;4;12;40;1;2;600000.0;56;5120;117342804;1;63;M;77;1945.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;77.0;3456.2
36;1;12;60;7;2;750000.0;56;5120;117342823;1;63;M;51;1971.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;51.0;2880.2
0;1;5;48;7;2;600000.0;56;5120;137342844;1;63;M;17;2005.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;17.0;2880.2
14;1;12;30;6;2;800000.0;56;5120;117342896;1;66;F;90;1932.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;90.0;6144.4
1;1;6;12;7;2;380000.0;1;5120;127342992;1;68;M;32;1990.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;32.0;7296.5
24;1;12;50;3;2;1400000.0;56;5120;137343000;1;68;F;16;2006.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;16.0;6451.6
26;1;12;72;7;2;1160000.0;56;5120;117343020;1;68;M;70;1952.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;70.0;3712.2
1;1;12;60;7;2;1200000.0;56;5120;157343022;1;68;M;38;1984.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;38.0;4608.3
120;4;12;24;1;2;25000.0;11;5120;117343110;1;70;F;58;1964.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;58.0;240.0
12;4;11;40;1;2;150000.0;56;5120;127343150;1;70;F;60;1962.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;60.0;864.1
120;4;12;48;1;2;1500000.0;56;5120;137343208;1;70;M;14;2008.0;5;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;14.0;7200.5
120;1;12;70;7;2;900000.0;56;5120;157343211;1;70;M;9;2013.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;9.0;2962.5
21;4;12;24;1;2;800000.0;56;5120;117343320;1;73;M;66;1956.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;66.0;7680.5
3;1;12;48;7;2;840000.0;56;5120;127343342;1;73;F;31;1991.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;31.0;4032.3
24;1;12;40;7;1;1100000.0;55;5120;137343400;1;76;M;37;1985.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;37.0;6336.4
36;4;12;70;1;2;300000.0;10;5120;117343453;1;76;M;34;1989.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;33.0;987.5
1;1;8;40;7;2;690000.0;56;5120;127343501;1;76;F;62;1960.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;62.0;3974.7
0;1;12;56;7;2;1100000.0;56;5120;117343505;1;76;F;35;1987.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;35.0;4526.0
24;1;12;66;7;1;1460000.0;56;5120;137343543;1;76;F;22;2000.0;5;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;22.0;5097.1
