CONTRATO_CONT;CONTRATO_TRABAJO;MESES_TRABAJO;HORAS_SEMANA_TRAB;TRABAJO_LUGAR;FONDO;INGRESOS_LABORALES;ACTIVIDAD_DEDICA;OFICIO_C8;ID;URB_RURAL;DEPARTAMENTO;SEXO;AÑOS_CUMPLIDOS;AÑO_NACIMIENTO;CULTURA;Código C.I.U.O.;Nombre Denominación;Descripción Ocupación;EDAD;VALOR_HORA
360;4;12;48;2;2;450000.0;96;5141;127349754;1;70;F;70;1952.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;70.0;2160.1
12;4;12;20;2;2;400000.0;96;5141;117349806;1;70;F;46;1976.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;46.0;4608.3
120;4;12;40;7;2;600000.0;96;5141;127349806;1;70;F;20;2002.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;20.0;3456.2
36;4;12;70;7;2;800000.0;96;5141;117349860;1;70;M;74;1948.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;74.0;2633.3
35;4;12;48;7;2;800000.0;96;5141;147349862;1;70;M;17;2005.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;17.0;3840.2
3;4;3;42;2;2;150000.0;96;5141;137349886;1;73;M;12;2010.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;12.0;822.9
90;4;12;40;7;2;1000000.0;96;5141;137349888;1;73;F;17;2005.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;17.0;5760.4
240;1;12;48;7;2;1000000.0;96;5141;117349945;1;73;M;36;1986.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;36.0;4800.3
12;1;12;48;7;2;800000.0;96;5141;127349962;1;73;F;73;1949.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;73.0;3840.2
60;4;12;12;7;2;350000.0;96;5141;127350027;1;76;F;30;1992.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;30.0;6720.4
12;4;12;40;7;2;600000.0;96;5141;127350034;1;76;F;43;1979.0;5;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;43.0;3456.2
12;4;12;5;2;2;300000.0;96;5141;137350090;1;76;F;9;2013.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;9.0;13824.9
1;4;1;45;1;2;780000.0;96;5141;127350118;1;76;F;21;2001.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;21.0;3993.9
36;4;12;40;5;2;1300000.0;96;5141;127350141;1;76;F;24;1998.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;24.0;7488.5
72;4;12;72;7;2;1500000.0;96;5141;137350163;1;76;M;8;2014.0;5;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;8.0;4800.3
12;1;12;50;7;2;1300000.0;96;5141;117350172;1;76;M;78;1944.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;78.0;5990.8
180;4;12;22;1;2;1500000.0;96;5141;117350193;1;76;M;35;1987.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;35.0;15710.1
120;4;12;40;2;2;250000.0;96;5141;117350265;1;85;M;57;1965.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;57.0;1440.1
6;4;6;48;2;2;1250000.0;96;5141;147350277;1;85;M;8;2015.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;7.0;6000.4
144;4;12;15;1;2;260000.0;96;5141;137350313;1;88;F;28;1994.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;28.0;3993.9
12;4;12;48;7;2;400000.0;96;5141;117350346;1;88;M;57;1965.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;57.0;1920.1
120;4;12;60;2;2;3000000.0;96;5141;117350372;1;91;M;63;1959.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;63.0;11520.7
120;4;12;20;2;2;1160000.0;96;5141;127350562;2;25;M;50;1972.0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.;50.0;13364.1
24;4;12;42;6;2;600000.0;38;9611;117338451;1;11;M;75;1947.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;75.0;3291.6
240;1;12;50;7;1;1100000.0;38;9611;127338497;1;13;F;37;1985.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;37.0;5069.1
264;4;12;70;6;2;400000.0;38;9611;147338566;1;13;M;16;2006.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;16.0;1316.7
1;4;1;48;6;2;60000.0;38;9611;137338643;1;15;M;13;2010.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;12.0;288.0
68;4;12;9;6;2;1160000.0;38;9611;137338763;1;19;F;16;2006.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;16.0;29697.9
120;1;12;48;7;1;1160000.0;38;9611;157338917;1;23;F;13;2009.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;13.0;5568.4
96;4;12;72;5;2;1200000.0;38;9611;157338990;1;27;F;8;2014.0;5;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;8.0;3840.2
324;4;12;21;6;2;120000.0;38;9611;127339146;1;44;M;35;1987.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;35.0;1316.7
360;4;12;60;6;2;200000.0;38;9611;127339218;1;47;M;59;1963.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;59.0;768.0
30;4;12;60;6;2;200000.0;38;9611;147339364;1;52;M;20;2002.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;20.0;768.0
36;4;9;35;6;2;250000.0;38;9611;117339374;1;52;M;41;1981.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;41.0;1645.8
30;4;12;38;6;2;700000.0;38;9611;117339375;1;52;M;54;1969.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;53.0;4244.5
36;4;12;40;6;2;600000.0;38;9611;127339375;1;52;F;52;1970.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;52.0;3456.2
360;4;12;48;6;2;600000.0;38;9611;117339498;1;54;F;37;1985.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;37.0;2880.2
60;1;12;48;7;2;1160000.0;38;9611;117339505;1;54;M;25;1998.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;24.0;5568.4
552;4;12;84;6;2;400000.0;38;9611;137339772;1;68;F;10;2012.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;10.0;1097.2
360;4;12;84;4;2;70000.0;38;9611;147339772;1;68;F;7;2015.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;7.0;192.0
168;4;12;60;6;2;90000.0;38;9611;117339773;1;68;M;40;1982.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;40.0;345.6
120;4;12;84;6;2;90000.0;38;9611;127339773;1;68;F;43;1979.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;43.0;246.9
60;4;12;36;6;2;100000.0;38;9611;127339840;1;68;F;43;1979.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;43.0;640.0
18;1;12;48;5;1;1400000.0;38;9611;137339848;1;68;F;72;1950.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;72.0;6720.4
6;4;12;48;6;2;250000.0;38;9611;117339913;1;68;M;53;1969.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;53.0;1200.1
12;4;12;56;6;2;50000.0;38;9611;117340029;1;76;F;35;1987.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;35.0;205.7
12;4;12;30;6;2;240000.0;38;9611;127340494;1;5;F;56;1966.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;56.0;1843.3
3;1;10;48;5;1;1000000.0;38;9611;117340579;1;5;F;88;1935.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;87.0;4800.3
48;4;12;12;6;2;140000.0;38;9611;127340637;1;8;F;29;1993.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;29.0;2688.2
72;4;12;50;6;2;275000.0;38;9611;137340658;1;8;M;7;2015.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;7.0;1267.3
180;4;12;30;6;2;600000.0;38;9611;167340728;1;8;M;13;2009.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;13.0;4608.3
120;4;12;40;6;2;300000.0;38;9611;137340807;1;11;F;7;2015.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;7.0;1728.1
24;4;12;40;6;2;250000.0;38;9611;117340808;1;11;F;82;1940.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;82.0;1440.1
144;4;12;15;6;2;100000.0;38;9611;117340992;1;13;M;35;1987.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;35.0;1536.1
60;1;12;48;1;2;400000.0;38;9611;157341205;1;17;M;20;2002.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;20.0;1920.1
24;4;12;48;6;2;1000000.0;38;9611;117341330;1;17;F;28;1995.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;27.0;4800.3
240;4;12;84;6;2;420000.0;38;9611;147341347;1;17;M;56;1966.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;56.0;1152.1
240;4;12;84;6;2;420000.0;38;9611;117341348;1;17;F;24;1998.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;24.0;1152.1
240;4;12;98;6;2;420000.0;38;9611;127341348;1;17;M;31;1991.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;31.0;987.5
6;4;6;40;6;2;120000.0;38;9611;137341349;1;17;M;38;1984.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;38.0;691.2
36;4;12;42;6;2;100000.0;38;9611;127341411;1;17;F;52;1971.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;51.0;548.6
36;4;12;40;6;2;200000.0;38;9611;137341411;1;17;M;34;1988.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;34.0;1152.1
12;4;6;20;5;2;300000.0;38;9611;117341480;1;18;M;28;1994.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;28.0;3456.2
48;4;12;30;11;2;350000.0;38;9611;127341480;1;18;F;24;1998.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;24.0;2688.2
72;4;12;40;6;2;500000.0;38;9611;157341483;1;18;F;5;2017.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;5.0;2880.2
36;4;12;30;6;2;500000.0;38;9611;117341888;1;23;M;66;1957.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;65.0;3840.2
36;4;12;35;6;2;600000.0;38;9611;127341888;1;23;F;48;1975.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;47.0;3950.0
24;4;12;42;6;2;300000.0;38;9611;117342132;1;41;F;56;1966.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;56.0;1645.8
8;4;8;24;6;2;70000.0;38;9611;117342154;1;41;M;65;1957.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;65.0;672.0
276;4;12;36;2;2;1000000.0;38;9611;137342464;1;52;M;38;1985.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;37.0;6400.4
24;4;12;48;6;2;500000.0;38;9611;137342497;1;52;M;47;1975.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;47.0;2400.2
36;4;12;40;6;2;480000.0;38;9611;127342858;1;66;M;23;1999.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;23.0;2765.0
240;4;12;20;6;2;80000.0;38;9611;177343059;1;70;F;11;2011.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;11.0;921.7
240;4;12;40;2;2;200000.0;38;9611;117343120;1;70;F;31;1991.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;31.0;1152.1
63;4;12;48;6;2;900000.0;38;9611;127343197;1;70;F;39;1983.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;39.0;4320.3
24;1;12;48;6;1;1160000.0;38;9611;117343229;1;73;F;39;1983.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;39.0;5568.4
120;4;8;30;6;2;180000.0;38;9611;137343491;1;76;F;18;2004.0;6;9611;basurero;Realizan actividades de recolección, recuperación, clasificación y transformación de residuos sólidos que serán sometidos posteriormente a procesos de reutilización, reciclaje y venta. Se pueden desempeñar en empresas de reciclaje, agremiaciones de recicladores, entre otros.;18.0;1382.5
