MONTHS_WORKED;HOURS_PER_WEEK;URBAN_RURAL;SEX;AGE_RANGE;SALARY_RANK;SEX_BK;OCCUPATION_BK;AGE_RANGE_BK;OCCUPATION
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;54;1;0;1;1;F;apuntador;ADULTEZ;7
12;40;1;0;1;2;F;apuntador;ADULTEZ;7
12;20;1;0;1;1;F;apuntador;ADULTEZ;7
12;40;1;0;1;2;F;apuntador;ADULTEZ;7
12;20;1;1;2;1;M;apuntador;INFANCIA;7
12;40;1;0;1;2;F;apuntador;ADULTEZ;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
12;30;1;0;2;1;F;apuntador;INFANCIA;7
12;50;1;0;5;5;F;apuntador;VEJEZ;7
12;30;1;0;2;1;F;apuntador;INFANCIA;7
12;40;1;0;1;2;F;apuntador;ADULTEZ;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;20;1;0;1;1;F;apuntador;ADULTEZ;7
12;48;1;0;3;1;F;apuntador;JUVENTUD;7
12;30;1;0;2;1;F;apuntador;INFANCIA;7
12;40;1;0;1;2;F;apuntador;ADULTEZ;7
12;20;1;0;1;1;F;apuntador;ADULTEZ;7
12;54;1;0;1;1;F;apuntador;ADULTEZ;7
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
12;30;1;0;1;1;F;apuntador;ADULTEZ;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;20;1;0;1;1;F;apuntador;ADULTEZ;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;20;1;1;2;1;M;apuntador;INFANCIA;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;20;1;0;1;1;F;apuntador;ADULTEZ;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;30;1;0;2;1;F;apuntador;INFANCIA;7
12;30;1;0;1;1;F;apuntador;ADULTEZ;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;30;1;0;1;1;F;apuntador;ADULTEZ;7
12;40;1;0;1;2;F;apuntador;ADULTEZ;7
12;50;1;0;5;5;F;apuntador;VEJEZ;7
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
12;50;1;0;5;5;F;apuntador;VEJEZ;7
12;40;1;0;1;2;F;apuntador;ADULTEZ;7
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
12;20;1;0;1;1;F;apuntador;ADULTEZ;7
12;20;1;0;1;1;F;apuntador;ADULTEZ;7
12;30;1;0;1;1;F;apuntador;ADULTEZ;7
12;40;1;0;1;2;F;apuntador;ADULTEZ;7
12;30;1;0;1;1;F;apuntador;ADULTEZ;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;48;1;0;3;1;F;apuntador;JUVENTUD;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
12;30;1;0;1;1;F;apuntador;ADULTEZ;7
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;40;1;0;1;2;F;apuntador;ADULTEZ;7
12;20;1;1;2;1;M;apuntador;INFANCIA;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;54;1;0;1;1;F;apuntador;ADULTEZ;7
12;20;1;0;1;1;F;apuntador;ADULTEZ;7
12;20;1;0;1;1;F;apuntador;ADULTEZ;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;20;1;0;1;1;F;apuntador;ADULTEZ;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;30;1;0;2;1;F;apuntador;INFANCIA;7
12;30;1;0;1;1;F;apuntador;ADULTEZ;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;20;1;1;2;1;M;apuntador;INFANCIA;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;48;1;0;3;1;F;apuntador;JUVENTUD;7
12;30;1;0;1;1;F;apuntador;ADULTEZ;7
12;54;1;0;1;1;F;apuntador;ADULTEZ;7
12;20;1;0;1;1;F;apuntador;ADULTEZ;7
12;30;1;0;1;1;F;apuntador;ADULTEZ;7
12;20;1;0;1;1;F;apuntador;ADULTEZ;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;30;1;0;1;1;F;apuntador;ADULTEZ;7
12;20;1;0;1;1;F;apuntador;ADULTEZ;7
12;54;1;0;1;1;F;apuntador;ADULTEZ;7
12;50;1;0;5;5;F;apuntador;VEJEZ;7
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
12;54;1;0;1;1;F;apuntador;ADULTEZ;7
12;48;1;0;3;1;F;apuntador;JUVENTUD;7
12;50;1;0;5;5;F;apuntador;VEJEZ;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;54;1;0;1;1;F;apuntador;ADULTEZ;7
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
12;40;1;0;1;2;F;apuntador;ADULTEZ;7
12;54;1;0;1;1;F;apuntador;ADULTEZ;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
12;20;1;0;1;1;F;apuntador;ADULTEZ;7
12;54;1;0;1;1;F;apuntador;ADULTEZ;7
12;20;1;1;2;1;M;apuntador;INFANCIA;7
12;40;1;0;1;2;F;apuntador;ADULTEZ;7
12;54;1;0;1;1;F;apuntador;ADULTEZ;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;40;1;0;1;2;F;apuntador;ADULTEZ;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;54;1;0;1;1;F;apuntador;ADULTEZ;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;20;1;1;2;1;M;apuntador;INFANCIA;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;40;1;0;1;2;F;apuntador;ADULTEZ;7
12;40;1;0;1;2;F;apuntador;ADULTEZ;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;30;1;0;2;1;F;apuntador;INFANCIA;7
12;54;1;0;1;1;F;apuntador;ADULTEZ;7
12;30;1;0;2;1;F;apuntador;INFANCIA;7
12;48;1;0;3;1;F;apuntador;JUVENTUD;7
12;54;1;0;1;1;F;apuntador;ADULTEZ;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;50;1;0;5;5;F;apuntador;VEJEZ;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;30;1;0;2;1;F;apuntador;INFANCIA;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
12;50;1;0;5;5;F;apuntador;VEJEZ;7
12;20;1;0;1;1;F;apuntador;ADULTEZ;7
12;50;1;0;5;5;F;apuntador;VEJEZ;7
12;20;1;1;2;1;M;apuntador;INFANCIA;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
12;54;1;0;1;1;F;apuntador;ADULTEZ;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;30;1;0;2;1;F;apuntador;INFANCIA;7
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;48;1;0;3;1;F;apuntador;JUVENTUD;7
12;20;1;0;1;1;F;apuntador;ADULTEZ;7
12;30;1;0;1;1;F;apuntador;ADULTEZ;7
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
12;40;1;0;1;2;F;apuntador;ADULTEZ;7
12;30;1;0;2;1;F;apuntador;INFANCIA;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;30;1;0;2;1;F;apuntador;INFANCIA;7
12;50;1;0;5;5;F;apuntador;VEJEZ;7
12;30;1;0;1;1;F;apuntador;ADULTEZ;7
12;50;1;0;5;5;F;apuntador;VEJEZ;7
12;48;1;0;3;1;F;apuntador;JUVENTUD;7
12;30;1;0;1;1;F;apuntador;ADULTEZ;7
12;30;1;0;1;1;F;apuntador;ADULTEZ;7
12;50;1;0;5;5;F;apuntador;VEJEZ;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;50;1;0;5;5;F;apuntador;VEJEZ;7
12;30;1;0;2;1;F;apuntador;INFANCIA;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;30;1;0;2;1;F;apuntador;INFANCIA;7
12;48;1;0;3;1;F;apuntador;JUVENTUD;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;20;1;1;2;1;M;apuntador;INFANCIA;7
12;54;1;0;1;1;F;apuntador;ADULTEZ;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;48;1;0;3;1;F;apuntador;JUVENTUD;7
12;20;1;1;2;1;M;apuntador;INFANCIA;7
12;40;1;0;1;2;F;apuntador;ADULTEZ;7
12;48;1;0;3;1;F;apuntador;JUVENTUD;7
12;50;1;0;5;5;F;apuntador;VEJEZ;7
12;50;1;0;5;5;F;apuntador;VEJEZ;7
12;54;1;0;1;1;F;apuntador;ADULTEZ;7
12;48;1;0;3;1;F;apuntador;JUVENTUD;7
12;20;1;0;1;1;F;apuntador;ADULTEZ;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;50;1;0;5;5;F;apuntador;VEJEZ;7
12;54;1;0;1;1;F;apuntador;ADULTEZ;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;48;1;0;3;1;F;apuntador;JUVENTUD;7
12;48;1;0;3;1;F;apuntador;JUVENTUD;7
12;30;1;0;1;1;F;apuntador;ADULTEZ;7
12;54;1;0;1;1;F;apuntador;ADULTEZ;7
12;20;1;1;2;1;M;apuntador;INFANCIA;7
12;50;1;0;5;5;F;apuntador;VEJEZ;7
12;20;1;0;1;1;F;apuntador;ADULTEZ;7
12;48;1;0;3;1;F;apuntador;JUVENTUD;7
9;40;1;1;5;5;M;arquitecto;VEJEZ;8
12;45;1;0;1;2;F;arquitecto;ADULTEZ;8
12;48;1;0;1;3;F;arquitecto;ADULTEZ;8
12;60;1;0;1;5;F;arquitecto;ADULTEZ;8
6;45;1;0;5;3;F;arquitecto;VEJEZ;8
12;40;1;0;2;2;F;arquitecto;INFANCIA;8
12;48;1;0;5;5;F;arquitecto;VEJEZ;8
12;42;1;1;4;3;M;arquitecto;PRIMERA INFANCIA;8
12;48;1;1;3;2;M;arquitecto;JUVENTUD;8
12;50;2;0;1;4;F;arquitecto;ADULTEZ;8
11;48;1;0;1;2;F;arquitecto;ADULTEZ;8
12;48;1;0;2;2;F;arquitecto;INFANCIA;8
12;48;1;0;1;5;F;arquitecto;ADULTEZ;8
8;40;1;1;3;3;M;arquitecto;JUVENTUD;8
12;48;1;1;1;3;M;arquitecto;ADULTEZ;8
8;30;1;0;0;2;F;arquitecto;ADOLESCENCIA;8
12;60;1;0;1;5;F;arquitecto;ADULTEZ;8
12;60;1;0;1;5;F;arquitecto;ADULTEZ;8
12;40;1;0;1;4;F;arquitecto;ADULTEZ;8
12;48;1;0;3;2;F;arquitecto;JUVENTUD;8
12;25;1;0;1;2;F;arquitecto;ADULTEZ;8
2;24;1;1;5;1;M;arquitecto;VEJEZ;8
12;40;1;0;1;5;F;arquitecto;ADULTEZ;8
12;48;1;0;5;1;F;arquitecto;VEJEZ;8
12;48;1;0;3;2;F;arquitecto;JUVENTUD;8
12;40;1;1;1;2;M;arquitecto;ADULTEZ;8
12;48;1;1;1;3;M;arquitecto;ADULTEZ;8
12;48;1;0;1;3;F;arquitecto;ADULTEZ;8
12;42;1;1;4;3;M;arquitecto;PRIMERA INFANCIA;8
12;25;1;0;1;2;F;arquitecto;ADULTEZ;8
12;48;1;0;5;5;F;arquitecto;VEJEZ;8
12;40;1;0;3;2;F;arquitecto;JUVENTUD;8
12;44;1;0;0;3;F;arquitecto;ADOLESCENCIA;8
4;10;1;0;1;3;F;arquitecto;ADULTEZ;8
12;48;1;0;2;2;F;arquitecto;INFANCIA;8
12;48;1;1;1;2;M;arquitecto;ADULTEZ;8
12;40;1;1;1;5;M;arquitecto;ADULTEZ;8
12;48;1;1;5;2;M;arquitecto;VEJEZ;8
12;50;2;0;1;4;F;arquitecto;ADULTEZ;8
12;30;1;1;4;5;M;arquitecto;PRIMERA INFANCIA;8
12;48;1;0;1;3;F;arquitecto;ADULTEZ;8
12;45;1;1;2;2;M;arquitecto;INFANCIA;8
12;45;1;1;2;2;M;arquitecto;INFANCIA;8
12;40;1;0;3;2;F;arquitecto;JUVENTUD;8
12;48;1;1;1;2;M;arquitecto;ADULTEZ;8
2;24;1;1;5;1;M;arquitecto;VEJEZ;8
12;40;1;0;2;2;F;arquitecto;INFANCIA;8
12;50;2;0;1;4;F;arquitecto;ADULTEZ;8
12;40;1;1;2;2;M;arquitecto;INFANCIA;8
12;12;1;0;5;2;F;arquitecto;VEJEZ;8
12;48;1;0;5;5;F;arquitecto;VEJEZ;8
4;10;1;0;1;3;F;arquitecto;ADULTEZ;8
12;48;1;1;1;3;M;arquitecto;ADULTEZ;8
12;48;1;0;3;2;F;arquitecto;JUVENTUD;8
12;42;1;1;4;3;M;arquitecto;PRIMERA INFANCIA;8
12;48;1;0;3;2;F;arquitecto;JUVENTUD;8
12;48;1;0;3;2;F;arquitecto;JUVENTUD;8
12;48;1;0;3;2;F;arquitecto;JUVENTUD;8
12;40;1;1;2;5;M;arquitecto;INFANCIA;8
11;48;1;0;1;2;F;arquitecto;ADULTEZ;8
2;24;1;1;5;1;M;arquitecto;VEJEZ;8
12;48;1;0;2;2;F;arquitecto;INFANCIA;8
12;48;1;0;1;3;F;arquitecto;ADULTEZ;8
12;48;1;0;5;5;F;arquitecto;VEJEZ;8
12;48;1;0;1;3;F;arquitecto;ADULTEZ;8
12;44;1;0;0;3;F;arquitecto;ADOLESCENCIA;8
12;40;1;0;3;2;F;arquitecto;JUVENTUD;8
12;48;1;0;5;5;F;arquitecto;VEJEZ;8
12;48;1;0;1;3;F;arquitecto;ADULTEZ;8
12;40;1;0;3;2;F;arquitecto;JUVENTUD;8
12;48;1;1;1;2;M;arquitecto;ADULTEZ;8
12;48;1;0;1;2;F;arquitecto;ADULTEZ;8
12;40;1;0;1;4;F;arquitecto;ADULTEZ;8
6;45;1;0;5;3;F;arquitecto;VEJEZ;8
12;40;1;0;2;2;F;arquitecto;INFANCIA;8
12;84;1;1;3;4;M;arquitecto;JUVENTUD;8
12;48;1;0;3;2;F;arquitecto;JUVENTUD;8
12;48;1;1;3;2;M;arquitecto;JUVENTUD;8
12;48;1;1;5;2;M;arquitecto;VEJEZ;8
12;40;1;0;2;2;F;arquitecto;INFANCIA;8
9;40;1;1;5;5;M;arquitecto;VEJEZ;8
12;48;1;0;3;2;F;arquitecto;JUVENTUD;8
12;40;1;0;1;4;F;arquitecto;ADULTEZ;8
12;60;1;0;5;1;F;arquitecto;VEJEZ;8
12;48;1;1;5;2;M;arquitecto;VEJEZ;8
12;40;1;1;2;2;M;arquitecto;INFANCIA;8
12;45;1;1;2;2;M;arquitecto;INFANCIA;8
12;48;1;0;5;1;F;arquitecto;VEJEZ;8
12;48;1;0;1;3;F;arquitecto;ADULTEZ;8
12;40;1;0;2;2;F;arquitecto;INFANCIA;8
12;48;1;1;1;3;M;arquitecto;ADULTEZ;8
12;40;1;0;2;2;F;arquitecto;INFANCIA;8
12;25;1;0;1;2;F;arquitecto;ADULTEZ;8
12;48;1;1;3;2;M;arquitecto;JUVENTUD;8
12;48;1;0;5;5;F;arquitecto;VEJEZ;8
12;48;1;1;3;2;M;arquitecto;JUVENTUD;8
8;40;1;1;3;3;M;arquitecto;JUVENTUD;8
6;40;1;0;1;2;F;arquitecto;ADULTEZ;8
12;84;1;1;3;4;M;arquitecto;JUVENTUD;8
12;48;1;0;3;2;F;arquitecto;JUVENTUD;8
11;48;1;0;1;2;F;arquitecto;ADULTEZ;8
12;48;1;0;1;2;F;arquitecto;ADULTEZ;8
12;48;1;0;1;2;F;arquitecto;ADULTEZ;8
8;30;1;0;0;2;F;arquitecto;ADOLESCENCIA;8
12;40;1;0;3;2;F;arquitecto;JUVENTUD;8
12;48;1;0;1;2;F;arquitecto;ADULTEZ;8
12;48;1;1;1;3;M;arquitecto;ADULTEZ;8
12;40;1;0;1;4;F;arquitecto;ADULTEZ;8
12;48;1;1;1;3;M;arquitecto;ADULTEZ;8
12;48;1;0;1;3;F;arquitecto;ADULTEZ;8
4;10;1;0;1;3;F;arquitecto;ADULTEZ;8
12;40;1;0;1;4;F;arquitecto;ADULTEZ;8
12;40;1;0;2;2;F;arquitecto;INFANCIA;8
12;48;1;0;2;2;F;arquitecto;INFANCIA;8
12;12;1;0;5;2;F;arquitecto;VEJEZ;8
12;48;1;1;1;2;M;arquitecto;ADULTEZ;8
12;42;1;1;4;3;M;arquitecto;PRIMERA INFANCIA;8
12;48;1;0;2;2;F;arquitecto;INFANCIA;8
6;40;1;0;1;2;F;arquitecto;ADULTEZ;8
12;45;1;0;1;2;F;arquitecto;ADULTEZ;8
12;84;1;1;3;4;M;arquitecto;JUVENTUD;8
12;48;1;1;1;3;M;arquitecto;ADULTEZ;8
12;48;1;0;1;2;F;arquitecto;ADULTEZ;8
8;30;1;0;0;2;F;arquitecto;ADOLESCENCIA;8
12;48;1;0;5;1;F;arquitecto;VEJEZ;8
12;45;1;1;5;2;M;arquitecto;VEJEZ;8
12;40;1;1;1;5;M;arquitecto;ADULTEZ;8
12;48;1;0;1;5;F;arquitecto;ADULTEZ;8
6;40;1;0;1;2;F;arquitecto;ADULTEZ;8
12;40;1;0;1;4;F;arquitecto;ADULTEZ;8
12;40;1;0;1;4;F;arquitecto;ADULTEZ;8
12;60;1;0;5;1;F;arquitecto;VEJEZ;8
12;84;1;1;3;4;M;arquitecto;JUVENTUD;8
12;48;1;0;5;1;F;arquitecto;VEJEZ;8
12;40;1;0;3;2;F;arquitecto;JUVENTUD;8
12;48;1;0;5;1;F;arquitecto;VEJEZ;8
12;48;1;0;5;1;F;arquitecto;VEJEZ;8
12;25;1;0;1;2;F;arquitecto;ADULTEZ;8
12;48;1;0;1;4;F;arquitecto;ADULTEZ;8
12;48;1;0;3;2;F;arquitecto;JUVENTUD;8
12;25;1;0;1;2;F;arquitecto;ADULTEZ;8
12;40;1;0;5;3;F;arquitecto;VEJEZ;8
12;84;1;1;3;4;M;arquitecto;JUVENTUD;8
12;60;1;0;1;5;F;arquitecto;ADULTEZ;8
12;40;1;1;1;5;M;arquitecto;ADULTEZ;8
12;40;1;0;5;3;F;arquitecto;VEJEZ;8
12;30;1;1;4;5;M;arquitecto;PRIMERA INFANCIA;8
12;48;1;0;5;5;F;arquitecto;VEJEZ;8
9;40;1;1;5;5;M;arquitecto;VEJEZ;8
12;48;1;0;3;2;F;arquitecto;JUVENTUD;8
12;48;1;0;1;4;F;arquitecto;ADULTEZ;8
12;40;1;1;2;5;M;arquitecto;INFANCIA;8
8;30;1;0;0;2;F;arquitecto;ADOLESCENCIA;8
12;40;1;0;3;2;F;arquitecto;JUVENTUD;8
2;24;1;1;5;1;M;arquitecto;VEJEZ;8
12;40;1;0;2;2;F;arquitecto;INFANCIA;8
12;48;1;1;3;2;M;arquitecto;JUVENTUD;8
12;60;1;0;5;1;F;arquitecto;VEJEZ;8
12;12;1;0;5;2;F;arquitecto;VEJEZ;8
12;12;1;0;5;2;F;arquitecto;VEJEZ;8
4;10;1;0;1;3;F;arquitecto;ADULTEZ;8
12;45;1;1;2;2;M;arquitecto;INFANCIA;8
12;40;1;1;1;2;M;arquitecto;ADULTEZ;8
12;48;1;1;1;3;M;arquitecto;ADULTEZ;8
12;44;1;0;0;3;F;arquitecto;ADOLESCENCIA;8
12;50;2;0;1;4;F;arquitecto;ADULTEZ;8
12;48;1;0;1;2;F;arquitecto;ADULTEZ;8
12;48;1;0;1;4;F;arquitecto;ADULTEZ;8
8;48;1;1;3;3;M;arquitecto;JUVENTUD;8
12;40;1;1;2;2;M;arquitecto;INFANCIA;8
12;48;1;0;1;3;F;arquitecto;ADULTEZ;8
12;48;1;0;1;3;F;arquitecto;ADULTEZ;8
12;48;1;0;1;3;F;arquitecto;ADULTEZ;8
12;40;1;1;2;5;M;arquitecto;INFANCIA;8
6;45;1;0;5;3;F;arquitecto;VEJEZ;8
11;48;1;0;1;2;F;arquitecto;ADULTEZ;8
12;48;1;0;3;2;F;arquitecto;JUVENTUD;8
12;42;1;1;4;3;M;arquitecto;PRIMERA INFANCIA;8
12;40;1;0;5;2;F;arquitecto;VEJEZ;8
12;48;1;0;1;5;F;arquitecto;ADULTEZ;8
12;48;1;0;5;1;F;arquitecto;VEJEZ;8
12;30;1;1;4;5;M;arquitecto;PRIMERA INFANCIA;8
12;48;1;0;5;1;F;arquitecto;VEJEZ;8
12;30;1;1;4;5;M;arquitecto;PRIMERA INFANCIA;8
6;45;1;0;5;3;F;arquitecto;VEJEZ;8
2;24;1;1;5;1;M;arquitecto;VEJEZ;8
12;45;1;0;1;2;F;arquitecto;ADULTEZ;8
9;40;1;1;5;5;M;arquitecto;VEJEZ;8
8;48;1;1;3;3;M;arquitecto;JUVENTUD;8
12;48;1;0;5;1;F;arquitecto;VEJEZ;8
12;40;1;0;1;5;F;arquitecto;ADULTEZ;8
12;40;1;0;2;2;F;arquitecto;INFANCIA;8
12;48;1;0;5;5;F;arquitecto;VEJEZ;8
12;60;1;0;5;1;F;arquitecto;VEJEZ;8
12;40;1;0;2;2;F;arquitecto;INFANCIA;8
2;24;1;1;5;1;M;arquitecto;VEJEZ;8
12;40;1;0;1;5;F;arquitecto;ADULTEZ;8
12;48;1;1;3;2;M;arquitecto;JUVENTUD;8
12;30;1;1;4;5;M;arquitecto;PRIMERA INFANCIA;8
12;48;1;0;2;4;F;arquitecto;INFANCIA;8
6;45;1;0;5;3;F;arquitecto;VEJEZ;8
12;48;1;0;1;3;F;arquitecto;ADULTEZ;8
8;40;1;1;3;3;M;arquitecto;JUVENTUD;8
12;30;1;1;4;5;M;arquitecto;PRIMERA INFANCIA;8
12;40;1;0;1;4;F;arquitecto;ADULTEZ;8
12;48;1;0;1;3;F;arquitecto;ADULTEZ;8
12;40;1;1;1;5;M;arquitecto;ADULTEZ;8
12;45;1;0;1;2;F;arquitecto;ADULTEZ;8
12;48;1;0;5;1;F;arquitecto;VEJEZ;8
12;48;1;0;3;2;F;arquitecto;JUVENTUD;8
12;30;1;1;4;5;M;arquitecto;PRIMERA INFANCIA;8
12;45;1;0;1;2;F;arquitecto;ADULTEZ;8
12;40;1;1;2;5;M;arquitecto;INFANCIA;8
12;40;1;0;1;4;F;arquitecto;ADULTEZ;8
12;48;1;0;1;3;F;arquitecto;ADULTEZ;8
12;48;1;0;1;5;F;arquitecto;ADULTEZ;8
12;42;1;1;4;3;M;arquitecto;PRIMERA INFANCIA;8
12;48;1;0;1;5;F;arquitecto;ADULTEZ;8
12;48;1;1;5;2;M;arquitecto;VEJEZ;8
12;48;1;1;3;2;M;arquitecto;JUVENTUD;8
12;48;1;0;1;5;F;arquitecto;ADULTEZ;8
12;48;1;0;1;2;F;arquitecto;ADULTEZ;8
12;45;1;0;1;2;F;arquitecto;ADULTEZ;8
12;48;1;0;2;4;F;arquitecto;INFANCIA;8
12;40;1;1;2;2;M;arquitecto;INFANCIA;8
12;40;1;0;1;4;F;arquitecto;ADULTEZ;8
12;40;1;0;1;5;F;arquitecto;ADULTEZ;8
12;42;1;1;4;3;M;arquitecto;PRIMERA INFANCIA;8
12;50;2;0;1;4;F;arquitecto;ADULTEZ;8
12;48;1;0;1;5;F;arquitecto;ADULTEZ;8
12;40;1;1;1;2;M;arquitecto;ADULTEZ;8
12;48;1;0;2;4;F;arquitecto;INFANCIA;8
12;50;2;0;1;4;F;arquitecto;ADULTEZ;8
12;40;1;0;1;4;F;arquitecto;ADULTEZ;8
12;48;1;1;5;2;M;arquitecto;VEJEZ;8
12;45;1;1;5;2;M;arquitecto;VEJEZ;8
12;48;1;0;1;3;F;arquitecto;ADULTEZ;8
12;48;1;1;5;2;M;arquitecto;VEJEZ;8
12;48;1;1;1;3;M;arquitecto;ADULTEZ;8
12;48;1;0;5;1;F;arquitecto;VEJEZ;8
11;48;1;0;1;2;F;arquitecto;ADULTEZ;8
12;48;1;0;2;4;F;arquitecto;INFANCIA;8
12;45;1;1;5;2;M;arquitecto;VEJEZ;8
12;48;1;0;1;3;F;arquitecto;ADULTEZ;8
12;40;1;0;5;2;F;arquitecto;VEJEZ;8
12;30;1;1;4;5;M;arquitecto;PRIMERA INFANCIA;8
6;45;1;0;5;3;F;arquitecto;VEJEZ;8
12;40;1;1;1;2;M;arquitecto;ADULTEZ;8
12;48;1;0;5;1;F;arquitecto;VEJEZ;8
12;12;1;0;5;2;F;arquitecto;VEJEZ;8
12;48;1;0;2;2;F;arquitecto;INFANCIA;8
12;40;1;0;5;2;F;arquitecto;VEJEZ;8
12;48;1;0;5;1;F;arquitecto;VEJEZ;8
12;48;1;0;1;3;F;arquitecto;ADULTEZ;8
11;48;1;0;1;2;F;arquitecto;ADULTEZ;8
12;60;1;0;5;1;F;arquitecto;VEJEZ;8
12;44;1;0;0;3;F;arquitecto;ADOLESCENCIA;8
8;48;1;1;3;3;M;arquitecto;JUVENTUD;8
12;48;1;0;3;2;F;arquitecto;JUVENTUD;8
12;60;1;0;1;5;F;arquitecto;ADULTEZ;8
2;24;1;1;5;1;M;arquitecto;VEJEZ;8
12;48;1;1;1;2;M;arquitecto;ADULTEZ;8
12;40;1;1;1;5;M;arquitecto;ADULTEZ;8
12;48;1;1;1;3;M;arquitecto;ADULTEZ;8
8;30;1;0;0;2;F;arquitecto;ADOLESCENCIA;8
12;48;1;1;5;2;M;arquitecto;VEJEZ;8
12;40;1;0;1;4;F;arquitecto;ADULTEZ;8
12;48;1;0;2;4;F;arquitecto;INFANCIA;8
12;40;1;0;5;2;F;arquitecto;VEJEZ;8
12;48;1;0;1;3;F;arquitecto;ADULTEZ;8
12;48;1;0;2;4;F;arquitecto;INFANCIA;8
12;48;1;0;1;5;F;arquitecto;ADULTEZ;8
12;48;1;0;1;4;F;arquitecto;ADULTEZ;8
9;40;1;1;5;5;M;arquitecto;VEJEZ;8
12;48;1;1;3;2;M;arquitecto;JUVENTUD;8
8;48;1;1;3;3;M;arquitecto;JUVENTUD;8
12;60;1;0;1;5;F;arquitecto;ADULTEZ;8
12;40;1;0;1;4;F;arquitecto;ADULTEZ;8
12;48;1;0;5;1;F;arquitecto;VEJEZ;8
6;45;1;0;5;3;F;arquitecto;VEJEZ;8
12;48;1;1;5;2;M;arquitecto;VEJEZ;8
12;40;1;0;2;2;F;arquitecto;INFANCIA;8
