MONTHS_WORKED;HOURS_PER_WEEK;URBAN_RURAL;SEX;AGE_RANGE;SALARY_RANK;SEX_BK;OCCUPATION_BK;AGE_RANGE_BK;OCCUPATION
12;48;1;0;5;2;F;barbero;VEJEZ;10
12;42;1;1;3;1;M;barbero;JUVENTUD;10
12;40;1;0;1;1;F;barbero;ADULTEZ;10
12;40;1;0;3;1;F;barbero;JUVENTUD;10
6;48;1;1;1;1;M;barbero;ADULTEZ;10
12;48;1;0;1;2;F;barbero;ADULTEZ;10
2;54;1;1;1;1;M;barbero;ADULTEZ;10
12;50;1;1;0;1;M;barbero;ADOLESCENCIA;10
12;48;1;0;3;1;F;barbero;JUVENTUD;10
12;70;1;0;1;1;F;barbero;ADULTEZ;10
12;48;1;1;1;1;M;barbero;ADULTEZ;10
12;10;1;0;1;1;F;barbero;ADULTEZ;10
12;39;1;1;5;1;M;barbero;VEJEZ;10
12;48;1;0;3;1;F;barbero;JUVENTUD;10
12;35;1;0;1;1;F;barbero;ADULTEZ;10
12;70;1;0;3;1;F;barbero;JUVENTUD;10
12;48;1;0;1;1;F;barbero;ADULTEZ;10
12;48;1;1;1;1;M;barbero;ADULTEZ;10
10;30;1;0;3;1;F;barbero;JUVENTUD;10
12;40;1;0;1;1;F;barbero;ADULTEZ;10
10;48;1;0;3;1;F;barbero;JUVENTUD;10
12;48;1;0;5;1;F;barbero;VEJEZ;10
12;60;1;0;1;2;F;barbero;ADULTEZ;10
12;50;1;1;5;2;M;barbero;VEJEZ;10
12;48;1;1;2;1;M;barbero;INFANCIA;10
12;72;1;1;1;1;M;barbero;ADULTEZ;10
4;60;1;1;1;1;M;barbero;ADULTEZ;10
12;60;1;0;5;1;F;barbero;VEJEZ;10
12;48;1;0;1;1;F;barbero;ADULTEZ;10
12;30;1;0;5;1;F;barbero;VEJEZ;10
12;48;1;1;5;1;M;barbero;VEJEZ;10
12;48;1;0;5;1;F;barbero;VEJEZ;10
12;20;1;0;1;1;F;barbero;ADULTEZ;10
12;40;1;0;3;1;F;barbero;JUVENTUD;10
12;70;1;1;5;1;M;barbero;VEJEZ;10
12;48;1;1;0;1;M;barbero;ADOLESCENCIA;10
3;42;1;1;0;1;M;barbero;ADOLESCENCIA;10
12;40;1;0;0;1;F;barbero;ADOLESCENCIA;10
12;48;1;1;1;1;M;barbero;ADULTEZ;10
12;48;1;0;5;1;F;barbero;VEJEZ;10
12;12;1;0;1;1;F;barbero;ADULTEZ;10
12;40;1;0;1;1;F;barbero;ADULTEZ;10
12;5;1;0;2;1;F;barbero;INFANCIA;10
1;45;1;0;3;1;F;barbero;JUVENTUD;10
12;40;1;0;3;2;F;barbero;JUVENTUD;10
12;72;1;1;2;2;M;barbero;INFANCIA;10
12;50;1;1;5;2;M;barbero;VEJEZ;10
12;22;1;1;1;2;M;barbero;ADULTEZ;10
12;40;1;1;1;1;M;barbero;ADULTEZ;10
6;48;1;1;2;2;M;barbero;INFANCIA;10
12;15;1;0;1;1;F;barbero;ADULTEZ;10
12;48;1;1;1;1;M;barbero;ADULTEZ;10
12;60;1;1;5;3;M;barbero;VEJEZ;10
12;20;2;1;1;1;M;barbero;ADULTEZ;10
12;42;1;1;5;1;M;basurero;VEJEZ;11
12;50;1;0;1;1;F;basurero;ADULTEZ;11
12;70;1;1;0;1;M;basurero;ADOLESCENCIA;11
1;48;1;1;0;1;M;basurero;ADOLESCENCIA;11
12;9;1;0;0;1;F;basurero;ADOLESCENCIA;11
12;48;1;0;0;1;F;basurero;ADOLESCENCIA;11
12;72;1;0;2;2;F;basurero;INFANCIA;11
12;21;1;1;1;1;M;basurero;ADULTEZ;11
12;60;1;1;1;1;M;basurero;ADULTEZ;11
12;60;1;1;3;1;M;basurero;JUVENTUD;11
9;35;1;1;1;1;M;basurero;ADULTEZ;11
12;38;1;1;1;1;M;basurero;ADULTEZ;11
12;40;1;0;1;1;F;basurero;ADULTEZ;11
12;48;1;0;1;1;F;basurero;ADULTEZ;11
12;48;1;1;3;1;M;basurero;JUVENTUD;11
12;84;1;0;2;1;F;basurero;INFANCIA;11
12;84;1;0;2;1;F;basurero;INFANCIA;11
12;60;1;1;1;1;M;basurero;ADULTEZ;11
12;84;1;0;1;1;F;basurero;ADULTEZ;11
12;36;1;0;1;1;F;basurero;ADULTEZ;11
12;48;1;0;5;2;F;basurero;VEJEZ;11
12;48;1;1;1;1;M;basurero;ADULTEZ;11
12;56;1;0;1;1;F;basurero;ADULTEZ;11
12;30;1;0;1;1;F;basurero;ADULTEZ;11
10;48;1;0;5;1;F;basurero;VEJEZ;11
12;12;1;0;1;1;F;basurero;ADULTEZ;11
12;50;1;1;2;1;M;basurero;INFANCIA;11
12;30;1;1;0;1;M;basurero;ADOLESCENCIA;11
12;40;1;0;2;1;F;basurero;INFANCIA;11
12;40;1;0;5;1;F;basurero;VEJEZ;11
12;15;1;1;1;1;M;basurero;ADULTEZ;11
12;48;1;1;3;1;M;basurero;JUVENTUD;11
12;48;1;0;1;1;F;basurero;ADULTEZ;11
12;84;1;1;1;1;M;basurero;ADULTEZ;11
12;84;1;0;3;1;F;basurero;JUVENTUD;11
12;98;1;1;1;1;M;basurero;ADULTEZ;11
6;40;1;1;1;1;M;basurero;ADULTEZ;11
12;42;1;0;1;1;F;basurero;ADULTEZ;11
12;40;1;1;1;1;M;basurero;ADULTEZ;11
6;20;1;1;1;1;M;basurero;ADULTEZ;11
12;30;1;0;3;1;F;basurero;JUVENTUD;11
12;40;1;0;4;1;F;basurero;PRIMERA INFANCIA;11
12;30;1;1;5;1;M;basurero;VEJEZ;11
12;35;1;0;1;1;F;basurero;ADULTEZ;11
12;42;1;0;1;1;F;basurero;ADULTEZ;11
8;24;1;1;5;1;M;basurero;VEJEZ;11
12;36;1;1;1;1;M;basurero;ADULTEZ;11
12;48;1;1;1;1;M;basurero;ADULTEZ;11
12;40;1;1;3;1;M;basurero;JUVENTUD;11
12;20;1;0;2;1;F;basurero;INFANCIA;11
12;40;1;0;1;1;F;basurero;ADULTEZ;11
12;48;1;0;1;1;F;basurero;ADULTEZ;11
12;48;1;0;1;1;F;basurero;ADULTEZ;11
8;30;1;0;0;1;F;basurero;ADOLESCENCIA;11
12;30;1;0;1;1;F;basurero;ADULTEZ;11
12;30;1;0;1;1;F;basurero;ADULTEZ;11
12;48;1;1;3;5;M;basurero;JUVENTUD;11
12;48;1;1;1;1;M;basurero;ADULTEZ;11
12;48;1;0;1;1;F;basurero;ADULTEZ;11
12;48;1;1;2;1;M;basurero;INFANCIA;11
12;36;1;0;1;1;F;basurero;ADULTEZ;11
12;30;1;0;0;3;F;basurero;ADOLESCENCIA;11
12;48;1;1;2;1;M;basurero;INFANCIA;11
12;48;1;0;1;1;F;basurero;ADULTEZ;11
12;30;1;1;5;1;M;basurero;VEJEZ;11
12;20;1;0;5;1;F;basurero;VEJEZ;11
12;42;1;0;3;1;F;basurero;JUVENTUD;11
12;7;1;0;5;1;F;basurero;VEJEZ;11
12;20;1;0;1;1;F;basurero;ADULTEZ;11
12;30;1;1;1;1;M;basurero;ADULTEZ;11
12;56;2;0;2;1;F;basurero;INFANCIA;11
8;30;1;0;5;1;F;basurero;VEJEZ;11
12;25;1;0;3;1;F;basurero;JUVENTUD;11
12;50;1;0;1;2;F;basurero;ADULTEZ;11
12;50;1;0;1;1;F;basurero;ADULTEZ;11
12;48;1;1;1;1;M;basurero;ADULTEZ;11
12;72;1;0;3;2;F;basurero;JUVENTUD;11
12;50;1;1;2;1;M;basurero;INFANCIA;11
2;48;1;0;5;1;F;basurero;VEJEZ;11
12;72;1;0;1;1;F;basurero;ADULTEZ;11
12;48;1;0;2;1;F;basurero;INFANCIA;11
12;40;1;1;1;1;M;basurero;ADULTEZ;11
6;40;1;0;3;1;F;basurero;JUVENTUD;11
12;48;1;0;2;1;F;basurero;INFANCIA;11
12;49;1;0;1;1;F;basurero;ADULTEZ;11
12;35;1;0;5;1;F;basurero;VEJEZ;11
12;70;1;0;5;1;F;basurero;VEJEZ;11
12;48;1;0;5;1;F;basurero;VEJEZ;11
12;20;1;0;1;1;F;basurero;ADULTEZ;11
12;54;1;1;1;1;M;basurero;ADULTEZ;11
12;40;1;0;0;1;F;basurero;ADOLESCENCIA;11
12;28;1;1;1;1;M;basurero;ADULTEZ;11
12;12;2;1;1;1;M;basurero;ADULTEZ;11
12;40;1;0;0;1;F;basurero;ADOLESCENCIA;11
12;48;1;1;5;1;M;basurero;VEJEZ;11
12;60;1;1;3;1;M;basurero;JUVENTUD;11
12;48;1;1;1;1;M;basurero;ADULTEZ;11
12;5;1;1;1;1;M;basurero;ADULTEZ;11
12;40;1;0;5;1;F;basurero;VEJEZ;11
12;40;1;0;5;1;F;basurero;VEJEZ;11
12;40;1;1;2;1;M;basurero;INFANCIA;11
12;52;1;1;1;1;M;basurero;ADULTEZ;11
12;40;1;0;3;1;F;basurero;JUVENTUD;11
12;48;1;1;5;2;M;basurero;VEJEZ;11
12;48;1;0;1;2;F;basurero;ADULTEZ;11
7;20;1;0;1;1;F;basurero;ADULTEZ;11
12;27;1;1;1;1;M;basurero;ADULTEZ;11
12;30;1;0;5;1;F;basurero;VEJEZ;11
12;25;1;0;0;1;F;basurero;ADOLESCENCIA;11
12;40;1;1;5;1;M;basurero;VEJEZ;11
10;40;1;0;5;1;F;basurero;VEJEZ;11
12;48;1;0;1;1;F;basurero;ADULTEZ;11
12;48;1;0;5;1;F;basurero;VEJEZ;11
12;48;1;1;5;1;M;basurero;VEJEZ;11
12;36;1;0;1;1;F;basurero;ADULTEZ;11
12;48;1;0;1;1;F;basurero;ADULTEZ;11
12;3;1;1;1;1;M;basurero;ADULTEZ;11
12;54;1;0;5;1;F;basurero;VEJEZ;11
12;35;1;1;1;1;M;basurero;ADULTEZ;11
12;40;1;0;5;1;F;basurero;VEJEZ;11
12;42;1;1;5;1;M;basurero;VEJEZ;11
12;12;1;1;1;1;M;basurero;ADULTEZ;11
12;35;1;1;3;1;M;basurero;JUVENTUD;11
12;48;1;1;1;1;M;basurero;ADULTEZ;11
12;30;1;0;1;1;F;basurero;ADULTEZ;11
12;45;1;1;3;1;M;basurero;JUVENTUD;11
12;10;1;0;1;1;F;basurero;ADULTEZ;11
12;10;1;0;1;1;F;basurero;ADULTEZ;11
12;40;1;1;1;1;M;basurero;ADULTEZ;11
12;50;1;1;1;1;M;basurero;ADULTEZ;11
12;20;1;0;1;1;F;basurero;ADULTEZ;11
12;15;1;1;5;1;M;basurero;VEJEZ;11
12;20;1;1;1;1;M;basurero;ADULTEZ;11
12;40;1;0;3;1;F;basurero;JUVENTUD;11
12;55;1;1;1;1;M;basurero;ADULTEZ;11
12;40;1;1;1;1;M;basurero;ADULTEZ;11
12;12;1;1;1;1;M;basurero;ADULTEZ;11
3;20;1;1;3;1;M;basurero;JUVENTUD;11
12;40;1;1;3;1;M;basurero;JUVENTUD;11
12;48;1;1;2;1;M;basurero;INFANCIA;11
12;40;1;1;2;1;M;basurero;INFANCIA;11
12;40;1;0;1;1;F;basurero;ADULTEZ;11
9;48;1;0;1;2;F;basurero;ADULTEZ;11
12;60;1;1;3;1;M;basurero;JUVENTUD;11
12;60;1;1;5;1;M;basurero;VEJEZ;11
11;60;1;1;1;1;M;basurero;ADULTEZ;11
12;20;1;1;3;1;M;basurero;JUVENTUD;11
12;40;1;1;3;1;M;basurero;JUVENTUD;11
12;60;1;1;1;1;M;basurero;ADULTEZ;11
12;60;1;0;3;1;F;basurero;JUVENTUD;11
12;65;1;0;5;1;F;basurero;VEJEZ;11
12;30;1;0;1;1;F;basurero;ADULTEZ;11
12;40;1;1;5;1;M;basurero;VEJEZ;11
12;48;1;0;5;2;F;basurero;VEJEZ;11
12;32;1;0;1;1;F;basurero;ADULTEZ;11
12;48;1;1;1;1;M;basurero;ADULTEZ;11
12;35;1;0;1;1;F;basurero;ADULTEZ;11
12;48;1;1;1;1;M;basurero;ADULTEZ;11
1;25;1;1;1;1;M;basurero;ADULTEZ;11
12;42;1;0;1;1;F;basurero;ADULTEZ;11
12;28;1;0;3;1;F;basurero;JUVENTUD;11
12;36;2;0;2;1;F;basurero;INFANCIA;11
12;50;2;1;1;1;M;basurero;ADULTEZ;11
12;40;1;0;1;1;F;basurero;ADULTEZ;11
12;48;1;0;0;1;F;secretario;ADOLESCENCIA;20
11;45;1;1;0;1;M;secretario;ADOLESCENCIA;20
12;40;1;0;1;2;F;secretario;ADULTEZ;20
12;48;1;1;3;5;M;secretario;JUVENTUD;20
12;30;1;0;1;1;F;secretario;ADULTEZ;20
12;48;1;0;1;1;F;secretario;ADULTEZ;20
12;40;1;1;1;2;M;secretario;ADULTEZ;20
12;48;1;0;1;2;F;secretario;ADULTEZ;20
12;48;1;0;5;1;F;secretario;VEJEZ;20
12;48;1;0;0;2;F;secretario;ADOLESCENCIA;20
12;48;1;1;5;2;M;secretario;VEJEZ;20
12;48;1;0;1;2;F;secretario;ADULTEZ;20
12;48;1;0;1;2;F;secretario;ADULTEZ;20
12;48;1;1;3;1;M;secretario;JUVENTUD;20
11;40;1;1;3;3;M;secretario;JUVENTUD;20
12;48;1;1;5;1;M;secretario;VEJEZ;20
12;48;1;0;1;1;F;secretario;ADULTEZ;20
12;48;1;1;3;2;M;secretario;JUVENTUD;20
12;48;1;1;5;1;M;secretario;VEJEZ;20
12;48;1;1;0;1;M;secretario;ADOLESCENCIA;20
6;48;1;1;1;1;M;secretario;ADULTEZ;20
7;40;1;0;3;2;F;secretario;JUVENTUD;20
12;40;1;1;1;2;M;secretario;ADULTEZ;20
12;48;1;1;0;2;M;secretario;ADOLESCENCIA;20
12;40;1;1;2;2;M;secretario;INFANCIA;20
10;44;1;1;1;2;M;secretario;ADULTEZ;20
10;35;1;0;1;2;F;secretario;ADULTEZ;20
12;48;1;0;5;2;F;secretario;VEJEZ;20
12;48;1;1;1;1;M;secretario;ADULTEZ;20
12;48;1;0;1;3;F;secretario;ADULTEZ;20
12;60;1;1;1;5;M;secretario;ADULTEZ;20
12;48;2;1;5;1;M;secretario;VEJEZ;20
11;48;2;0;1;1;F;secretario;ADULTEZ;20
12;48;1;0;3;1;F;secretario;JUVENTUD;20
12;48;1;1;3;2;M;secretario;JUVENTUD;20
12;40;1;0;0;2;F;secretario;ADOLESCENCIA;20
12;48;1;1;1;2;M;secretario;ADULTEZ;20
2;45;1;0;1;1;F;secretario;ADULTEZ;20
12;48;1;1;1;1;M;secretario;ADULTEZ;20
2;48;1;0;3;1;F;secretario;JUVENTUD;20
12;48;1;0;1;1;F;secretario;ADULTEZ;20
10;48;1;0;2;3;F;secretario;INFANCIA;20
12;48;1;1;0;4;M;secretario;ADOLESCENCIA;20
12;48;1;0;0;4;F;secretario;ADOLESCENCIA;20
12;48;1;1;0;2;M;secretario;ADOLESCENCIA;20
12;40;1;1;1;1;M;secretario;ADULTEZ;20
12;48;1;1;1;2;M;secretario;ADULTEZ;20
12;40;1;1;5;2;M;secretario;VEJEZ;20
12;48;1;1;1;4;M;secretario;ADULTEZ;20
12;48;1;1;1;1;M;secretario;ADULTEZ;20
10;48;1;1;2;1;M;secretario;INFANCIA;20
12;48;1;0;1;2;F;secretario;ADULTEZ;20
12;48;1;0;1;2;F;secretario;ADULTEZ;20
12;45;1;1;1;2;M;secretario;ADULTEZ;20
12;48;1;0;5;1;F;secretario;VEJEZ;20
12;48;1;0;1;1;F;secretario;ADULTEZ;20
12;70;1;0;1;2;F;secretario;ADULTEZ;20
12;48;1;1;0;2;M;secretario;ADOLESCENCIA;20
12;48;1;0;5;2;F;secretario;VEJEZ;20
12;32;1;1;5;1;M;secretario;VEJEZ;20
10;48;1;1;1;2;M;secretario;ADULTEZ;20
12;48;1;0;1;2;F;secretario;ADULTEZ;20
12;48;1;1;1;2;M;secretario;ADULTEZ;20
12;48;1;0;1;2;F;secretario;ADULTEZ;20
12;48;1;0;1;2;F;secretario;ADULTEZ;20
12;48;1;0;0;2;F;secretario;ADOLESCENCIA;20
12;49;1;1;5;2;M;secretario;VEJEZ;20
12;48;1;1;1;2;M;secretario;ADULTEZ;20
12;40;1;1;1;2;M;secretario;ADULTEZ;20
12;48;1;0;1;3;F;secretario;ADULTEZ;20
12;48;1;1;3;1;M;secretario;JUVENTUD;20
12;48;1;0;1;2;F;secretario;ADULTEZ;20
12;40;1;0;1;2;F;secretario;ADULTEZ;20
12;40;1;0;1;2;F;secretario;ADULTEZ;20
12;48;1;0;3;3;F;secretario;JUVENTUD;20
12;30;1;0;1;1;F;secretario;ADULTEZ;20
6;48;1;0;1;2;F;secretario;ADULTEZ;20
12;40;1;1;1;1;M;secretario;ADULTEZ;20
12;40;1;0;3;1;F;secretario;JUVENTUD;20
12;48;1;1;0;5;M;secretario;ADOLESCENCIA;20
12;40;1;0;1;3;F;secretario;ADULTEZ;20
12;40;1;0;5;3;F;secretario;VEJEZ;20
12;55;1;1;5;2;M;secretario;VEJEZ;20
12;48;1;1;1;2;M;secretario;ADULTEZ;20
12;40;1;1;1;5;M;secretario;ADULTEZ;20
12;48;1;0;1;1;F;secretario;ADULTEZ;20
11;40;1;0;1;2;F;secretario;ADULTEZ;20
12;48;1;0;1;4;F;secretario;ADULTEZ;20
12;48;1;0;1;2;F;secretario;ADULTEZ;20
12;40;1;1;1;1;M;secretario;ADULTEZ;20
12;40;1;1;5;2;M;secretario;VEJEZ;20
12;48;1;0;5;2;F;secretario;VEJEZ;20
12;48;1;1;5;2;M;secretario;VEJEZ;20
12;48;1;0;5;1;F;secretario;VEJEZ;20
12;48;1;1;1;2;M;secretario;ADULTEZ;20
12;40;2;1;1;2;M;secretario;ADULTEZ;20
12;44;2;0;5;3;F;secretario;VEJEZ;20
6;48;1;1;5;1;M;secretario;VEJEZ;20
12;48;1;1;3;3;M;secretario;JUVENTUD;20
12;48;1;1;1;2;M;secretario;ADULTEZ;20
12;48;1;1;3;2;M;secretario;JUVENTUD;20
12;48;1;0;1;1;F;secretario;ADULTEZ;20
12;48;1;0;1;2;F;secretario;ADULTEZ;20
9;40;1;0;0;1;F;secretario;ADOLESCENCIA;20
12;48;1;0;1;1;F;secretario;ADULTEZ;20
12;40;1;1;0;2;M;secretario;ADOLESCENCIA;20
12;40;1;1;1;2;M;secretario;ADULTEZ;20
12;44;1;0;5;1;F;secretario;VEJEZ;20
11;48;1;1;1;1;M;secretario;ADULTEZ;20
11;48;1;0;3;1;F;secretario;JUVENTUD;20
12;40;1;1;1;2;M;secretario;ADULTEZ;20
12;48;2;0;1;2;F;secretario;ADULTEZ;20
12;40;2;1;1;2;M;secretario;ADULTEZ;20
2;48;2;1;1;1;M;secretario;ADULTEZ;20
6;48;2;0;5;1;F;secretario;VEJEZ;20
12;48;1;0;0;2;F;secretario;ADOLESCENCIA;20
12;48;1;0;1;1;F;secretario;ADULTEZ;20
3;48;1;0;5;1;F;secretario;VEJEZ;20
12;40;1;1;1;2;M;secretario;ADULTEZ;20
12;48;1;0;5;2;F;secretario;VEJEZ;20
12;48;1;1;5;1;M;secretario;VEJEZ;20
12;48;1;1;5;2;M;secretario;VEJEZ;20
12;48;1;1;5;2;M;secretario;VEJEZ;20
12;48;1;1;1;1;M;secretario;ADULTEZ;20
12;48;1;0;1;3;F;secretario;ADULTEZ;20
11;48;1;1;5;2;M;secretario;VEJEZ;20
12;40;1;0;5;3;F;secretario;VEJEZ;20
12;48;1;1;1;3;M;secretario;ADULTEZ;20
11;40;1;0;1;2;F;secretario;ADULTEZ;20
12;48;1;1;1;1;M;secretario;ADULTEZ;20
12;48;1;0;5;1;F;secretario;VEJEZ;20
12;48;1;0;5;2;F;secretario;VEJEZ;20
12;48;1;0;5;2;F;secretario;VEJEZ;20
5;48;1;0;3;2;F;secretario;JUVENTUD;20
7;48;1;1;2;1;M;secretario;INFANCIA;20
12;40;1;0;3;3;F;secretario;JUVENTUD;20
12;48;1;0;1;1;F;secretario;ADULTEZ;20
12;48;1;1;5;1;M;secretario;VEJEZ;20
12;40;2;1;5;2;M;secretario;VEJEZ;20
12;45;1;1;0;3;M;secretario;ADOLESCENCIA;20
12;35;2;1;2;2;M;secretario;INFANCIA;20
12;48;2;0;5;3;F;secretario;VEJEZ;20
12;48;1;1;5;2;M;secretario;VEJEZ;20
12;48;1;0;1;1;F;secretario;ADULTEZ;20
12;48;1;1;1;2;M;secretario;ADULTEZ;20
12;24;1;1;1;1;M;secretario;ADULTEZ;20
1;48;1;1;1;3;M;secretario;ADULTEZ;20
12;48;1;0;0;2;F;secretario;ADOLESCENCIA;20
12;48;1;0;1;2;F;secretario;ADULTEZ;20
12;48;1;0;1;1;F;secretario;ADULTEZ;20
12;40;1;1;3;3;M;secretario;JUVENTUD;20
12;48;1;0;2;1;F;secretario;INFANCIA;20
12;48;1;0;1;1;F;secretario;ADULTEZ;20
12;40;1;0;0;1;F;secretario;ADOLESCENCIA;20
12;48;1;0;1;1;F;secretario;ADULTEZ;20
8;48;1;1;1;1;M;secretario;ADULTEZ;20
12;48;1;0;2;4;F;secretario;INFANCIA;20
12;40;1;0;3;4;F;secretario;JUVENTUD;20
12;48;1;0;0;2;F;secretario;ADOLESCENCIA;20
12;45;1;1;1;2;M;secretario;ADULTEZ;20
4;48;1;1;5;1;M;secretario;VEJEZ;20
12;40;1;1;1;3;M;secretario;ADULTEZ;20
10;48;1;0;1;1;F;secretario;ADULTEZ;20
12;48;1;1;5;2;M;secretario;VEJEZ;20
12;50;1;0;1;2;F;secretario;ADULTEZ;20
12;48;1;0;1;2;F;secretario;ADULTEZ;20
12;48;1;0;1;2;F;secretario;ADULTEZ;20
12;48;1;0;1;1;F;secretario;ADULTEZ;20
12;40;1;0;1;2;F;secretario;ADULTEZ;20
12;48;1;1;1;2;M;secretario;ADULTEZ;20
11;48;1;1;2;1;M;secretario;INFANCIA;20
12;40;1;0;1;2;F;secretario;ADULTEZ;20
2;24;1;1;1;1;M;secretario;ADULTEZ;20
12;48;1;1;1;1;M;secretario;ADULTEZ;20
12;48;1;0;5;2;F;secretario;VEJEZ;20
12;48;1;0;1;1;F;secretario;ADULTEZ;20
12;48;1;0;1;1;F;secretario;ADULTEZ;20
12;48;1;0;3;1;F;secretario;JUVENTUD;20
5;46;1;0;1;2;F;secretario;ADULTEZ;20
12;48;1;0;1;1;F;secretario;ADULTEZ;20
12;48;1;0;3;1;F;secretario;JUVENTUD;20
12;48;1;1;1;2;M;secretario;ADULTEZ;20
12;55;1;1;1;2;M;secretario;ADULTEZ;20
11;48;1;1;0;1;M;secretario;ADOLESCENCIA;20
1;48;1;0;0;2;F;secretario;ADOLESCENCIA;20
12;48;1;1;1;2;M;secretario;ADULTEZ;20
12;40;1;0;1;2;F;secretario;ADULTEZ;20
12;48;1;1;1;1;M;secretario;ADULTEZ;20
12;48;1;1;0;1;M;secretario;ADOLESCENCIA;20
2;40;1;0;1;1;F;secretario;ADULTEZ;20
12;40;2;1;5;1;M;secretario;VEJEZ;20
12;48;1;1;1;2;M;secretario;ADULTEZ;20
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;60;1;1;1;1;M;abad;ADULTEZ;0
12;50;1;0;5;4;F;abad;VEJEZ;0
12;60;1;0;2;4;F;abad;INFANCIA;0
5;24;1;1;1;1;M;abad;ADULTEZ;0
12;48;1;1;0;2;M;abad;ADOLESCENCIA;0
12;56;1;0;3;1;F;abad;JUVENTUD;0
12;70;1;0;1;2;F;abad;ADULTEZ;0
12;48;1;1;1;3;M;abad;ADULTEZ;0
12;40;1;1;1;1;M;abad;ADULTEZ;0
12;40;1;0;2;1;F;abad;INFANCIA;0
12;46;1;1;1;4;M;abad;ADULTEZ;0
12;28;1;0;5;1;F;abad;VEJEZ;0
12;30;1;0;1;1;F;abad;ADULTEZ;0
12;50;1;0;1;2;F;abad;ADULTEZ;0
12;50;1;0;1;2;F;abad;ADULTEZ;0
12;48;1;0;1;4;F;abad;ADULTEZ;0
12;48;1;1;1;3;M;abad;ADULTEZ;0
12;60;2;1;2;3;M;abad;INFANCIA;0
12;40;1;0;1;1;F;abad;ADULTEZ;0
12;60;1;0;1;1;F;abad;ADULTEZ;0
12;48;1;0;0;2;F;abad;ADOLESCENCIA;0
12;48;1;0;5;3;F;abad;VEJEZ;0
12;48;1;1;1;2;M;abad;ADULTEZ;0
12;100;1;0;3;3;F;abad;JUVENTUD;0
12;5;1;1;5;1;M;abad;VEJEZ;0
12;48;1;0;5;2;F;abad;VEJEZ;0
12;50;1;0;5;5;F;apuntador;VEJEZ;7
12;48;1;1;3;1;M;apuntador;JUVENTUD;7
12;20;1;0;1;1;F;apuntador;ADULTEZ;7
12;15;1;0;1;1;F;apuntador;ADULTEZ;7
6;30;2;0;0;1;F;apuntador;ADOLESCENCIA;7
12;40;1;0;1;2;F;apuntador;ADULTEZ;7
12;54;1;0;1;1;F;apuntador;ADULTEZ;7
12;48;1;0;3;1;F;apuntador;JUVENTUD;7
12;30;1;0;1;1;F;apuntador;ADULTEZ;7
12;30;1;0;2;1;F;apuntador;INFANCIA;7
12;20;1;1;2;1;M;apuntador;INFANCIA;7
12;60;1;0;0;3;F;cantero;ADOLESCENCIA;13
12;84;1;0;1;4;F;cantero;ADULTEZ;13
12;48;1;1;5;1;M;cantero;VEJEZ;13
12;48;1;0;5;1;F;cantero;VEJEZ;13
12;48;1;1;5;1;M;cantero;VEJEZ;13
12;48;1;0;1;1;F;cantero;ADULTEZ;13
12;48;1;0;1;1;F;cantero;ADULTEZ;13
12;24;1;0;2;1;F;cantero;INFANCIA;13
12;60;1;0;0;2;F;cantero;ADOLESCENCIA;13
12;48;1;1;1;1;M;cantero;ADULTEZ;13
12;48;1;0;5;4;F;cantero;VEJEZ;13
12;48;1;1;2;1;M;cantero;INFANCIA;13
12;40;1;0;5;2;F;cantero;VEJEZ;13
12;55;1;1;3;1;M;cantero;JUVENTUD;13
12;42;1;0;1;2;F;cantero;ADULTEZ;13
2;15;2;0;5;1;F;cantero;VEJEZ;13
12;60;2;0;5;1;F;cantero;VEJEZ;13
12;40;2;0;5;1;F;cantero;VEJEZ;13
12;18;2;0;1;1;F;cantero;ADULTEZ;13
12;48;1;0;0;1;F;cantero;ADOLESCENCIA;13
12;48;1;1;1;2;M;cantero;ADULTEZ;13
12;12;1;0;1;1;F;cantero;ADULTEZ;13
12;60;1;1;5;1;M;cantero;VEJEZ;13
12;60;1;0;1;1;F;cantero;ADULTEZ;13
12;40;1;0;5;2;F;cantero;VEJEZ;13
12;48;1;1;1;1;M;cantero;ADULTEZ;13
10;37;1;1;1;1;M;cantero;ADULTEZ;13
12;60;1;1;1;2;M;cantero;ADULTEZ;13
12;30;1;0;5;1;F;cantero;VEJEZ;13
12;48;1;1;3;1;M;cantero;JUVENTUD;13
12;48;1;0;2;1;F;cantero;INFANCIA;13
12;60;1;0;1;1;F;cantero;ADULTEZ;13
12;60;1;0;3;3;F;cantero;JUVENTUD;13
5;60;1;1;3;2;M;cantero;JUVENTUD;13
12;30;1;1;2;1;M;cantero;INFANCIA;13
12;40;1;1;1;2;M;alcalde;ADULTEZ;3
12;40;1;0;1;2;F;alcalde;ADULTEZ;3
12;14;1;1;1;3;M;alcalde;ADULTEZ;3
12;48;1;0;2;5;F;alcalde;INFANCIA;3
6;48;1;0;5;5;F;alcalde;VEJEZ;3
12;40;1;0;1;5;F;alcalde;ADULTEZ;3
12;30;1;0;3;5;F;alcalde;JUVENTUD;3
12;10;1;1;1;1;M;alcalde;ADULTEZ;3
12;40;1;0;3;2;F;alcalde;JUVENTUD;3
12;40;1;0;1;5;F;alcalde;ADULTEZ;3
