MONTHS WORKED;WEEKLY HOURS WORKED;SALARY;SEX;AGE;OCCUPATION;VALUE OF THE HOUR
1;48;600000.0;M;9;electricista;2880.2
12;48;1160000.0;M;11;electricista;5568.4
12;35;1200000.0;M;8;electricista;7899.9
12;48;1400000.0;M;10;electricista;6720.4
12;48;1160000.0;M;20;electricista;5568.4
12;40;500000.0;M;17;electricista;2880.2
10;48;1160000.0;F;32;electricista;5568.4
12;54;850000.0;M;50;electricista;3626.9
12;48;1570000.0;F;22;electricista;7536.5
12;48;300000.0;F;44;electricista;1440.1
12;60;1000000.0;F;28;electricista;3840.2
12;50;6000000.0;M;17;electricista;27649.8
12;48;1200000.0;F;43;electricista;5760.4
12;60;2000000.0;M;41;electricista;7680.5
12;40;800000.0;M;41;electricista;4608.3
12;40;1200000.0;M;79;electricista;6912.4
12;48;1160000.0;M;5;electricista;5568.4
12;48;1160000.0;M;13;electricista;5568.4
12;48;1160000.0;M;52;electricista;5568.4
10;48;800000.0;M;32;electricista;3840.2
12;48;1200000.0;F;65;electricista;5760.4
12;48;1500000.0;F;19;electricista;7200.5
12;48;1116000.0;M;40;electricista;5357.1
12;40;920000.0;F;36;electricista;5299.5
12;40;700000.0;F;27;electricista;4032.3
12;45;1500000.0;F;96;electricista;7680.5
12;35;1500000.0;F;72;electricista;9874.9
12;20;500000.0;M;24;electricista;5760.4
12;48;10000000.0;F;26;electricista;48003.1
7;40;1200000.0;M;60;electricista;6912.4
12;58;1700000.0;F;11;electricista;6753.5
12;48;1800000.0;M;34;electricista;8640.6
12;48;1200000.0;F;41;electricista;5760.4
12;50;1600000.0;F;46;electricista;7373.3
12;48;1160000.0;F;21;electricista;5568.4
12;48;960000.0;M;8;electricista;4608.3
12;40;1500000.0;F;44;electricista;8640.6
3;48;1500000.0;F;21;electricista;7200.5
10;44;1450000.0;F;77;electricista;7593.2
12;48;1160000.0;M;63;electricista;5568.4
12;48;1160000.0;F;50;electricista;5568.4
12;48;1160000.0;F;18;electricista;5568.4
12;48;1533000.0;F;24;electricista;7358.9
12;48;2320000.0;F;76;electricista;11136.7
8;48;1000000.0;M;60;electricista;4800.3
12;60;4800000.0;F;83;electricista;18433.2
12;48;800000.0;M;5;electricista;3840.2
12;48;700000.0;F;42;electricista;3360.2
12;40;1800000.0;M;41;electricista;10368.7
12;48;1300000.0;F;18;electricista;6240.4
12;36;2100000.0;M;82;electricista;13440.9
12;48;1200000.0;M;36;electricista;5760.4
12;60;2000000.0;M;57;electricista;7680.5
12;60;1160000.0;F;42;electricista;4454.7
12;40;2000000.0;F;26;electricista;11520.7
12;48;900000.0;M;54;electricista;4320.3
12;72;1000000.0;M;13;electricista;3200.2
12;40;2600000.0;F;60;arquitecto;14977.0
4;10;3000000.0;F;44;arquitecto;69124.4
12;40;5000000.0;M;31;arquitecto;28801.8
12;30;6000000.0;M;5;arquitecto;46082.9
12;60;12000000.0;F;55;arquitecto;46082.9
12;40;1500000.0;F;65;arquitecto;8640.6
8;40;2500000.0;M;26;arquitecto;14400.9
12;25;1200000.0;F;38;arquitecto;11059.9
12;44;2500000.0;F;13;arquitecto;13091.7
2;24;1000000.0;M;74;arquitecto;9600.6
11;48;1500000.0;F;38;arquitecto;7200.5
12;40;1500000.0;M;7;arquitecto;8640.6
12;48;2500000.0;M;59;arquitecto;12000.8
12;48;2500000.0;F;58;arquitecto;12000.8
12;48;1800000.0;F;10;arquitecto;8640.6
12;48;1900000.0;F;26;arquitecto;9120.6
12;48;3000000.0;F;54;arquitecto;14400.9
12;48;2500000.0;F;49;arquitecto;12000.8
12;48;6000000.0;F;42;arquitecto;28801.8
6;45;3000000.0;F;68;arquitecto;15361.0
12;40;2000000.0;F;8;arquitecto;11520.7
12;48;2200000.0;F;42;arquitecto;10560.7
6;40;2000000.0;F;56;arquitecto;11520.7
12;45;2000000.0;F;44;arquitecto;10240.7
12;40;1800000.0;F;25;arquitecto;10368.7
8;48;3000000.0;M;20;arquitecto;14400.9
12;12;1500000.0;F;80;arquitecto;28801.8
12;48;3000000.0;M;43;arquitecto;14400.9
12;40;3500000.0;F;41;arquitecto;20161.3
12;40;3500000.0;F;33;arquitecto;20161.3
12;42;3000000.0;M;5;arquitecto;16458.2
12;48;2000000.0;F;24;arquitecto;9600.6
12;45;2000000.0;M;68;arquitecto;10240.7
12;40;7500000.0;M;6;arquitecto;43202.8
9;40;18000000.0;M;63;arquitecto;103686.6
12;50;3800000.0;F;41;arquitecto;17511.5
12;48;1000000.0;F;89;arquitecto;4800.3
12;40;5000000.0;F;42;arquitecto;28801.8
12;60;1000000.0;F;68;arquitecto;3840.2
12;48;6000000.0;F;73;arquitecto;28801.8
12;45;1800000.0;M;7;arquitecto;9216.6
12;48;4000000.0;F;31;arquitecto;19201.2
8;30;1800000.0;F;16;arquitecto;13824.9
12;84;4000000.0;M;26;arquitecto;10972.1
12;48;3500000.0;F;7;arquitecto;16801.1
12;48;1800000.0;M;22;arquitecto;8640.6
12;48;500000.0;F;66;arquitecto;2400.2
12;40;1500000.0;M;59;arquitecto;8640.6
12;48;1300000.0;M;67;arquitecto;6240.4
12;48;1300000.0;M;49;arquitecto;6240.4
12;40;6960000.0;F;61;abogado;40092.2
12;30;5400000.0;M;93;abogado;41474.7
12;40;500000.0;F;42;abogado;2880.2
12;40;5000000.0;F;45;abogado;28801.8
12;48;1160000.0;F;17;abogado;5568.4
2;48;2000000.0;F;44;abogado;9600.6
11;48;5000000.0;M;20;abogado;24001.5
12;48;10000000.0;M;10;abogado;48003.1
12;48;6000000.0;F;9;abogado;28801.8
12;40;2500000.0;M;55;abogado;14400.9
12;40;2000000.0;M;61;abogado;11520.7
12;48;5375000.0;M;71;abogado;25801.7
12;48;1200000.0;F;8;abogado;5760.4
7;48;2000000.0;F;46;abogado;9600.6
12;42;2000000.0;M;88;abogado;10972.1
8;40;4000000.0;F;70;abogado;23041.5
12;40;1800000.0;M;21;abogado;10368.7
12;40;7000000.0;M;34;abogado;40322.6
12;48;1700000.0;F;40;abogado;8160.5
12;48;6600000.0;M;44;abogado;31682.0
12;44;2500000.0;M;35;abogado;13091.7
2;48;2500000.0;M;15;abogado;12000.8
2;4;600000.0;F;93;abogado;34562.2
12;48;2000000.0;M;56;abogado;9600.6
12;48;3100000.0;F;28;abogado;14881.0
12;48;6000000.0;M;36;abogado;28801.8
12;50;5200000.0;F;37;abogado;23963.1
12;40;10000000.0;F;25;abogado;57603.7
12;55;5000000.0;F;61;abogado;20946.8
9;50;4000000.0;F;31;abogado;18433.2
12;48;3000000.0;F;39;abogado;14400.9
12;48;4500000.0;M;17;abogado;21601.4
12;48;2000000.0;F;15;abogado;9600.6
12;48;1300000.0;M;24;abogado;6240.4
12;40;2300000.0;M;56;abogado;13248.8
12;48;2000000.0;F;73;abogado;9600.6
12;40;3000000.0;M;82;abogado;17281.1
12;40;3400000.0;M;60;abogado;19585.3
12;48;3000000.0;F;21;abogado;14400.9
12;40;2400000.0;F;65;abogado;13824.9
12;40;2500000.0;F;53;abogado;14400.9
12;48;7200000.0;F;12;abogado;34562.2
12;35;500000.0;M;11;abogado;3291.6
9;48;4000000.0;M;13;abogado;19201.2
12;48;4000000.0;M;19;abogado;19201.2
12;40;3400000.0;F;49;abogado;19585.3
12;48;10000000.0;F;43;abogado;48003.1
12;40;7600000.0;F;28;abogado;43778.8
12;40;5000000.0;F;66;abogado;28801.8
10;40;2000000.0;M;80;abogado;11520.7
1;45;2300000.0;F;46;abogado;11776.8
12;40;2000000.0;F;48;abogado;11520.7
12;48;9600000.0;F;57;abogado;46082.9
12;16;1500000.0;F;26;abogado;21601.4
12;48;5000000.0;M;39;abogado;24001.5
12;40;2995000.0;F;73;abogado;17252.3
12;48;5000000.0;M;32;abogado;24001.5
12;48;1100000.0;F;22;abogado;5280.3
12;48;2800000.0;M;21;abogado;13440.9
12;40;1500000.0;M;25;abogado;8640.6
12;40;2300000.0;M;40;abogado;13248.8
12;40;1000000.0;M;27;abogado;5760.4
12;30;5000000.0;M;19;abogado;38402.5
12;48;1200000.0;M;15;abogado;5760.4
12;48;3000000.0;F;14;abogado;14400.9
12;48;7000000.0;F;70;abogado;33602.2
12;25;2000000.0;M;13;abogado;18433.2
12;40;4000000.0;F;46;abogado;23041.5
12;48;3000000.0;F;19;abogado;14400.9
12;48;4900000.0;F;18;abogado;23521.5
4;30;600000.0;M;15;abogado;4608.3
12;48;2000000.0;F;46;abogado;9600.6
12;24;3000000.0;M;22;abogado;28801.8
12;48;500000.0;M;23;abogado;2400.2
12;40;5000000.0;F;48;abogado;28801.8
12;48;4000000.0;F;43;abogado;19201.2
12;40;3000000.0;F;61;abogado;17281.1
12;48;5000000.0;F;37;abogado;24001.5
12;48;1500000.0;F;37;abogado;7200.5
12;40;3700000.0;M;28;abogado;21313.4
12;40;9000000.0;M;45;abogado;51843.3
12;48;4800000.0;F;53;abogado;23041.5
10;48;5800000.0;F;68;abogado;27841.8
12;48;2000000.0;F;12;abogado;9600.6
12;40;1800000.0;M;39;abogado;10368.7
12;40;3000000.0;M;19;abogado;17281.1
12;40;2300000.0;M;25;abogado;13248.8
8;25;3400000.0;F;30;abogado;31336.4
10;40;2800000.0;M;27;abogado;16129.0
12;48;4000000.0;M;51;abogado;19201.2
12;40;1160000.0;F;28;abogado;6682.0
12;48;2600000.0;F;77;abogado;12480.8
12;48;1160000.0;M;23;abogado;5568.4
12;45;3000000.0;M;35;abogado;15361.0
12;40;4000000.0;M;21;abogado;23041.5
12;48;4000000.0;F;72;abogado;19201.2
12;30;1160000.0;F;14;abogado;8909.4
12;40;3000000.0;F;83;abogado;17281.1
12;48;3500000.0;M;66;abogado;16801.1
12;57;9000000.0;F;24;abogado;36381.3
12;25;2100000.0;M;19;abogado;19354.8
12;30;7000000.0;M;17;abogado;53763.4
3;40;2000000.0;F;61;abogado;11520.7
12;48;5800000.0;F;9;abogado;27841.8
12;48;3800000.0;M;56;abogado;18241.2
12;40;1300000.0;F;44;abogado;7488.5
12;48;2000000.0;F;37;abogado;9600.6
12;48;5000000.0;F;35;abogado;24001.5
12;48;3400000.0;F;33;abogado;16321.0
12;48;1800000.0;F;29;abogado;8640.6
12;54;4000000.0;F;65;abogado;17067.8
12;48;2500000.0;F;22;abogado;12000.8
12;40;6000000.0;F;58;abogado;34562.2
12;30;2000000.0;F;39;abogado;15361.0
12;48;3000000.0;F;31;abogado;14400.9
12;50;4000000.0;F;22;abogado;18433.2
12;45;10000000.0;F;56;abogado;51203.3
12;48;5000000.0;M;65;abogado;24001.5
12;48;5200000.0;F;46;abogado;24961.6
12;40;500000.0;M;44;abogado;2880.2
12;40;4500000.0;M;23;abogado;25921.7
12;40;4600000.0;M;73;abogado;26497.7
12;48;2000000.0;M;32;abogado;9600.6
12;48;2500000.0;F;9;abogado;12000.8
8;48;4000000.0;F;67;abogado;19201.2
4;24;900000.0;M;64;abogado;8640.6
12;48;3000000.0;M;77;abogado;14400.9
12;50;6000000.0;M;39;abogado;27649.8
11;40;7000000.0;F;29;abogado;40322.6
12;48;2500000.0;F;74;abogado;12000.8
12;36;2600000.0;F;37;abogado;16641.1
12;48;3000000.0;M;45;abogado;14400.9
12;48;5400000.0;F;47;abogado;25921.7
11;40;3000000.0;F;10;abogado;17281.1
12;36;2600000.0;F;49;abogado;16641.1
12;20;5000000.0;F;67;abogado;57603.7
12;48;4000000.0;F;44;abogado;19201.2
12;48;1200000.0;M;52;abogado;5760.4
12;25;3600000.0;F;7;abogado;33179.7
12;60;5400000.0;F;18;abogado;20737.3
1;40;2700000.0;F;59;abogado;15553.0
12;40;2800000.0;F;74;abogado;16129.0
6;45;2000000.0;M;30;abogado;10240.7
12;48;5000000.0;F;60;abogado;24001.5
12;48;1700000.0;F;60;abogado;8160.5
11;40;500000.0;M;23;abogado;2880.2
12;60;2000000.0;F;37;abogado;7680.5
12;40;4300000.0;F;30;abogado;24769.6
12;48;1300000.0;M;46;abogado;6240.4
12;48;10000000.0;F;55;abogado;48003.1
12;48;3000000.0;M;15;abogado;14400.9
12;48;1000000.0;F;35;abogado;4800.3
12;24;2000000.0;F;18;abogado;19201.2
12;40;2000000.0;F;5;abogado;11520.7
12;40;3000000.0;M;29;abogado;17281.1
12;48;3300000.0;F;80;abogado;15841.0
12;40;3500000.0;M;58;abogado;20161.3
5;24;5000000.0;F;56;abogado;48003.1
12;48;7000000.0;M;13;abogado;33602.2
12;48;3000000.0;F;91;abogado;14400.9
12;48;6000000.0;M;14;abogado;28801.8
12;45;3980000.0;M;14;abogado;20378.9
12;48;8935093.0;F;55;abogado;42891.2
12;48;6440000.0;M;54;abogado;30914.0
12;48;2600000.0;F;47;abogado;12480.8
12;48;2500000.0;F;29;abogado;12000.8
12;40;4200000.0;M;6;abogado;24193.5
12;40;1800000.0;F;33;abogado;10368.7
12;48;6000000.0;F;15;abogado;28801.8
12;48;1200000.0;F;23;abogado;5760.4
12;40;3500000.0;M;79;abogado;20161.3
12;40;2000000.0;M;38;abogado;11520.7
12;48;4500000.0;M;25;abogado;21601.4
12;45;3600000.0;M;6;abogado;18433.2
12;48;1160000.0;M;31;abogado;5568.4
12;48;5000000.0;F;86;abogado;24001.5
12;60;5000000.0;M;56;abogado;19201.2
12;48;5000000.0;M;46;abogado;24001.5
12;40;1300000.0;M;26;abogado;7488.5
12;48;1160000.0;F;6;abogado;5568.4
12;48;1000000.0;M;8;abogado;4800.3
12;50;1200000.0;M;19;abogado;5530.0
10;48;600000.0;F;25;abogado;2880.2
12;40;30020000.0;M;34;abogado;172926.3
11;40;2000000.0;F;24;abogado;11520.7
12;48;5800000.0;F;18;abogado;27841.8
12;48;2000000.0;M;17;abogado;9600.6
12;40;3500000.0;F;36;abogado;20161.3
12;40;3000000.0;F;8;abogado;17281.1
12;40;2500000.0;F;69;abogado;14400.9
12;40;12000000.0;F;15;abogado;69124.4
12;35;2500000.0;F;16;abogado;16458.2
12;40;1800000.0;M;45;abogado;10368.7
12;40;5500000.0;F;18;abogado;31682.0
12;48;4500000.0;F;72;abogado;21601.4
12;48;3000000.0;F;19;abogado;14400.9
12;48;1500000.0;F;16;abogado;7200.5
6;40;1500000.0;F;10;abogado;8640.6
12;40;5000000.0;F;18;abogado;28801.8
6;20;1000000.0;F;11;abogado;11520.7
12;40;3350000.0;F;35;abogado;19297.2
12;40;1500000.0;M;17;abogado;8640.6
12;40;3300000.0;M;62;abogado;19009.2
12;40;3500000.0;F;42;abogado;20161.3
12;48;6000000.0;M;39;abogado;28801.8
12;48;3000000.0;M;22;abogado;14400.9
12;48;3500000.0;M;30;abogado;16801.1
12;50;4000000.0;F;66;abogado;18433.2
5;40;2800000.0;M;61;abogado;16129.0
12;30;2000000.0;F;20;abogado;15361.0
12;48;13000000.0;F;33;abogado;62404.0
10;40;3000000.0;F;8;abogado;17281.1
12;48;3500000.0;F;39;abogado;16801.1
12;48;3500000.0;M;26;abogado;16801.1
11;40;1160000.0;F;63;abogado;6682.0
12;50;2000000.0;M;32;abogado;9216.6
12;20;1500000.0;M;8;abogado;17281.1
12;40;1800000.0;F;47;abogado;10368.7
12;40;1400000.0;M;81;abogado;8064.5
12;48;2000000.0;F;53;abogado;9600.6
12;30;300000.0;F;11;abogado;2304.1
6;35;3500000.0;F;11;abogado;23041.5
12;40;1800000.0;F;62;abogado;10368.7
12;48;3000000.0;F;14;abogado;14400.9
12;48;2000000.0;M;61;abogado;9600.6
12;20;16000000.0;F;91;abogado;184331.8
12;60;6000000.0;F;62;abogado;23041.5
12;40;3500000.0;F;24;abogado;20161.3
10;40;2000000.0;F;9;abogado;11520.7
12;48;1500000.0;M;34;abogado;7200.5
12;48;2300000.0;M;53;abogado;11040.7
12;40;2200000.0;F;11;abogado;12672.8
12;40;3300000.0;F;22;abogado;19009.2
12;45;5400000.0;F;31;abogado;27649.8
12;60;7000000.0;F;27;abogado;26881.7
12;45;2500000.0;M;13;abogado;12800.8
12;40;1000000.0;F;44;abogado;5760.4
12;30;100000.0;F;51;abogado;768.0
12;48;4200000.0;F;38;abogado;20161.3
12;40;500000.0;F;48;abogado;2880.2
12;48;2000000.0;F;18;abogado;9600.6
12;48;1600000.0;M;24;abogado;7680.5
12;40;1000000.0;F;10;abogado;5760.4
12;40;4500000.0;F;34;abogado;25921.7
12;120;4250000.0;M;36;abogado;8160.5
12;40;4472000.0;M;32;abogado;25760.4
12;48;5000000.0;M;44;abogado;24001.5
5;48;700000.0;F;23;abogado;3360.2
12;36;3000000.0;F;26;abogado;19201.2
6;40;5000000.0;F;32;abogado;28801.8
12;40;8400000.0;F;12;abogado;48387.1
12;48;4500000.0;M;12;abogado;21601.4
12;48;3000000.0;F;9;abogado;14400.9
12;40;4900000.0;F;15;abogado;28225.8
12;40;2300000.0;M;28;abogado;13248.8
12;40;2000000.0;F;72;abogado;11520.7
4;20;1200000.0;M;9;abogado;13824.9
12;60;1500000.0;M;28;abogado;5760.4
12;40;5900000.0;M;25;abogado;33986.2
12;30;8610000.0;F;79;abogado;66129.0
12;40;4500000.0;F;29;abogado;25921.7
12;50;2800000.0;F;28;abogado;12903.2
5;60;1600000.0;M;10;abogado;6144.4
12;48;960000.0;F;32;abogado;4608.3
12;48;2000000.0;M;14;abogado;9600.6
12;45;3000000.0;M;15;abogado;15361.0
12;48;3000000.0;F;48;abogado;14400.9
12;40;5200000.0;F;17;abogado;29953.9
12;48;2500000.0;F;54;abogado;12000.8
12;48;4000000.0;F;66;abogado;19201.2
12;40;4000000.0;M;48;abogado;23041.5
12;48;5000000.0;F;21;abogado;24001.5
12;48;3500000.0;F;16;abogado;16801.1
12;50;4000000.0;M;54;abogado;18433.2
12;50;5000000.0;M;5;abogado;23041.5
12;40;6000000.0;F;14;abogado;34562.2
12;40;3500000.0;F;24;abogado;20161.3
7;48;3200000.0;F;65;abogado;15361.0
12;40;3000000.0;F;91;abogado;17281.1
12;48;4000000.0;F;32;abogado;19201.2
12;48;20955000.0;F;15;abogado;100590.4
12;48;2500000.0;F;36;abogado;12000.8
12;48;2500000.0;M;43;abogado;12000.8
1;44;4450000.0;F;44;abogado;23303.3
12;48;4000000.0;F;12;abogado;19201.2
12;48;1300000.0;M;34;abogado;6240.4
12;40;8000000.0;F;17;abogado;46082.9
12;48;6000000.0;F;42;abogado;28801.8
12;44;1000000.0;F;35;carpintero;5236.7
1;44;600000.0;F;38;carpintero;3142.0
12;48;1500000.0;M;19;carpintero;7200.5
12;32;1160000.0;F;17;carpintero;8352.5
12;22;800000.0;F;12;carpintero;8378.7
12;50;700000.0;F;10;carpintero;3225.8
12;48;1000000.0;M;42;carpintero;4800.3
12;10;500000.0;F;50;carpintero;11520.7
12;48;1300000.0;F;51;carpintero;6240.4
12;48;500000.0;M;17;carpintero;2400.2
12;50;800000.0;F;62;carpintero;3686.6
12;54;1000000.0;M;28;carpintero;4266.9
2;48;1000000.0;M;27;carpintero;4800.3
12;48;1160000.0;M;25;carpintero;5568.4
12;48;1160000.0;F;33;carpintero;5568.4
12;48;1160000.0;F;23;carpintero;5568.4
12;48;1100000.0;M;42;carpintero;5280.3
8;20;180000.0;F;61;carpintero;2073.7
12;49;1800000.0;M;8;carpintero;8464.2
12;40;1100000.0;F;5;carpintero;6336.4
12;40;300000.0;M;7;carpintero;1728.1
6;48;400000.0;M;16;carpintero;1920.1
12;48;500000.0;M;43;carpintero;2400.2
12;40;700000.0;F;7;carpintero;4032.3
12;48;600000.0;F;43;carpintero;2880.2
12;44;600000.0;F;8;carpintero;3142.0
12;42;300000.0;M;38;carpintero;1645.8
12;40;400000.0;F;43;carpintero;2304.1
12;67;1300000.0;M;22;carpintero;4470.7
12;50;1200000.0;F;34;carpintero;5530.0
10;40;700000.0;M;46;carpintero;4032.3
12;48;1000000.0;M;12;carpintero;4800.3
12;48;1160000.0;M;41;carpintero;5568.4
12;10;85000.0;F;19;carpintero;1958.5
12;48;1900000.0;M;65;carpintero;9120.6
12;30;800000.0;F;41;carpintero;6144.4
12;48;1800000.0;M;84;chef;8640.6
12;40;1000000.0;M;15;chef;5760.4
12;50;2450000.0;F;19;chef;11290.3
11;60;2100000.0;M;18;chef;8064.5
12;70;1100000.0;F;18;chef;3620.8
12;48;2000000.0;M;23;chef;9600.6
12;56;1500000.0;F;35;chef;6171.8
12;48;2000000.0;F;42;chef;9600.6
12;48;2570000.0;F;38;chef;12336.8
12;70;1280000.0;F;39;chef;4213.3
11;40;1750000.0;F;67;chef;10080.6
12;70;1600000.0;F;28;chef;5266.6
10;60;1510000.0;M;17;chef;5798.8
12;50;1500000.0;M;8;chef;6912.4
12;48;1800000.0;F;65;chef;8640.6
12;48;3000000.0;F;52;chef;14400.9
12;48;1300000.0;F;22;chef;6240.4
12;48;910000.0;M;26;chef;4368.3
12;84;1900000.0;F;74;chef;5211.8
12;40;1760000.0;F;14;chef;10138.2
12;48;1320000.0;M;8;chef;6336.4
12;56;1600000.0;F;27;chef;6583.3
12;70;1500000.0;F;40;chef;4937.5
12;48;2266000.0;F;58;chef;10877.5
12;45;1160000.0;F;63;chef;5939.6
12;24;400000.0;F;24;chef;3840.2
12;84;1400000.0;M;19;chef;3840.2
12;48;1600000.0;F;6;chef;7680.5
12;40;600000.0;F;65;barbero;3456.2
12;24;1000000.0;M;31;barbero;9600.6
12;21;800000.0;F;21;barbero;8777.7
12;8;200000.0;M;23;barbero;5760.4
12;70;900000.0;F;31;barbero;2962.5
12;54;700000.0;F;20;barbero;2986.9
12;48;250000.0;M;56;barbero;1200.1
7;30;500000.0;F;45;barbero;3840.2
12;65;1300000.0;F;26;barbero;4608.3
12;40;300000.0;F;18;barbero;1728.1
12;30;200000.0;F;73;barbero;1536.1
12;60;900000.0;F;25;barbero;3456.2
9;56;1800000.0;M;13;barbero;7406.2
10;48;600000.0;M;19;barbero;2880.2
12;24;300000.0;F;63;barbero;2880.2
12;60;1500000.0;F;9;barbero;5760.4
12;50;1600000.0;F;31;barbero;7373.3
12;84;1300000.0;M;44;barbero;3565.9
12;40;1500000.0;F;16;barbero;8640.6
12;66;1300000.0;F;16;barbero;4538.5
8;70;1260000.0;F;47;barbero;4147.5
12;70;400000.0;F;11;barbero;1316.7
11;40;500000.0;F;31;barbero;2880.2
12;45;1000000.0;M;7;barbero;5120.3
12;48;1500000.0;M;15;barbero;7200.5
12;15;1500000.0;F;10;barbero;23041.5
12;18;70000.0;F;17;barbero;896.1
12;48;2000000.0;F;34;barbero;9600.6
12;70;900000.0;M;54;barbero;2962.5
12;50;900000.0;F;10;barbero;4147.5
3;20;250000.0;M;91;barbero;2880.2
12;20;260000.0;F;7;barbero;2995.4
12;48;1000000.0;F;49;barbero;4800.3
12;40;680000.0;F;18;barbero;3917.1
10;48;1000000.0;M;17;barbero;4800.3
12;48;1200000.0;F;15;barbero;5760.4
12;10;500000.0;M;76;barbero;11520.7
3;44;450000.0;M;12;barbero;2356.5
12;48;500000.0;M;25;barbero;2400.2
12;70;1500000.0;F;75;barbero;4937.5
12;30;1000000.0;M;60;barbero;7680.5
12;72;1520000.0;M;67;barbero;4864.3
12;20;120000.0;F;17;barbero;1382.5
12;30;100000.0;M;44;barbero;768.0
12;48;800000.0;M;13;barbero;3840.2
12;42;350000.0;M;32;barbero;1920.1
12;48;500000.0;M;28;barbero;2400.2
12;35;350000.0;F;60;barbero;2304.1
12;48;900000.0;M;23;barbero;4320.3
10;60;200000.0;F;48;barbero;768.0
12;36;600000.0;M;27;barbero;3840.2
12;56;400000.0;M;30;barbero;1645.8
12;60;1000000.0;F;54;barbero;3840.2
12;48;500000.0;F;17;barbero;2400.2
12;36;800000.0;F;13;barbero;5120.3
12;40;1000000.0;F;68;barbero;5760.4
12;48;1100000.0;F;45;barbero;5280.3
12;40;3500000.0;M;10;barbero;20161.3
12;84;1300000.0;F;52;barbero;3565.9
6;30;800000.0;M;8;barbero;6144.4
12;48;600000.0;M;59;barbero;2880.2
12;40;1200000.0;F;87;barbero;6912.4
12;60;1300000.0;M;83;barbero;4992.3
12;40;500000.0;F;24;barbero;2880.2
12;20;1200000.0;F;25;barbero;13824.9
12;48;1500000.0;M;52;barbero;7200.5
12;36;1000000.0;M;38;barbero;6400.4
12;60;700000.0;M;24;barbero;2688.2
12;48;350000.0;M;67;barbero;1680.1
12;48;900000.0;M;67;barbero;4320.3
6;40;400000.0;F;14;barbero;2304.1
12;60;800000.0;F;29;barbero;3072.2
10;36;200000.0;M;15;barbero;1280.1
12;48;400000.0;F;50;barbero;1920.1
12;48;1300000.0;M;41;barbero;6240.4
12;4;150000.0;M;57;barbero;8640.6
12;24;280000.0;F;54;barbero;2688.2
12;48;900000.0;M;5;barbero;4320.3
12;40;700000.0;M;41;barbero;4032.3
1;48;500000.0;M;10;barbero;2400.2
12;20;1000000.0;M;37;barbero;11520.7
12;48;350000.0;F;21;barbero;1680.1
12;60;800000.0;F;38;barbero;3072.2
12;48;600000.0;F;13;barbero;2880.2
12;48;500000.0;M;5;barbero;2400.2
5;48;1000000.0;F;64;barbero;4800.3
12;48;450000.0;F;78;barbero;2160.1
12;48;350000.0;M;24;barbero;1680.1
12;48;1100000.0;F;49;barbero;5280.3
12;60;500000.0;M;62;barbero;1920.1
12;48;700000.0;M;36;barbero;3360.2
12;24;1500000.0;M;61;barbero;14400.9
6;18;300000.0;F;26;barbero;3840.2
12;40;1000000.0;F;43;barbero;5760.4
12;12;350000.0;M;21;barbero;6720.4
12;48;1500000.0;M;5;barbero;7200.5
12;48;1000000.0;F;12;barbero;4800.3
12;24;850000.0;M;38;barbero;8160.5
10;4;70000.0;F;39;barbero;4032.3
12;20;200000.0;M;52;barbero;2304.1
12;50;390000.0;M;11;barbero;1797.2
12;50;1000000.0;M;13;barbero;4608.3
3;30;300000.0;F;71;barbero;2304.1
12;72;1000000.0;F;23;barbero;3200.2
12;48;1200000.0;F;72;barbero;5760.4
12;40;400000.0;F;14;barbero;2304.1
12;30;50000.0;M;34;barbero;384.0
12;48;1200000.0;M;18;barbero;5760.4
12;48;400000.0;M;38;barbero;1920.1
12;30;300000.0;M;14;barbero;2304.1
12;48;250000.0;M;6;barbero;1200.1
12;72;800000.0;F;53;barbero;2560.2
12;40;850000.0;F;16;barbero;4896.3
12;72;1000000.0;M;18;barbero;3200.2
12;20;900000.0;M;67;barbero;10368.7
12;40;1000000.0;F;28;barbero;5760.4
12;91;2100000.0;M;7;barbero;5317.3
10;36;650000.0;F;64;barbero;4160.3
12;60;800000.0;F;53;barbero;3072.2
12;48;60000.0;M;25;barbero;288.0
12;56;800000.0;F;64;barbero;3291.6
12;20;500000.0;M;43;barbero;5760.4
12;48;400000.0;M;41;barbero;1920.1
12;50;700000.0;M;19;barbero;3225.8
12;48;1500000.0;F;41;barbero;7200.5
12;60;800000.0;F;14;barbero;3072.2
8;20;180000.0;M;22;barbero;2073.7
12;30;500000.0;M;59;barbero;3840.2
12;48;500000.0;M;28;barbero;2400.2
12;48;1150000.0;F;26;barbero;5520.4
12;48;1000000.0;F;29;barbero;4800.3
12;60;400000.0;M;58;barbero;1536.1
12;42;1500000.0;F;8;barbero;8229.1
12;42;300000.0;M;48;barbero;1645.8
12;12;200000.0;F;20;barbero;3840.2
3;18;320000.0;F;14;barbero;4096.3
12;84;500000.0;M;42;barbero;1371.5
12;70;800000.0;F;48;barbero;2633.3
12;60;1100000.0;F;36;barbero;4224.3
12;42;1000000.0;M;12;barbero;5486.1
12;30;1200000.0;F;13;barbero;9216.6
12;30;600000.0;F;26;barbero;4608.3
10;40;800000.0;F;40;barbero;4608.3
12;35;500000.0;F;33;barbero;3291.6
12;40;2000000.0;F;45;barbero;11520.7
12;60;2000000.0;F;54;barbero;7680.5
12;30;300000.0;F;19;barbero;2304.1
12;48;300000.0;F;17;barbero;1440.1
