MONTHS WORKED;WEEKLY HOURS WORKED;SALARY;SEX;AGE;OCCUPATION;VALUE OF THE HOUR
12;48;1300000.0;M;70;almacenista;6240.4
12;50;1200000.0;F;30;almacenista;5530.0
12;48;1500000.0;F;74;almacenista;7200.5
12;36;2800000.0;F;56;almacenista;17921.1
4;48;1300000.0;F;71;almacenista;6240.4
12;48;1300000.0;F;16;almacenista;6240.4
12;60;1600000.0;F;49;almacenista;6144.4
12;48;1000000.0;M;17;almacenista;4800.3
12;48;2000000.0;F;32;almacenista;9600.6
12;40;4000000.0;M;43;almacenista;23041.5
12;50;1250000.0;F;6;almacenista;5760.4
12;48;1160000.0;F;56;almacenista;5568.4
9;48;1160000.0;F;66;almacenista;5568.4
12;48;1000000.0;M;38;almacenista;4800.3
12;48;1160000.0;F;8;almacenista;5568.4
12;62;1160000.0;F;19;almacenista;4311.0
11;48;1160000.0;F;23;almacenista;5568.4
12;48;1400000.0;F;35;almacenista;6720.4
12;48;1160000.0;M;31;almacenista;5568.4
12;48;1160000.0;M;31;almacenista;5568.4
12;48;1300000.0;F;22;almacenista;6240.4
12;48;1260000.0;M;42;almacenista;6048.4
12;48;1160000.0;F;32;almacenista;5568.4
12;48;2500000.0;F;9;almacenista;12000.8
12;48;1160000.0;M;23;almacenista;5568.4
12;48;1160000.0;F;17;almacenista;5568.4
12;48;1160000.0;M;69;almacenista;5568.4
12;48;1160000.0;M;29;almacenista;5568.4
12;72;1600000.0;F;39;almacenista;5120.3
12;48;1100000.0;M;16;almacenista;5280.3
12;48;1200000.0;M;65;almacenista;5760.4
12;48;1160000.0;F;50;almacenista;5568.4
12;48;1200000.0;F;57;almacenista;5760.4
12;48;1500000.0;F;40;almacenista;7200.5
12;48;1200000.0;M;22;almacenista;5760.4
12;48;1500000.0;M;64;almacenista;7200.5
12;48;1300000.0;F;37;almacenista;6240.4
12;48;1160000.0;F;38;almacenista;5568.4
12;48;1160000.0;F;64;almacenista;5568.4
12;48;1232000.0;F;30;almacenista;5914.0
11;48;1160000.0;M;30;almacenista;5568.4
12;48;900000.0;F;56;almacenista;4320.3
12;52;1160000.0;F;28;almacenista;5140.0
12;40;2200000.0;M;15;almacenista;12672.8
12;70;1100000.0;M;37;almacenista;3620.8
6;48;1160000.0;M;9;almacenista;5568.4
12;48;1300000.0;M;19;almacenista;6240.4
8;48;1160000.0;F;47;almacenista;5568.4
12;48;1160000.0;F;44;almacenista;5568.4
12;48;1600000.0;F;43;almacenista;7680.5
12;40;2000000.0;F;35;almacenista;11520.7
12;48;900000.0;F;18;almacenista;4320.3
12;48;2600000.0;F;46;almacenista;12480.8
12;48;1160000.0;M;33;almacenista;5568.4
12;40;4000000.0;M;18;almacenista;23041.5
12;48;1600000.0;F;13;almacenista;7680.5
12;60;1160000.0;M;18;almacenista;4454.7
12;48;1300000.0;F;8;almacenista;6240.4
11;48;1800000.0;F;9;almacenista;8640.6
12;40;1000000.0;M;35;almacenista;5760.4
12;50;1500000.0;M;53;almacenista;6912.4
12;48;1160000.0;F;13;almacenista;5568.4
12;48;1450000.0;F;23;almacenista;6960.4
7;48;4000000.0;F;16;almacenista;19201.2
8;56;1400000.0;F;22;almacenista;5760.4
12;62;1200000.0;F;45;almacenista;4459.6
12;48;7200000.0;F;17;almacenista;34562.2
12;48;1160000.0;F;38;almacenista;5568.4
8;36;450000.0;M;47;almacenista;2880.2
12;48;1160000.0;F;41;almacenista;5568.4
8;48;1160000.0;M;55;almacenista;5568.4
12;48;1350000.0;F;77;almacenista;6480.4
12;48;1450000.0;F;8;almacenista;6960.4
12;48;1366200.0;F;18;almacenista;6558.2
12;48;1520000.0;M;31;almacenista;7296.5
12;60;1160000.0;M;42;almacenista;4454.7
12;45;4000000.0;F;67;almacenista;20481.3
12;48;1300000.0;M;23;almacenista;6240.4
9;49;1160000.0;F;25;almacenista;5454.7
12;48;1160000.0;F;28;almacenista;5568.4
12;48;1000000.0;F;21;almacenista;4800.3
12;48;1160000.0;F;68;almacenista;5568.4
12;48;1800000.0;F;7;almacenista;8640.6
12;48;1160000.0;M;53;almacenista;5568.4
7;48;1160000.0;F;56;almacenista;5568.4
12;48;1160000.0;M;10;almacenista;5568.4
12;48;1300000.0;F;59;almacenista;6240.4
12;48;1100000.0;M;29;almacenista;5280.3
12;48;1500000.0;F;74;almacenista;7200.5
12;48;1300000.0;M;19;almacenista;6240.4
12;48;1160000.0;M;11;almacenista;5568.4
11;52;1520000.0;F;6;almacenista;6735.2
12;48;1160000.0;M;6;almacenista;5568.4
12;48;1160000.0;F;30;almacenista;5568.4
12;15;300000.0;M;25;almacenista;4608.3
12;27;1400000.0;F;18;almacenista;11947.4
12;44;1600000.0;M;44;almacenista;8378.7
1;48;1160000.0;M;56;almacenista;5568.4
12;48;1160000.0;M;14;almacenista;5568.4
12;48;1900000.0;M;8;almacenista;9120.6
3;48;1160000.0;F;24;almacenista;5568.4
12;48;1450000.0;M;61;almacenista;6960.4
12;48;1580000.0;M;35;almacenista;7584.5
12;48;1160000.0;M;81;almacenista;5568.4
4;48;1300000.0;F;21;almacenista;6240.4
12;48;1100000.0;M;5;almacenista;5280.3
6;48;1300000.0;M;64;almacenista;6240.4
12;40;2200000.0;F;63;almacenista;12672.8
12;40;1400000.0;M;49;almacenista;8064.5
12;48;1160000.0;F;20;almacenista;5568.4
12;48;1800000.0;M;18;almacenista;8640.6
12;48;1200000.0;F;58;almacenista;5760.4
8;48;1160000.0;F;21;almacenista;5568.4
12;48;1200000.0;F;46;almacenista;5760.4
12;48;2150000.0;M;12;almacenista;10320.7
4;16;320000.0;F;12;almacenista;4608.3
12;48;1160000.0;M;61;almacenista;5568.4
12;66;1450000.0;F;13;almacenista;5062.1
12;48;1170000.0;M;17;almacenista;5616.4
12;48;1160000.0;M;14;almacenista;5568.4
12;48;1800000.0;F;6;almacenista;8640.6
12;48;1360000.0;F;11;almacenista;6528.4
12;48;1800000.0;F;43;almacenista;8640.6
12;48;1160000.0;M;35;almacenista;5568.4
10;48;1160000.0;M;17;almacenista;5568.4
12;48;1160000.0;M;11;almacenista;5568.4
11;48;1160000.0;F;21;almacenista;5568.4
12;48;1300000.0;F;16;almacenista;6240.4
12;48;1400000.0;M;40;almacenista;6720.4
12;48;1160000.0;F;79;almacenista;5568.4
4;48;1160000.0;F;30;almacenista;5568.4
12;48;1500000.0;F;11;almacenista;7200.5
12;48;1160000.0;M;38;almacenista;5568.4
12;48;1160000.0;F;78;almacenista;5568.4
12;48;1160000.0;M;46;almacenista;5568.4
12;62;1500000.0;M;45;almacenista;5574.6
12;48;1200000.0;F;67;almacenista;5760.4
12;48;1500000.0;F;30;almacenista;7200.5
1;40;1200000.0;M;71;almacenista;6912.4
1;40;1200000.0;F;72;almacenista;6912.4
11;48;1310000.0;F;41;almacenista;6288.4
8;48;1160000.0;F;66;almacenista;5568.4
5;48;1500000.0;M;42;almacenista;7200.5
10;60;1160000.0;F;40;almacenista;4454.7
12;50;1160000.0;M;9;almacenista;5345.6
12;40;800000.0;M;76;almacenista;4608.3
12;40;1920000.0;M;13;almacenista;11059.9
12;48;1160000.0;M;9;almacenista;5568.4
12;48;1460000.0;F;73;almacenista;7008.4
12;48;1300000.0;M;40;almacenista;6240.4
12;48;1160000.0;F;8;almacenista;5568.4
12;44;1160000.0;F;43;almacenista;6074.6
12;48;1160000.0;M;8;almacenista;5568.4
12;48;1600000.0;F;38;almacenista;7680.5
12;48;1357400.0;M;63;almacenista;6515.9
12;48;1126000.0;F;10;almacenista;5405.1
12;48;1500000.0;M;57;almacenista;7200.5
12;66;1160000.0;M;10;almacenista;4049.7
12;48;1160000.0;F;18;almacenista;5568.4
12;40;3000000.0;M;55;almacenista;17281.1
12;48;1160000.0;F;27;almacenista;5568.4
6;48;1160000.0;F;52;almacenista;5568.4
12;48;1300000.0;M;27;almacenista;6240.4
12;54;1160000.0;M;5;almacenista;4949.7
12;48;1300000.0;M;64;almacenista;6240.4
12;48;1160000.0;F;53;almacenista;5568.4
12;60;1300000.0;F;34;almacenista;4992.3
12;48;1160000.0;F;75;almacenista;5568.4
11;48;1160000.0;M;33;almacenista;5568.4
12;48;1160000.0;M;33;almacenista;5568.4
12;48;1200000.0;F;25;almacenista;5760.4
12;48;1160000.0;F;35;almacenista;5568.4
12;48;1160000.0;M;41;almacenista;5568.4
12;48;1160000.0;M;55;almacenista;5568.4
12;20;800000.0;F;68;almacenista;9216.6
12;40;2450000.0;M;22;almacenista;14112.9
12;56;1230000.0;F;52;almacenista;5060.9
6;48;1000000.0;F;51;almacenista;4800.3
12;48;1160000.0;F;9;almacenista;5568.4
12;48;1600000.0;F;56;almacenista;7680.5
12;54;1500000.0;M;11;almacenista;6400.4
12;48;1540000.0;F;43;almacenista;7392.5
2;48;1350000.0;F;31;almacenista;6480.4
12;48;800000.0;M;60;almacenista;3840.2
12;48;1160000.0;M;58;almacenista;5568.4
12;48;2300000.0;F;50;almacenista;11040.7
12;40;3900000.0;M;67;almacenista;22465.4
12;48;1116000.0;M;57;almacenista;5357.1
12;48;1200000.0;F;36;almacenista;5760.4
12;48;1260000.0;M;9;almacenista;6048.4
1;48;700000.0;M;10;almacenista;3360.2
12;46;1300000.0;M;27;almacenista;6511.7
12;48;840000.0;M;21;almacenista;4032.3
12;48;1160000.0;M;5;almacenista;5568.4
1;40;1000000.0;M;52;almacenista;5760.4
12;48;1500000.0;F;46;almacenista;7200.5
12;40;1450000.0;F;66;almacenista;8352.5
12;48;1200000.0;F;55;almacenista;5760.4
10;40;1800000.0;M;14;almacenista;10368.7
12;48;1200000.0;F;51;almacenista;5760.4
12;48;1650000.0;F;58;almacenista;7920.5
12;48;1160000.0;F;47;almacenista;5568.4
12;48;1160000.0;F;25;almacenista;5568.4
12;48;1300000.0;M;27;almacenista;6240.4
12;48;3000000.0;M;32;almacenista;14400.9
12;48;10000000.0;M;11;almacenista;48003.1
12;48;1160000.0;F;9;almacenista;5568.4
12;48;1300000.0;M;13;almacenista;6240.4
12;48;1300000.0;F;52;almacenista;6240.4
12;48;2000000.0;F;57;almacenista;9600.6
12;48;1600000.0;M;21;camionero;7680.5
8;50;1000000.0;M;33;camionero;4608.3
12;48;1000000.0;F;12;camionero;4800.3
6;15;500000.0;F;11;camionero;7680.5
12;54;1100000.0;M;25;camionero;4693.6
12;50;1300000.0;F;17;camionero;5990.8
10;45;1160000.0;F;39;camionero;5939.6
12;48;1500000.0;M;59;camionero;7200.5
12;48;1160000.0;M;27;camionero;5568.4
12;60;1000000.0;F;50;camionero;3840.2
12;56;2500000.0;F;34;camionero;10286.4
12;40;1400000.0;F;36;camionero;8064.5
12;60;1500000.0;F;74;camionero;5760.4
12;60;2000000.0;F;79;camionero;7680.5
12;48;1160000.0;M;46;camionero;5568.4
12;15;550000.0;F;11;camionero;8448.5
12;60;3000000.0;M;9;camionero;11520.7
12;60;1800000.0;M;10;camionero;6912.4
12;72;5500000.0;M;60;camionero;17601.1
12;60;1200000.0;F;29;camionero;4608.3
12;48;1160000.0;M;32;camionero;5568.4
12;50;1600000.0;M;40;camionero;7373.3
9;40;2500000.0;F;25;camionero;14400.9
12;72;1160000.0;F;64;camionero;3712.2
8;48;700000.0;F;35;camionero;3360.2
12;54;2000000.0;F;11;camionero;8533.9
3;20;360000.0;M;9;camionero;4147.5
12;45;1100000.0;M;6;camionero;5632.4
3;48;1100000.0;M;32;camionero;5280.3
12;48;1160000.0;F;29;camionero;5568.4
12;48;1500000.0;M;34;camionero;7200.5
12;48;1146000.0;F;47;camionero;5501.2
12;48;1650000.0;M;66;camionero;7920.5
12;48;1200000.0;M;19;camionero;5760.4
12;48;800000.0;F;25;camionero;3840.2
12;36;2500000.0;F;23;camionero;16001.0
12;30;400000.0;F;68;camionero;3072.2
8;50;700000.0;M;43;camionero;3225.8
12;84;2500000.0;M;50;camionero;6857.6
10;40;2000000.0;M;7;camionero;11520.7
12;20;500000.0;F;68;camionero;5760.4
12;48;1300000.0;M;65;camionero;6240.4
12;48;1160000.0;F;41;camionero;5568.4
12;48;1160000.0;M;10;camionero;5568.4
3;48;1100000.0;F;12;camionero;5280.3
12;70;1300000.0;M;60;camionero;4279.1
12;48;1160000.0;F;55;camionero;5568.4
12;70;1400000.0;F;57;camionero;4608.3
12;30;350000.0;F;76;camionero;2688.2
12;50;3600000.0;M;19;camionero;16589.9
12;48;1300000.0;F;84;camionero;6240.4
5;48;1160000.0;F;22;camionero;5568.4
2;72;500000.0;F;50;camionero;1600.1
12;60;1300000.0;M;20;camionero;4992.3
12;48;1160000.0;M;44;camionero;5568.4
12;70;1160000.0;F;46;camionero;3818.3
12;60;1000000.0;F;33;camionero;3840.2
12;60;800000.0;F;56;camionero;3072.2
12;48;1500000.0;M;6;camionero;7200.5
12;70;1160000.0;F;62;camionero;3818.3
12;50;4000000.0;F;22;camionero;18433.2
12;48;1160000.0;M;51;camionero;5568.4
12;105;1160000.0;F;22;camionero;2545.5
4;48;1160000.0;F;11;camionero;5568.4
12;40;700000.0;M;47;camionero;4032.3
12;108;1200000.0;F;63;camionero;2560.2
12;60;1720000.0;M;64;camionero;6605.2
12;60;3000000.0;F;94;camionero;11520.7
12;60;2000000.0;F;39;camionero;7680.5
12;48;1300000.0;M;90;camionero;6240.4
12;48;600000.0;M;28;camionero;2880.2
10;48;1600000.0;M;67;camionero;7680.5
12;50;2000000.0;F;70;camionero;9216.6
12;50;2000000.0;F;48;camionero;9216.6
12;50;1160000.0;F;56;camionero;5345.6
12;48;600000.0;M;6;camionero;2880.2
11;50;1000000.0;M;18;camionero;4608.3
12;70;1800000.0;F;12;camionero;5925.0
12;40;2004000.0;M;65;camionero;11543.8
10;48;1100000.0;M;16;camionero;5280.3
10;48;1200000.0;F;40;camionero;5760.4
12;72;1160000.0;M;31;camionero;3712.2
9;50;1900000.0;M;50;camionero;8755.8
12;60;1160000.0;M;46;camionero;4454.7
12;40;1500000.0;M;74;camionero;8640.6
12;48;1500000.0;M;54;camionero;7200.5
12;30;350000.0;F;13;camionero;2688.2
12;30;1300000.0;F;31;camionero;9984.6
8;48;1500000.0;F;70;camionero;7200.5
8;40;1300000.0;F;52;camionero;7488.5
12;72;1160000.0;M;21;camionero;3712.2
9;40;1160000.0;F;62;camionero;6682.0
12;48;2000000.0;M;73;camionero;9600.6
12;48;1500000.0;M;21;camionero;7200.5
12;48;600000.0;F;74;camionero;2880.2
12;40;1000000.0;F;25;camionero;5760.4
12;50;1000000.0;M;43;camionero;4608.3
12;60;1300000.0;M;50;camionero;4992.3
12;60;1600000.0;M;63;camionero;6144.4
12;50;1000000.0;F;68;camionero;4608.3
12;60;900000.0;F;30;camionero;3456.2
12;84;1200000.0;M;24;camionero;3291.6
12;48;1200000.0;M;29;camionero;5760.4
12;16;1000000.0;M;24;camionero;14400.9
2;60;1160000.0;F;16;camionero;4454.7
11;48;450000.0;F;60;camionero;2160.1
3;52;1500000.0;M;22;camionero;6646.6
12;50;2500000.0;M;7;camionero;11520.7
12;48;1300000.0;F;22;camionero;6240.4
12;84;2700000.0;F;32;camionero;7406.2
12;36;1800000.0;M;14;camionero;11520.7
12;48;2400000.0;F;40;camionero;11520.7
12;48;1500000.0;F;57;camionero;7200.5
12;48;2000000.0;M;38;camionero;9600.6
12;70;1000000.0;F;13;camionero;3291.6
12;48;1550000.0;F;56;camionero;7440.5
12;48;1160000.0;M;20;camionero;5568.4
12;48;1160000.0;M;7;camionero;5568.4
11;48;1500000.0;F;57;camionero;7200.5
12;48;1800000.0;M;10;camionero;8640.6
12;60;2000000.0;F;58;camionero;7680.5
12;70;6000000.0;M;41;camionero;19749.8
12;48;1160000.0;F;6;camionero;5568.4
12;40;800000.0;F;17;camionero;4608.3
12;84;1500000.0;F;38;camionero;4114.5
12;48;1500000.0;F;73;camionero;7200.5
12;48;1500000.0;F;22;camionero;7200.5
12;60;2000000.0;F;17;camionero;7680.5
12;48;2000000.0;M;38;camionero;9600.6
12;48;2500000.0;M;30;camionero;12000.8
12;48;4000000.0;M;22;camionero;19201.2
12;60;1160000.0;M;29;camionero;4454.7
12;50;2000000.0;M;33;camionero;9216.6
12;48;1160000.0;F;47;camionero;5568.4
12;48;1160000.0;M;14;camionero;5568.4
12;48;1500000.0;F;30;camionero;7200.5
12;48;1500000.0;M;33;camionero;7200.5
12;64;2000000.0;M;17;camionero;7200.5
12;48;1160000.0;M;42;camionero;5568.4
12;48;1200000.0;F;45;camionero;5760.4
12;48;1160000.0;F;62;camionero;5568.4
12;60;1160000.0;F;72;camionero;4454.7
12;60;1500000.0;F;26;camionero;5760.4
12;50;1200000.0;M;27;camionero;5530.0
12;60;800000.0;M;7;camionero;3072.2
12;48;1000000.0;F;67;camionero;4800.3
12;48;1000000.0;F;24;camionero;4800.3
12;48;1160000.0;M;26;camionero;5568.4
12;75;1500000.0;M;75;camionero;4608.3
12;48;1000000.0;F;10;camionero;4800.3
12;48;1160000.0;M;7;camionero;5568.4
12;48;1200000.0;F;12;camionero;5760.4
12;40;600000.0;M;44;camionero;3456.2
12;48;2500000.0;F;48;camionero;12000.8
12;48;600000.0;M;6;camionero;2880.2
12;48;2396000.0;F;39;camionero;11501.5
12;60;700000.0;F;22;camionero;2688.2
12;62;1000000.0;M;52;camionero;3716.4
12;48;1500000.0;M;40;camionero;7200.5
12;60;1160000.0;M;11;camionero;4454.7
12;40;1200000.0;M;57;camionero;6912.4
12;48;1160000.0;F;24;camionero;5568.4
12;48;1750000.0;F;14;camionero;8400.5
12;48;1560000.0;F;22;camionero;7488.5
12;48;1160000.0;M;13;camionero;5568.4
12;48;1160000.0;F;11;camionero;5568.4
12;48;1000000.0;M;25;camionero;4800.3
8;48;1160000.0;F;39;camionero;5568.4
12;60;1160000.0;M;29;camionero;4454.7
12;50;1300000.0;F;23;camionero;5990.8
12;24;850000.0;M;28;camionero;8160.5
12;48;1300000.0;M;12;camionero;6240.4
12;52;1160000.0;F;33;camionero;5140.0
12;48;1200000.0;F;31;camionero;5760.4
11;40;1500000.0;M;5;camionero;8640.6
12;30;600000.0;F;45;camionero;4608.3
12;36;150000.0;F;42;camionero;960.1
10;70;2000000.0;F;44;camionero;6583.3
8;48;1160000.0;F;6;camionero;5568.4
12;48;200000.0;M;47;camionero;960.1
8;30;150000.0;M;53;camionero;1152.1
12;50;1500000.0;M;26;camionero;6912.4
12;30;1080000.0;M;7;camionero;8294.9
9;48;1200000.0;M;54;camionero;5760.4
12;48;1800000.0;F;54;camionero;8640.6
12;30;800000.0;F;37;camionero;6144.4
12;40;700000.0;F;63;camionero;4032.3
12;70;3000000.0;M;39;camionero;9874.9
12;48;1200000.0;F;61;camionero;5760.4
4;70;1160000.0;F;56;camionero;3818.3
12;70;1400000.0;F;28;camionero;4608.3
6;20;400000.0;M;10;camionero;4608.3
12;50;1200000.0;M;30;camionero;5530.0
12;60;2400000.0;M;70;camionero;9216.6
12;84;1000000.0;F;72;camionero;2743.0
12;60;940000.0;M;25;camionero;3609.8
11;40;400000.0;M;34;camionero;2304.1
12;80;4000000.0;F;38;camionero;11520.7
12;48;2000000.0;M;24;camionero;9600.6
12;48;2000000.0;M;43;camionero;9600.6
12;48;500000.0;M;59;camionero;2400.2
12;48;350000.0;F;58;camionero;1680.1
12;48;1000000.0;M;43;camionero;4800.3
12;40;1000000.0;F;5;camionero;5760.4
12;48;1300000.0;F;12;camionero;6240.4
12;48;1160000.0;M;59;camionero;5568.4
6;40;800000.0;M;6;camionero;4608.3
12;48;500000.0;M;33;camionero;2400.2
12;30;450000.0;M;14;camionero;3456.2
12;48;1160000.0;F;33;camionero;5568.4
12;48;1500000.0;F;61;camionero;7200.5
12;52;900000.0;M;71;camionero;3987.9
12;48;1300000.0;F;44;camionero;6240.4
12;52;1200000.0;F;82;camionero;5317.3
12;60;1000000.0;M;68;camionero;3840.2
4;16;1000000.0;F;35;camionero;14400.9
12;48;1160000.0;M;34;camionero;5568.4
7;40;600000.0;F;49;camionero;3456.2
12;50;3000000.0;F;21;camionero;13824.9
12;48;1160000.0;F;25;camionero;5568.4
12;50;2000000.0;M;7;camionero;9216.6
12;60;2000000.0;F;14;camionero;7680.5
12;30;120000.0;M;48;camionero;921.7
12;48;1000000.0;F;65;camionero;4800.3
12;48;500000.0;F;19;camionero;2400.2
12;48;1300000.0;M;54;camionero;6240.4
12;48;1160000.0;F;26;camionero;5568.4
12;80;1160000.0;F;65;camionero;3341.0
12;60;1200000.0;M;64;camionero;4608.3
12;60;2500000.0;M;52;camionero;9600.6
12;52;1270000.0;M;96;camionero;5627.4
12;60;1180000.0;M;54;camionero;4531.5
12;48;700000.0;M;5;camionero;3360.2
12;50;700000.0;M;74;camionero;3225.8
12;70;1500000.0;F;33;camionero;4937.5
12;40;1200000.0;F;65;camionero;6912.4
12;70;1800000.0;M;7;camionero;5925.0
12;48;2450000.0;F;40;camionero;11760.8
12;48;1600000.0;F;21;camionero;7680.5
7;48;300000.0;M;18;camionero;1440.1
12;36;1000000.0;M;47;camionero;6400.4
12;54;2200000.0;F;38;camionero;9387.3
12;70;4000000.0;F;89;camionero;13166.6
12;48;1400000.0;F;70;camionero;6720.4
12;48;1160000.0;F;81;camionero;5568.4
12;72;1500000.0;F;62;camionero;4800.3
12;40;1160000.0;M;32;camionero;6682.0
12;48;2800000.0;F;7;camionero;13440.9
12;48;800000.0;F;84;camionero;3840.2
12;48;1800000.0;F;20;camionero;8640.6
12;48;1300000.0;M;27;camionero;6240.4
12;84;1600000.0;F;47;camionero;4388.9
12;60;1500000.0;F;37;camionero;5760.4
4;44;1500000.0;F;66;camionero;7855.0
12;70;800000.0;F;23;camionero;2633.3
12;48;1500000.0;M;42;camionero;7200.5
12;40;500000.0;F;61;camionero;2880.2
12;50;1460000.0;F;39;camionero;6728.1
12;40;1000000.0;M;56;camionero;5760.4
12;48;1500000.0;M;32;camionero;7200.5
1;48;1160000.0;F;50;camionero;5568.4
12;48;1160000.0;M;26;camionero;5568.4
12;54;3000000.0;M;32;camionero;12800.8
12;50;500000.0;M;40;camionero;2304.1
12;60;1100000.0;M;28;camionero;4224.3
12;48;1300000.0;M;43;camionero;6240.4
12;48;1200000.0;F;32;camionero;5760.4
12;48;1500000.0;F;70;camionero;7200.5
12;60;2400000.0;M;55;camionero;9216.6
12;48;1300000.0;F;27;camionero;6240.4
12;48;1000000.0;F;14;camionero;4800.3
12;50;800000.0;F;63;camionero;3686.6
12;50;1160000.0;F;22;camionero;5345.6
2;50;1160000.0;M;44;camionero;5345.6
12;50;1160000.0;F;46;camionero;5345.6
12;50;1160000.0;F;13;camionero;5345.6
12;50;1600000.0;F;21;camionero;7373.3
10;30;900000.0;M;79;camionero;6912.4
12;60;2000000.0;F;76;camionero;7680.5
8;72;1350000.0;F;9;camionero;4320.3
12;96;1000000.0;F;43;camionero;2400.2
12;40;1200000.0;F;15;camionero;6912.4
11;60;800000.0;M;6;camionero;3072.2
9;40;1000000.0;M;32;camionero;5760.4
12;48;1200000.0;M;32;camionero;5760.4
12;55;1900000.0;M;19;camionero;7959.8
12;48;2000000.0;M;20;camionero;9600.6
12;24;300000.0;F;5;camionero;2880.2
12;48;2000000.0;M;24;camionero;9600.6
12;48;1950000.0;M;61;camionero;9360.6
12;70;1700000.0;M;41;camionero;5595.8
12;60;1500000.0;F;49;camionero;5760.4
12;48;1360000.0;F;17;camionero;6528.4
12;60;2000000.0;F;29;camionero;7680.5
12;60;900000.0;M;35;camionero;3456.2
11;90;2800000.0;F;25;camionero;7168.5
3;60;900000.0;F;40;camionero;3456.2
12;48;1810000.0;F;49;camionero;8688.6
12;48;600000.0;M;9;camionero;2880.2
12;60;1750000.0;F;35;camionero;6720.4
12;60;2020000.0;M;24;camionero;7757.3
12;48;1200000.0;M;15;camionero;5760.4
12;48;2000000.0;F;59;camionero;9600.6
12;60;1160000.0;F;22;camionero;4454.7
12;60;1400000.0;F;15;camionero;5376.3
12;48;1160000.0;F;53;camionero;5568.4
12;40;780000.0;F;39;camionero;4493.1
12;54;1160000.0;F;42;camionero;4949.7
12;48;1160000.0;M;39;camionero;5568.4
12;48;1800000.0;F;28;camionero;8640.6
10;50;1160000.0;F;26;camionero;5345.6
6;48;1160000.0;F;23;camionero;5568.4
12;60;1600000.0;M;31;camionero;6144.4
12;40;1500000.0;F;38;camionero;8640.6
12;48;1200000.0;M;60;camionero;5760.4
12;45;840000.0;F;34;camionero;4301.1
12;48;1160000.0;M;30;camionero;5568.4
12;48;1200000.0;F;8;camionero;5760.4
12;48;1300000.0;M;30;camionero;6240.4
12;60;600000.0;M;11;camionero;2304.1
12;72;1300000.0;M;55;camionero;4160.3
12;70;1000000.0;F;12;camionero;3291.6
12;72;1300000.0;F;62;camionero;4160.3
6;48;1160000.0;F;27;camionero;5568.4
12;48;800000.0;M;55;camionero;3840.2
12;60;1800000.0;M;26;camionero;6912.4
12;70;2000000.0;F;18;camionero;6583.3
12;48;1160000.0;M;16;camionero;5568.4
12;50;1000000.0;M;32;camionero;4608.3
12;60;1160000.0;M;46;camionero;4454.7
12;48;1350000.0;M;43;electricista;6480.4
12;49;2000000.0;F;13;electricista;9404.7
12;50;500000.0;F;15;electricista;2304.1
12;56;800000.0;F;20;electricista;3291.6
12;48;1300000.0;F;40;electricista;6240.4
12;48;1200000.0;M;20;electricista;5760.4
12;40;650000.0;M;10;electricista;3744.2
12;48;1160000.0;M;31;electricista;5568.4
12;72;500000.0;M;18;electricista;1600.1
8;48;1160000.0;F;30;electricista;5568.4
12;60;700000.0;F;46;electricista;2688.2
12;48;1160000.0;F;55;electricista;5568.4
12;35;1700000.0;M;60;electricista;11191.6
12;50;1350000.0;F;70;electricista;6221.2
3;30;600000.0;F;32;electricista;4608.3
12;12;100000.0;M;31;electricista;1920.1
12;48;1800000.0;F;60;electricista;8640.6
12;30;500000.0;M;18;electricista;3840.2
12;48;900000.0;F;15;electricista;4320.3
7;40;550000.0;F;85;electricista;3168.2
12;48;1700000.0;M;50;electricista;8160.5
12;30;500000.0;F;38;electricista;3840.2
12;48;200000.0;F;85;electricista;960.1
12;45;900000.0;M;15;electricista;4608.3
12;60;1500000.0;F;21;electricista;5760.4
12;45;800000.0;F;14;electricista;4096.3
12;48;1800000.0;F;21;electricista;8640.6
12;48;1500000.0;M;9;electricista;7200.5
11;45;350000.0;F;22;electricista;1792.1
12;60;1160000.0;M;56;electricista;4454.7
12;48;1600000.0;F;50;electricista;7680.5
11;48;3500000.0;M;37;electricista;16801.1
3;48;1300000.0;F;29;electricista;6240.4
2;54;1700000.0;F;22;electricista;7253.8
12;48;1160000.0;F;59;electricista;5568.4
12;30;500000.0;M;57;electricista;3840.2
12;48;2000000.0;F;22;electricista;9600.6
12;40;1300000.0;M;41;electricista;7488.5
12;48;1870000.0;F;27;electricista;8976.6
12;48;2000000.0;M;22;electricista;9600.6
10;48;4000000.0;F;63;electricista;19201.2
12;35;1100000.0;F;42;electricista;7241.6
12;44;1160000.0;M;33;electricista;6074.6
10;50;1500000.0;F;44;electricista;6912.4
12;48;1800000.0;F;29;electricista;8640.6
12;60;250000.0;M;63;electricista;960.1
12;28;800000.0;F;36;electricista;6583.3
6;48;1160000.0;M;7;electricista;5568.4
12;40;900000.0;M;49;electricista;5184.3
6;16;300000.0;M;32;electricista;4320.3
12;48;1600000.0;M;25;electricista;7680.5
12;48;1200000.0;F;8;electricista;5760.4
12;48;1200000.0;M;56;electricista;5760.4
12;48;10000000.0;M;66;electricista;48003.1
12;48;1500000.0;F;36;electricista;7200.5
12;35;800000.0;M;15;electricista;5266.6
12;38;950000.0;M;57;electricista;5760.4
2;48;1300000.0;F;35;electricista;6240.4
1;8;25000.0;M;32;electricista;720.0
12;48;2000000.0;M;71;electricista;9600.6
12;48;3100000.0;F;29;electricista;14881.0
