MONTHS_WORKED;HOURS_PER_WEEK;SALARY;URBAN_RURAL;SEX;AGE;CODE_C.I.U.O.;OCCUPATION;VALUE_OF_THE_HOUR
12;48;1200000.0;1;F;31;8332;camionero;5760.4
11;40;1500000.0;1;M;5;8332;camionero;8640.6
12;30;600000.0;1;F;45;8332;camionero;4608.3
12;36;150000.0;1;F;42;8332;camionero;960.1
10;70;2000000.0;1;F;44;8332;camionero;6583.3
8;48;1160000.0;1;F;6;8332;camionero;5568.4
12;48;200000.0;1;M;47;8332;camionero;960.1
8;30;150000.0;1;M;53;8332;camionero;1152.1
12;50;1500000.0;1;M;26;8332;camionero;6912.4
12;30;1080000.0;1;M;7;8332;camionero;8294.9
9;48;1200000.0;1;M;54;8332;camionero;5760.4
12;48;1800000.0;1;F;54;8332;camionero;8640.6
12;30;800000.0;2;F;37;8332;camionero;6144.4
12;40;700000.0;1;F;63;8332;camionero;4032.3
12;70;3000000.0;1;M;39;8332;camionero;9874.9
12;48;1200000.0;2;F;61;8332;camionero;5760.4
4;70;1160000.0;2;F;56;8332;camionero;3818.3
12;70;1400000.0;2;F;28;8332;camionero;4608.3
6;20;400000.0;2;M;10;8332;camionero;4608.3
12;50;1200000.0;1;M;30;8332;camionero;5530.0
12;60;2400000.0;1;M;70;8332;camionero;9216.6
12;84;1000000.0;1;F;72;8332;camionero;2743.0
12;60;940000.0;1;M;25;8332;camionero;3609.8
11;40;400000.0;1;M;34;8332;camionero;2304.1
12;80;4000000.0;1;F;38;8332;camionero;11520.7
12;48;2000000.0;1;M;24;8332;camionero;9600.6
12;48;2000000.0;1;M;43;8332;camionero;9600.6
12;48;500000.0;1;M;59;8332;camionero;2400.2
12;48;350000.0;1;F;58;8332;camionero;1680.1
12;48;1000000.0;1;M;43;8332;camionero;4800.3
12;40;1000000.0;1;F;5;8332;camionero;5760.4
12;48;1300000.0;1;F;12;8332;camionero;6240.4
12;48;1160000.0;1;M;59;8332;camionero;5568.4
6;40;800000.0;1;M;6;8332;camionero;4608.3
12;48;500000.0;1;M;33;8332;camionero;2400.2
12;30;450000.0;1;M;14;8332;camionero;3456.2
12;48;1160000.0;1;F;33;8332;camionero;5568.4
12;48;1500000.0;1;F;61;8332;camionero;7200.5
12;52;900000.0;1;M;71;8332;camionero;3987.9
12;48;1300000.0;1;F;44;8332;camionero;6240.4
12;52;1200000.0;1;F;82;8332;camionero;5317.3
12;60;1000000.0;1;M;68;8332;camionero;3840.2
4;16;1000000.0;1;F;35;8332;camionero;14400.9
12;48;1160000.0;1;M;34;8332;camionero;5568.4
7;40;600000.0;1;F;49;8332;camionero;3456.2
12;50;3000000.0;1;F;21;8332;camionero;13824.9
12;48;1160000.0;1;F;25;8332;camionero;5568.4
12;50;2000000.0;1;M;7;8332;camionero;9216.6
12;60;2000000.0;1;F;14;8332;camionero;7680.5
12;30;120000.0;1;M;48;8332;camionero;921.7
12;48;1000000.0;1;F;65;8332;camionero;4800.3
12;48;500000.0;1;F;19;8332;camionero;2400.2
12;48;1300000.0;1;M;54;8332;camionero;6240.4
12;48;1160000.0;1;F;26;8332;camionero;5568.4
12;80;1160000.0;1;F;65;8332;camionero;3341.0
12;60;1200000.0;1;M;64;8332;camionero;4608.3
12;60;2500000.0;1;M;52;8332;camionero;9600.6
12;52;1270000.0;1;M;96;8332;camionero;5627.4
12;60;1180000.0;1;M;54;8332;camionero;4531.5
12;48;700000.0;1;M;5;8332;camionero;3360.2
12;50;700000.0;1;M;74;8332;camionero;3225.8
12;70;1500000.0;1;F;33;8332;camionero;4937.5
12;40;1200000.0;2;F;65;8332;camionero;6912.4
12;70;1800000.0;2;M;7;8332;camionero;5925.0
12;48;2450000.0;1;F;40;8332;camionero;11760.8
12;48;1600000.0;1;F;21;8332;camionero;7680.5
7;48;300000.0;1;M;18;8332;camionero;1440.1
12;36;1000000.0;1;M;47;8332;camionero;6400.4
12;54;2200000.0;2;F;38;8332;camionero;9387.3
12;70;4000000.0;2;F;89;8332;camionero;13166.6
12;48;1400000.0;2;F;70;8332;camionero;6720.4
12;48;1160000.0;2;F;81;8332;camionero;5568.4
12;72;1500000.0;2;F;62;8332;camionero;4800.3
12;40;1160000.0;1;M;32;8332;camionero;6682.0
12;48;2800000.0;1;F;7;8332;camionero;13440.9
12;48;800000.0;1;F;84;8332;camionero;3840.2
12;48;1800000.0;1;F;20;8332;camionero;8640.6
12;48;1300000.0;1;M;27;8332;camionero;6240.4
12;84;1600000.0;1;F;47;8332;camionero;4388.9
12;60;1500000.0;1;F;37;8332;camionero;5760.4
4;44;1500000.0;1;F;66;8332;camionero;7855.0
12;70;800000.0;1;F;23;8332;camionero;2633.3
12;48;1500000.0;1;M;42;8332;camionero;7200.5
12;40;500000.0;1;F;61;8332;camionero;2880.2
12;50;1460000.0;1;F;39;8332;camionero;6728.1
12;40;1000000.0;1;M;56;8332;camionero;5760.4
12;48;1500000.0;1;M;32;8332;camionero;7200.5
1;48;1160000.0;1;F;50;8332;camionero;5568.4
12;48;1160000.0;1;M;26;8332;camionero;5568.4
12;54;3000000.0;1;M;32;8332;camionero;12800.8
12;50;500000.0;1;M;40;8332;camionero;2304.1
12;60;1100000.0;1;M;28;8332;camionero;4224.3
12;48;1300000.0;1;M;43;8332;camionero;6240.4
12;48;1200000.0;1;F;32;8332;camionero;5760.4
12;48;1500000.0;1;F;70;8332;camionero;7200.5
12;60;2400000.0;1;M;55;8332;camionero;9216.6
12;48;1300000.0;1;F;27;8332;camionero;6240.4
12;48;1000000.0;1;F;14;8332;camionero;4800.3
12;50;800000.0;1;F;63;8332;camionero;3686.6
12;50;1160000.0;1;F;22;8332;camionero;5345.6
2;50;1160000.0;1;M;44;8332;camionero;5345.6
12;50;1160000.0;1;F;46;8332;camionero;5345.6
12;50;1160000.0;1;F;13;8332;camionero;5345.6
12;50;1600000.0;1;F;21;8332;camionero;7373.3
10;30;900000.0;1;M;79;8332;camionero;6912.4
12;60;2000000.0;1;F;76;8332;camionero;7680.5
8;72;1350000.0;1;F;9;8332;camionero;4320.3
12;96;1000000.0;1;F;43;8332;camionero;2400.2
12;40;1200000.0;1;F;15;8332;camionero;6912.4
11;60;800000.0;1;M;6;8332;camionero;3072.2
9;40;1000000.0;1;M;32;8332;camionero;5760.4
12;48;1200000.0;1;M;32;8332;camionero;5760.4
12;55;1900000.0;1;M;19;8332;camionero;7959.8
12;48;2000000.0;1;M;20;8332;camionero;9600.6
12;24;300000.0;1;F;5;8332;camionero;2880.2
12;48;2000000.0;1;M;24;8332;camionero;9600.6
12;48;1950000.0;1;M;61;8332;camionero;9360.6
12;70;1700000.0;1;M;41;8332;camionero;5595.8
12;60;1500000.0;1;F;49;8332;camionero;5760.4
12;48;1360000.0;1;F;17;8332;camionero;6528.4
12;60;2000000.0;1;F;29;8332;camionero;7680.5
12;60;900000.0;1;M;35;8332;camionero;3456.2
11;90;2800000.0;1;F;25;8332;camionero;7168.5
3;60;900000.0;1;F;40;8332;camionero;3456.2
12;48;1810000.0;1;F;49;8332;camionero;8688.6
12;48;600000.0;1;M;9;8332;camionero;2880.2
12;60;1750000.0;1;F;35;8332;camionero;6720.4
12;60;2020000.0;1;M;24;8332;camionero;7757.3
12;48;1200000.0;1;M;15;8332;camionero;5760.4
12;48;2000000.0;1;F;59;8332;camionero;9600.6
12;60;1160000.0;1;F;22;8332;camionero;4454.7
12;60;1400000.0;1;F;15;8332;camionero;5376.3
12;48;1160000.0;1;F;53;8332;camionero;5568.4
12;40;780000.0;1;F;39;8332;camionero;4493.1
12;54;1160000.0;1;F;42;8332;camionero;4949.7
12;48;1160000.0;1;M;39;8332;camionero;5568.4
12;48;1800000.0;1;F;28;8332;camionero;8640.6
10;50;1160000.0;1;F;26;8332;camionero;5345.6
6;48;1160000.0;1;F;23;8332;camionero;5568.4
12;60;1600000.0;1;M;31;8332;camionero;6144.4
12;40;1500000.0;1;F;38;8332;camionero;8640.6
12;48;1200000.0;1;M;60;8332;camionero;5760.4
12;45;840000.0;1;F;34;8332;camionero;4301.1
12;48;1160000.0;1;M;30;8332;camionero;5568.4
12;48;1200000.0;1;F;8;8332;camionero;5760.4
12;48;1300000.0;1;M;30;8332;camionero;6240.4
12;60;600000.0;1;M;11;8332;camionero;2304.1
12;72;1300000.0;1;M;55;8332;camionero;4160.3
12;70;1000000.0;1;F;12;8332;camionero;3291.6
12;72;1300000.0;1;F;62;8332;camionero;4160.3
6;48;1160000.0;1;F;27;8332;camionero;5568.4
12;48;800000.0;1;M;55;8332;camionero;3840.2
12;60;1800000.0;1;M;26;8332;camionero;6912.4
12;70;2000000.0;1;F;18;8332;camionero;6583.3
12;48;1160000.0;1;M;16;8332;camionero;5568.4
12;50;1000000.0;1;M;32;8332;camionero;4608.3
12;60;1160000.0;1;M;46;8332;camionero;4454.7
12;48;1350000.0;1;M;43;7411;electricista;6480.4
12;49;2000000.0;1;F;13;7411;electricista;9404.7
12;50;500000.0;1;F;15;7411;electricista;2304.1
12;56;800000.0;1;F;20;7411;electricista;3291.6
12;48;1300000.0;1;F;40;7411;electricista;6240.4
12;48;1200000.0;1;M;20;7411;electricista;5760.4
12;40;650000.0;1;M;10;7411;electricista;3744.2
12;48;1160000.0;1;M;31;7411;electricista;5568.4
12;72;500000.0;1;M;18;7411;electricista;1600.1
8;48;1160000.0;1;F;30;7411;electricista;5568.4
12;60;700000.0;1;F;46;7411;electricista;2688.2
12;48;1160000.0;1;F;55;7411;electricista;5568.4
12;35;1700000.0;1;M;60;7411;electricista;11191.6
12;50;1350000.0;1;F;70;7411;electricista;6221.2
3;30;600000.0;1;F;32;7411;electricista;4608.3
12;12;100000.0;1;M;31;7411;electricista;1920.1
12;48;1800000.0;1;F;60;7411;electricista;8640.6
12;30;500000.0;1;M;18;7411;electricista;3840.2
12;48;900000.0;1;F;15;7411;electricista;4320.3
7;40;550000.0;1;F;85;7411;electricista;3168.2
12;48;1700000.0;1;M;50;7411;electricista;8160.5
12;30;500000.0;1;F;38;7411;electricista;3840.2
12;48;200000.0;1;F;85;7411;electricista;960.1
12;45;900000.0;1;M;15;7411;electricista;4608.3
12;60;1500000.0;1;F;21;7411;electricista;5760.4
12;45;800000.0;1;F;14;7411;electricista;4096.3
12;48;1800000.0;1;F;21;7411;electricista;8640.6
12;48;1500000.0;1;M;9;7411;electricista;7200.5
11;45;350000.0;1;F;22;7411;electricista;1792.1
12;60;1160000.0;2;M;56;7411;electricista;4454.7
12;48;1600000.0;1;F;50;7411;electricista;7680.5
11;48;3500000.0;1;M;37;7411;electricista;16801.1
3;48;1300000.0;1;F;29;7411;electricista;6240.4
2;54;1700000.0;1;F;22;7411;electricista;7253.8
12;48;1160000.0;1;F;59;7411;electricista;5568.4
12;30;500000.0;1;M;57;7411;electricista;3840.2
12;48;2000000.0;1;F;22;7411;electricista;9600.6
12;40;1300000.0;1;M;41;7411;electricista;7488.5
12;48;1870000.0;1;F;27;7411;electricista;8976.6
12;48;2000000.0;1;M;22;7411;electricista;9600.6
10;48;4000000.0;1;F;63;7411;electricista;19201.2
12;35;1100000.0;1;F;42;7411;electricista;7241.6
12;44;1160000.0;1;M;33;7411;electricista;6074.6
10;50;1500000.0;1;F;44;7411;electricista;6912.4
12;48;1800000.0;1;F;29;7411;electricista;8640.6
12;60;250000.0;1;M;63;7411;electricista;960.1
12;28;800000.0;1;F;36;7411;electricista;6583.3
6;48;1160000.0;1;M;7;7411;electricista;5568.4
12;40;900000.0;1;M;49;7411;electricista;5184.3
6;16;300000.0;1;M;32;7411;electricista;4320.3
12;48;1600000.0;1;M;25;7411;electricista;7680.5
12;48;1200000.0;1;F;8;7411;electricista;5760.4
12;48;1200000.0;1;M;56;7411;electricista;5760.4
12;48;10000000.0;2;M;66;7411;electricista;48003.1
12;48;1500000.0;1;F;36;7411;electricista;7200.5
12;35;800000.0;1;M;15;7411;electricista;5266.6
12;38;950000.0;1;M;57;7411;electricista;5760.4
2;48;1300000.0;1;F;35;7411;electricista;6240.4
1;8;25000.0;1;M;32;7411;electricista;720.0
12;48;2000000.0;1;M;71;7411;electricista;9600.6
12;48;3100000.0;1;F;29;7411;electricista;14881.0
1;48;600000.0;1;M;9;7411;electricista;2880.2
12;48;1160000.0;1;M;11;7411;electricista;5568.4
12;35;1200000.0;1;M;8;7411;electricista;7899.9
12;48;1400000.0;1;M;10;7411;electricista;6720.4
12;48;1160000.0;1;M;20;7411;electricista;5568.4
12;40;500000.0;1;M;17;7411;electricista;2880.2
10;48;1160000.0;1;F;32;7411;electricista;5568.4
12;54;850000.0;1;M;50;7411;electricista;3626.9
12;48;1570000.0;1;F;22;7411;electricista;7536.5
12;48;300000.0;1;F;44;7411;electricista;1440.1
12;60;1000000.0;1;F;28;7411;electricista;3840.2
12;50;6000000.0;1;M;17;7411;electricista;27649.8
12;48;1200000.0;1;F;43;7411;electricista;5760.4
12;60;2000000.0;1;M;41;7411;electricista;7680.5
12;40;800000.0;1;M;41;7411;electricista;4608.3
12;40;1200000.0;1;M;79;7411;electricista;6912.4
12;48;1160000.0;1;M;5;7411;electricista;5568.4
12;48;1160000.0;1;M;13;7411;electricista;5568.4
12;48;1160000.0;1;M;52;7411;electricista;5568.4
10;48;800000.0;1;M;32;7411;electricista;3840.2
12;48;1200000.0;1;F;65;7411;electricista;5760.4
12;48;1500000.0;1;F;19;7411;electricista;7200.5
12;48;1116000.0;1;M;40;7411;electricista;5357.1
12;40;920000.0;1;F;36;7411;electricista;5299.5
12;40;700000.0;1;F;27;7411;electricista;4032.3
12;45;1500000.0;1;F;96;7411;electricista;7680.5
12;35;1500000.0;1;F;72;7411;electricista;9874.9
12;20;500000.0;1;M;24;7411;electricista;5760.4
12;48;10000000.0;1;F;26;7411;electricista;48003.1
7;40;1200000.0;1;M;60;7411;electricista;6912.4
12;58;1700000.0;1;F;11;7411;electricista;6753.5
12;48;1800000.0;1;M;34;7411;electricista;8640.6
12;48;1200000.0;1;F;41;7411;electricista;5760.4
12;50;1600000.0;1;F;46;7411;electricista;7373.3
12;48;1160000.0;1;F;21;7411;electricista;5568.4
12;48;960000.0;1;M;8;7411;electricista;4608.3
12;40;1500000.0;1;F;44;7411;electricista;8640.6
3;48;1500000.0;1;F;21;7411;electricista;7200.5
10;44;1450000.0;1;F;77;7411;electricista;7593.2
12;48;1160000.0;1;M;63;7411;electricista;5568.4
12;48;1160000.0;1;F;50;7411;electricista;5568.4
12;48;1160000.0;1;F;18;7411;electricista;5568.4
12;48;1533000.0;1;F;24;7411;electricista;7358.9
12;48;2320000.0;1;F;76;7411;electricista;11136.7
8;48;1000000.0;1;M;60;7411;electricista;4800.3
12;60;4800000.0;1;F;83;7411;electricista;18433.2
12;48;800000.0;1;M;5;7411;electricista;3840.2
12;48;700000.0;1;F;42;7411;electricista;3360.2
12;40;1800000.0;1;M;41;7411;electricista;10368.7
12;48;1300000.0;1;F;18;7411;electricista;6240.4
12;36;2100000.0;1;M;82;7411;electricista;13440.9
12;48;1200000.0;1;M;36;7411;electricista;5760.4
12;60;2000000.0;1;M;57;7411;electricista;7680.5
12;60;1160000.0;1;F;42;7411;electricista;4454.7
12;40;2000000.0;1;F;26;7411;electricista;11520.7
12;48;900000.0;1;M;54;7411;electricista;4320.3
12;72;1000000.0;1;M;13;7411;electricista;3200.2
12;40;2600000.0;1;F;60;2161;arquitecto;14977.0
4;10;3000000.0;1;F;44;2161;arquitecto;69124.4
12;40;5000000.0;1;M;31;2161;arquitecto;28801.8
12;30;6000000.0;1;M;5;2161;arquitecto;46082.9
12;60;12000000.0;1;F;55;2161;arquitecto;46082.9
12;40;1500000.0;1;F;65;2161;arquitecto;8640.6
8;40;2500000.0;1;M;26;2161;arquitecto;14400.9
12;25;1200000.0;1;F;38;2161;arquitecto;11059.9
12;44;2500000.0;1;F;13;2161;arquitecto;13091.7
2;24;1000000.0;1;M;74;2161;arquitecto;9600.6
11;48;1500000.0;1;F;38;2161;arquitecto;7200.5
12;40;1500000.0;1;M;7;2161;arquitecto;8640.6
12;48;2500000.0;1;M;59;2161;arquitecto;12000.8
12;48;2500000.0;1;F;58;2161;arquitecto;12000.8
12;48;1800000.0;1;F;10;2161;arquitecto;8640.6
12;48;1900000.0;1;F;26;2161;arquitecto;9120.6
12;48;3000000.0;1;F;54;2161;arquitecto;14400.9
12;48;2500000.0;1;F;49;2161;arquitecto;12000.8
12;48;6000000.0;1;F;42;2161;arquitecto;28801.8
6;45;3000000.0;1;F;68;2161;arquitecto;15361.0
12;40;2000000.0;1;F;8;2161;arquitecto;11520.7
12;48;2200000.0;1;F;42;2161;arquitecto;10560.7
6;40;2000000.0;1;F;56;2161;arquitecto;11520.7
12;45;2000000.0;1;F;44;2161;arquitecto;10240.7
12;40;1800000.0;1;F;25;2161;arquitecto;10368.7
8;48;3000000.0;1;M;20;2161;arquitecto;14400.9
12;12;1500000.0;1;F;80;2161;arquitecto;28801.8
12;48;3000000.0;1;M;43;2161;arquitecto;14400.9
12;40;3500000.0;1;F;41;2161;arquitecto;20161.3
12;40;3500000.0;1;F;33;2161;arquitecto;20161.3
12;42;3000000.0;1;M;5;2161;arquitecto;16458.2
12;48;2000000.0;1;F;24;2161;arquitecto;9600.6
12;45;2000000.0;1;M;68;2161;arquitecto;10240.7
12;40;7500000.0;1;M;6;2161;arquitecto;43202.8
9;40;18000000.0;1;M;63;2161;arquitecto;103686.6
12;50;3800000.0;2;F;41;2161;arquitecto;17511.5
12;48;1000000.0;1;F;89;2161;arquitecto;4800.3
12;40;5000000.0;1;F;42;2161;arquitecto;28801.8
12;60;1000000.0;1;F;68;2161;arquitecto;3840.2
12;48;6000000.0;1;F;73;2161;arquitecto;28801.8
12;45;1800000.0;1;M;7;2161;arquitecto;9216.6
12;48;4000000.0;1;F;31;2161;arquitecto;19201.2
8;30;1800000.0;1;F;16;2161;arquitecto;13824.9
12;84;4000000.0;1;M;26;2161;arquitecto;10972.1
12;48;3500000.0;1;F;7;2161;arquitecto;16801.1
12;48;1800000.0;1;M;22;2161;arquitecto;8640.6
12;48;500000.0;1;F;66;2161;arquitecto;2400.2
12;40;1500000.0;1;M;59;2161;arquitecto;8640.6
12;48;1300000.0;1;M;67;2161;arquitecto;6240.4
12;48;1300000.0;1;M;49;2161;arquitecto;6240.4
12;40;6960000.0;1;F;61;2611;abogado;40092.2
12;30;5400000.0;1;M;93;2611;abogado;41474.7
12;40;500000.0;1;F;42;2611;abogado;2880.2
12;40;5000000.0;1;F;45;2611;abogado;28801.8
12;48;1160000.0;1;F;17;2611;abogado;5568.4
2;48;2000000.0;1;F;44;2611;abogado;9600.6
11;48;5000000.0;1;M;20;2611;abogado;24001.5
12;48;10000000.0;1;M;10;2611;abogado;48003.1
12;48;6000000.0;1;F;9;2611;abogado;28801.8
12;40;2500000.0;1;M;55;2611;abogado;14400.9
12;40;2000000.0;1;M;61;2611;abogado;11520.7
12;48;5375000.0;1;M;71;2611;abogado;25801.7
12;48;1200000.0;1;F;8;2611;abogado;5760.4
7;48;2000000.0;1;F;46;2611;abogado;9600.6
12;42;2000000.0;1;M;88;2611;abogado;10972.1
8;40;4000000.0;1;F;70;2611;abogado;23041.5
12;40;1800000.0;1;M;21;2611;abogado;10368.7
12;40;7000000.0;1;M;34;2611;abogado;40322.6
12;48;1700000.0;1;F;40;2611;abogado;8160.5
12;48;6600000.0;1;M;44;2611;abogado;31682.0
12;44;2500000.0;1;M;35;2611;abogado;13091.7
2;48;2500000.0;1;M;15;2611;abogado;12000.8
2;4;600000.0;1;F;93;2611;abogado;34562.2
12;48;2000000.0;1;M;56;2611;abogado;9600.6
12;48;3100000.0;1;F;28;2611;abogado;14881.0
12;48;6000000.0;1;M;36;2611;abogado;28801.8
12;50;5200000.0;1;F;37;2611;abogado;23963.1
12;40;10000000.0;1;F;25;2611;abogado;57603.7
12;55;5000000.0;1;F;61;2611;abogado;20946.8
9;50;4000000.0;1;F;31;2611;abogado;18433.2
12;48;3000000.0;1;F;39;2611;abogado;14400.9
12;48;4500000.0;1;M;17;2611;abogado;21601.4
12;48;2000000.0;1;F;15;2611;abogado;9600.6
12;48;1300000.0;1;M;24;2611;abogado;6240.4
12;40;2300000.0;1;M;56;2611;abogado;13248.8
12;48;2000000.0;1;F;73;2611;abogado;9600.6
12;40;3000000.0;1;M;82;2611;abogado;17281.1
12;40;3400000.0;1;M;60;2611;abogado;19585.3
12;48;3000000.0;1;F;21;2611;abogado;14400.9
12;40;2400000.0;1;F;65;2611;abogado;13824.9
12;40;2500000.0;1;F;53;2611;abogado;14400.9
12;48;7200000.0;1;F;12;2611;abogado;34562.2
12;35;500000.0;1;M;11;2611;abogado;3291.6
9;48;4000000.0;1;M;13;2611;abogado;19201.2
12;48;4000000.0;1;M;19;2611;abogado;19201.2
12;40;3400000.0;1;F;49;2611;abogado;19585.3
12;48;10000000.0;1;F;43;2611;abogado;48003.1
12;40;7600000.0;1;F;28;2611;abogado;43778.8
12;40;5000000.0;1;F;66;2611;abogado;28801.8
10;40;2000000.0;1;M;80;2611;abogado;11520.7
1;45;2300000.0;1;F;46;2611;abogado;11776.8
12;40;2000000.0;1;F;48;2611;abogado;11520.7
12;48;9600000.0;1;F;57;2611;abogado;46082.9
12;16;1500000.0;1;F;26;2611;abogado;21601.4
12;48;5000000.0;1;M;39;2611;abogado;24001.5
12;40;2995000.0;2;F;73;2611;abogado;17252.3
12;48;5000000.0;2;M;32;2611;abogado;24001.5
12;48;1100000.0;2;F;22;2611;abogado;5280.3
12;48;2800000.0;2;M;21;2611;abogado;13440.9
12;40;1500000.0;1;M;25;2611;abogado;8640.6
12;40;2300000.0;2;M;40;2611;abogado;13248.8
12;40;1000000.0;1;M;27;2611;abogado;5760.4
12;30;5000000.0;1;M;19;2611;abogado;38402.5
12;48;1200000.0;1;M;15;2611;abogado;5760.4
12;48;3000000.0;1;F;14;2611;abogado;14400.9
12;48;7000000.0;1;F;70;2611;abogado;33602.2
12;25;2000000.0;1;M;13;2611;abogado;18433.2
12;40;4000000.0;1;F;46;2611;abogado;23041.5
12;48;3000000.0;1;F;19;2611;abogado;14400.9
12;48;4900000.0;1;F;18;2611;abogado;23521.5
4;30;600000.0;1;M;15;2611;abogado;4608.3
12;48;2000000.0;1;F;46;2611;abogado;9600.6
12;24;3000000.0;1;M;22;2611;abogado;28801.8
12;48;500000.0;1;M;23;2611;abogado;2400.2
12;40;5000000.0;1;F;48;2611;abogado;28801.8
12;48;4000000.0;1;F;43;2611;abogado;19201.2
12;40;3000000.0;1;F;61;2611;abogado;17281.1
12;48;5000000.0;1;F;37;2611;abogado;24001.5
12;48;1500000.0;1;F;37;2611;abogado;7200.5
12;40;3700000.0;1;M;28;2611;abogado;21313.4
12;40;9000000.0;1;M;45;2611;abogado;51843.3
12;48;4800000.0;1;F;53;2611;abogado;23041.5
10;48;5800000.0;1;F;68;2611;abogado;27841.8
12;48;2000000.0;1;F;12;2611;abogado;9600.6
12;40;1800000.0;1;M;39;2611;abogado;10368.7
12;40;3000000.0;1;M;19;2611;abogado;17281.1
12;40;2300000.0;1;M;25;2611;abogado;13248.8
8;25;3400000.0;1;F;30;2611;abogado;31336.4
10;40;2800000.0;1;M;27;2611;abogado;16129.0
12;48;4000000.0;1;M;51;2611;abogado;19201.2
12;40;1160000.0;1;F;28;2611;abogado;6682.0
12;48;2600000.0;1;F;77;2611;abogado;12480.8
12;48;1160000.0;1;M;23;2611;abogado;5568.4
12;45;3000000.0;1;M;35;2611;abogado;15361.0
12;40;4000000.0;1;M;21;2611;abogado;23041.5
12;48;4000000.0;1;F;72;2611;abogado;19201.2
12;30;1160000.0;1;F;14;2611;abogado;8909.4
12;40;3000000.0;1;F;83;2611;abogado;17281.1
12;48;3500000.0;1;M;66;2611;abogado;16801.1
12;57;9000000.0;1;F;24;2611;abogado;36381.3
12;25;2100000.0;1;M;19;2611;abogado;19354.8
12;30;7000000.0;1;M;17;2611;abogado;53763.4
3;40;2000000.0;1;F;61;2611;abogado;11520.7
12;48;5800000.0;1;F;9;2611;abogado;27841.8
12;48;3800000.0;1;M;56;2611;abogado;18241.2
12;40;1300000.0;1;F;44;2611;abogado;7488.5
12;48;2000000.0;1;F;37;2611;abogado;9600.6
12;48;5000000.0;1;F;35;2611;abogado;24001.5
12;48;3400000.0;1;F;33;2611;abogado;16321.0
12;48;1800000.0;1;F;29;2611;abogado;8640.6
12;54;4000000.0;1;F;65;2611;abogado;17067.8
12;48;2500000.0;1;F;22;2611;abogado;12000.8
12;40;6000000.0;1;F;58;2611;abogado;34562.2
12;30;2000000.0;1;F;39;2611;abogado;15361.0
12;48;3000000.0;1;F;31;2611;abogado;14400.9
12;50;4000000.0;1;F;22;2611;abogado;18433.2
12;45;10000000.0;1;F;56;2611;abogado;51203.3
12;48;5000000.0;1;M;65;2611;abogado;24001.5
12;48;5200000.0;1;F;46;2611;abogado;24961.6
12;40;500000.0;1;M;44;2611;abogado;2880.2
12;40;4500000.0;1;M;23;2611;abogado;25921.7
12;40;4600000.0;1;M;73;2611;abogado;26497.7
12;48;2000000.0;1;M;32;2611;abogado;9600.6
12;48;2500000.0;1;F;9;2611;abogado;12000.8
8;48;4000000.0;1;F;67;2611;abogado;19201.2
4;24;900000.0;1;M;64;2611;abogado;8640.6
12;48;3000000.0;1;M;77;2611;abogado;14400.9
12;50;6000000.0;1;M;39;2611;abogado;27649.8
11;40;7000000.0;1;F;29;2611;abogado;40322.6
12;48;2500000.0;1;F;74;2611;abogado;12000.8
12;36;2600000.0;1;F;37;2611;abogado;16641.1
12;48;3000000.0;1;M;45;2611;abogado;14400.9
12;48;5400000.0;1;F;47;2611;abogado;25921.7
11;40;3000000.0;1;F;10;2611;abogado;17281.1
12;36;2600000.0;1;F;49;2611;abogado;16641.1
12;20;5000000.0;1;F;67;2611;abogado;57603.7
12;48;4000000.0;1;F;44;2611;abogado;19201.2
12;48;1200000.0;1;M;52;2611;abogado;5760.4
12;25;3600000.0;1;F;7;2611;abogado;33179.7
12;60;5400000.0;1;F;18;2611;abogado;20737.3
1;40;2700000.0;1;F;59;2611;abogado;15553.0
12;40;2800000.0;1;F;74;2611;abogado;16129.0
6;45;2000000.0;1;M;30;2611;abogado;10240.7
12;48;5000000.0;1;F;60;2611;abogado;24001.5
12;48;1700000.0;1;F;60;2611;abogado;8160.5
11;40;500000.0;1;M;23;2611;abogado;2880.2
12;60;2000000.0;1;F;37;2611;abogado;7680.5
12;40;4300000.0;1;F;30;2611;abogado;24769.6
12;48;1300000.0;1;M;46;2611;abogado;6240.4
12;48;10000000.0;1;F;55;2611;abogado;48003.1
12;48;3000000.0;1;M;15;2611;abogado;14400.9
12;48;1000000.0;1;F;35;2611;abogado;4800.3
12;24;2000000.0;1;F;18;2611;abogado;19201.2
12;40;2000000.0;1;F;5;2611;abogado;11520.7
12;40;3000000.0;2;M;29;2611;abogado;17281.1
12;48;3300000.0;1;F;80;2611;abogado;15841.0
12;40;3500000.0;1;M;58;2611;abogado;20161.3
5;24;5000000.0;1;F;56;2611;abogado;48003.1
12;48;7000000.0;1;M;13;2611;abogado;33602.2
12;48;3000000.0;1;F;91;2611;abogado;14400.9
12;48;6000000.0;1;M;14;2611;abogado;28801.8
12;45;3980000.0;1;M;14;2611;abogado;20378.9
12;48;8935093.0;1;F;55;2611;abogado;42891.2
12;48;6440000.0;1;M;54;2611;abogado;30914.0
12;48;2600000.0;1;F;47;2611;abogado;12480.8
12;48;2500000.0;1;F;29;2611;abogado;12000.8
12;40;4200000.0;1;M;6;2611;abogado;24193.5
12;40;1800000.0;1;F;33;2611;abogado;10368.7
12;48;6000000.0;1;F;15;2611;abogado;28801.8
12;48;1200000.0;1;F;23;2611;abogado;5760.4
12;40;3500000.0;1;M;79;2611;abogado;20161.3
