MONTHS_WORKED;HOURS_PER_WEEK;SALARY;URBAN_RURAL;SEX;AGE;CODE_C.I.U.O.;OCCUPATION;VALUE_OF_THE_HOUR
8;50;1100000.0;1;F;79;5120;cocinero;5069.1
12;48;1650000.0;1;M;64;5120;cocinero;7920.5
12;48;300000.0;1;F;6;5120;cocinero;1440.1
12;30;800000.0;1;M;17;5120;cocinero;6144.4
12;40;640000.0;1;F;39;5120;cocinero;3686.6
6;30;240000.0;1;F;14;5120;cocinero;1843.3
12;48;640000.0;1;M;21;5120;cocinero;3072.2
12;20;520000.0;1;M;30;5120;cocinero;5990.8
12;48;1700000.0;1;F;32;5120;cocinero;8160.5
12;48;900000.0;1;F;62;5120;cocinero;4320.3
12;60;1000000.0;1;M;23;5120;cocinero;3840.2
12;48;650000.0;1;F;81;5120;cocinero;3120.2
12;6;660000.0;1;F;62;5120;cocinero;25345.6
6;18;780000.0;1;F;6;5120;cocinero;9984.6
12;30;444000.0;1;M;44;5120;cocinero;3410.1
12;40;600000.0;1;F;17;5120;cocinero;3456.2
12;48;300000.0;1;F;37;5120;cocinero;1440.1
1;15;50000.0;1;M;57;5120;cocinero;768.0
9;48;1160000.0;1;M;66;5120;cocinero;5568.4
1;42;1370000.0;1;F;19;5120;cocinero;7515.9
10;72;600000.0;1;F;58;5120;cocinero;1920.1
12;60;1300000.0;1;F;55;5120;cocinero;4992.3
12;60;1200000.0;1;F;33;5120;cocinero;4608.3
9;18;562000.0;1;M;11;5120;cocinero;7194.1
12;30;700000.0;1;F;66;5120;cocinero;5376.3
11;72;920000.0;1;F;60;5120;cocinero;2944.2
12;24;520000.0;1;M;5;5120;cocinero;4992.3
6;24;700000.0;1;M;7;5120;cocinero;6720.4
12;40;1960000.0;1;F;65;5120;cocinero;11290.3
12;10;100000.0;1;M;43;5120;cocinero;2304.1
8;24;560000.0;1;M;48;5120;cocinero;5376.3
12;54;1392000.0;1;M;6;5120;cocinero;5939.6
12;48;2000000.0;1;F;31;5120;cocinero;9600.6
12;56;1160000.0;1;F;13;5120;cocinero;4772.9
5;30;650000.0;1;F;31;5120;cocinero;4992.3
12;40;800000.0;2;F;25;5120;cocinero;4608.3
12;60;1460000.0;2;F;49;5120;cocinero;5606.8
12;48;1200000.0;1;M;10;5120;cocinero;5760.4
12;48;1160000.0;2;M;30;4321;almacenista;5568.4
12;48;1100000.0;1;M;55;4321;almacenista;5280.3
12;48;1300000.0;1;F;52;4321;almacenista;6240.4
12;48;1160000.0;1;M;54;4321;almacenista;5568.4
12;70;1200000.0;1;F;32;4321;almacenista;3950.0
12;48;1200000.0;1;M;68;4321;almacenista;5760.4
6;48;1160000.0;1;F;25;4321;almacenista;5568.4
12;48;1200000.0;1;F;41;4321;almacenista;5760.4
12;56;1700000.0;1;F;36;4321;almacenista;6994.7
12;48;1300000.0;1;F;82;4321;almacenista;6240.4
12;60;1200000.0;1;F;19;4321;almacenista;4608.3
12;48;1800000.0;1;M;43;4321;almacenista;8640.6
12;48;1500000.0;1;F;67;4321;almacenista;7200.5
2;48;1400000.0;1;F;19;4321;almacenista;6720.4
12;48;1800000.0;1;M;49;4321;almacenista;8640.6
12;60;1160000.0;1;F;77;4321;almacenista;4454.7
10;48;2160000.0;1;F;94;4321;almacenista;10368.7
12;60;1118000.0;1;F;11;4321;almacenista;4293.4
8;48;1160000.0;1;F;47;4321;almacenista;5568.4
12;48;1000000.0;1;F;47;4321;almacenista;4800.3
12;48;1160000.0;1;M;24;4321;almacenista;5568.4
12;48;1600000.0;1;F;25;4321;almacenista;7680.5
12;40;2600000.0;1;F;36;4321;almacenista;14977.0
11;60;1160000.0;1;F;29;4321;almacenista;4454.7
12;50;1500000.0;1;F;67;4321;almacenista;6912.4
12;84;3000000.0;1;F;52;4321;almacenista;8229.1
12;50;1160000.0;1;M;20;4321;almacenista;5345.6
12;48;1700000.0;1;M;26;4321;almacenista;8160.5
12;48;1600000.0;1;F;11;4321;almacenista;7680.5
12;48;1160000.0;1;F;10;4321;almacenista;5568.4
12;48;2250000.0;1;F;60;4321;almacenista;10800.7
12;78;1000000.0;1;F;17;4321;almacenista;2954.0
12;48;1500000.0;1;M;9;4321;almacenista;7200.5
12;48;1450000.0;1;M;15;4321;almacenista;6960.4
7;24;400000.0;1;F;10;4321;almacenista;3840.2
12;60;900000.0;1;F;28;4321;almacenista;3456.2
12;48;900000.0;1;F;25;4321;almacenista;4320.3
12;60;1160000.0;1;F;15;4321;almacenista;4454.7
12;48;1160000.0;1;M;69;4321;almacenista;5568.4
12;48;1500000.0;1;M;14;4321;almacenista;7200.5
12;35;1800000.0;1;F;55;4321;almacenista;11849.9
12;48;1300600.0;1;F;26;4321;almacenista;6243.3
12;48;1200000.0;1;M;11;4321;almacenista;5760.4
12;48;1000000.0;1;F;37;4321;almacenista;4800.3
6;60;625000.0;1;F;26;4321;almacenista;2400.2
10;56;1160000.0;1;M;33;4321;almacenista;4772.9
7;48;1160000.0;1;F;33;4321;almacenista;5568.4
10;56;1160000.0;1;M;11;4321;almacenista;4772.9
12;48;1200000.0;1;F;78;4321;almacenista;5760.4
12;48;1000000.0;1;F;24;4321;almacenista;4800.3
12;54;1200000.0;1;M;35;4321;almacenista;5120.3
12;48;1300000.0;1;M;39;4321;almacenista;6240.4
12;48;1000000.0;1;F;61;4321;almacenista;4800.3
12;40;2400000.0;1;F;56;4321;almacenista;13824.9
12;48;1600000.0;1;F;8;4321;almacenista;7680.5
12;48;1400000.0;2;M;39;4321;almacenista;6720.4
12;48;1000000.0;2;M;69;4321;almacenista;4800.3
12;48;1000000.0;2;F;65;4321;almacenista;4800.3
1;48;1000000.0;2;F;40;4321;almacenista;4800.3
7;72;1016000.0;1;M;81;4321;almacenista;3251.4
12;48;1160000.0;2;F;58;4321;almacenista;5568.4
12;48;1300000.0;1;F;19;4321;almacenista;6240.4
12;48;1400000.0;1;F;26;4321;almacenista;6720.4
11;56;1160000.0;1;F;73;4321;almacenista;4772.9
12;48;1300000.0;1;F;65;4321;almacenista;6240.4
12;20;325000.0;1;M;25;4321;almacenista;3744.2
12;55;1325000.0;1;F;21;4321;almacenista;5550.9
12;48;1300000.0;1;M;70;4321;almacenista;6240.4
12;50;1200000.0;1;F;30;4321;almacenista;5530.0
12;48;1500000.0;1;F;74;4321;almacenista;7200.5
12;36;2800000.0;1;F;56;4321;almacenista;17921.1
4;48;1300000.0;1;F;71;4321;almacenista;6240.4
12;48;1300000.0;1;F;16;4321;almacenista;6240.4
12;60;1600000.0;1;F;49;4321;almacenista;6144.4
12;48;1000000.0;1;M;17;4321;almacenista;4800.3
12;48;2000000.0;1;F;32;4321;almacenista;9600.6
12;40;4000000.0;1;M;43;4321;almacenista;23041.5
12;50;1250000.0;1;F;6;4321;almacenista;5760.4
12;48;1160000.0;1;F;56;4321;almacenista;5568.4
9;48;1160000.0;1;F;66;4321;almacenista;5568.4
12;48;1000000.0;1;M;38;4321;almacenista;4800.3
12;48;1160000.0;1;F;8;4321;almacenista;5568.4
12;62;1160000.0;1;F;19;4321;almacenista;4311.0
11;48;1160000.0;1;F;23;4321;almacenista;5568.4
12;48;1400000.0;1;F;35;4321;almacenista;6720.4
12;48;1160000.0;1;M;31;4321;almacenista;5568.4
12;48;1160000.0;1;M;31;4321;almacenista;5568.4
12;48;1300000.0;1;F;22;4321;almacenista;6240.4
12;48;1260000.0;1;M;42;4321;almacenista;6048.4
12;48;1160000.0;1;F;32;4321;almacenista;5568.4
12;48;2500000.0;1;F;9;4321;almacenista;12000.8
12;48;1160000.0;1;M;23;4321;almacenista;5568.4
12;48;1160000.0;1;F;17;4321;almacenista;5568.4
12;48;1160000.0;1;M;69;4321;almacenista;5568.4
12;48;1160000.0;1;M;29;4321;almacenista;5568.4
12;72;1600000.0;1;F;39;4321;almacenista;5120.3
12;48;1100000.0;1;M;16;4321;almacenista;5280.3
12;48;1200000.0;1;M;65;4321;almacenista;5760.4
12;48;1160000.0;1;F;50;4321;almacenista;5568.4
12;48;1200000.0;1;F;57;4321;almacenista;5760.4
12;48;1500000.0;1;F;40;4321;almacenista;7200.5
12;48;1200000.0;1;M;22;4321;almacenista;5760.4
12;48;1500000.0;1;M;64;4321;almacenista;7200.5
12;48;1300000.0;1;F;37;4321;almacenista;6240.4
12;48;1160000.0;1;F;38;4321;almacenista;5568.4
12;48;1160000.0;1;F;64;4321;almacenista;5568.4
12;48;1232000.0;1;F;30;4321;almacenista;5914.0
11;48;1160000.0;1;M;30;4321;almacenista;5568.4
12;48;900000.0;1;F;56;4321;almacenista;4320.3
12;52;1160000.0;1;F;28;4321;almacenista;5140.0
12;40;2200000.0;1;M;15;4321;almacenista;12672.8
12;70;1100000.0;1;M;37;4321;almacenista;3620.8
6;48;1160000.0;1;M;9;4321;almacenista;5568.4
12;48;1300000.0;1;M;19;4321;almacenista;6240.4
8;48;1160000.0;1;F;47;4321;almacenista;5568.4
12;48;1160000.0;1;F;44;4321;almacenista;5568.4
12;48;1600000.0;1;F;43;4321;almacenista;7680.5
12;40;2000000.0;1;F;35;4321;almacenista;11520.7
12;48;900000.0;1;F;18;4321;almacenista;4320.3
12;48;2600000.0;1;F;46;4321;almacenista;12480.8
12;48;1160000.0;1;M;33;4321;almacenista;5568.4
12;40;4000000.0;1;M;18;4321;almacenista;23041.5
12;48;1600000.0;1;F;13;4321;almacenista;7680.5
12;60;1160000.0;1;M;18;4321;almacenista;4454.7
12;48;1300000.0;1;F;8;4321;almacenista;6240.4
11;48;1800000.0;1;F;9;4321;almacenista;8640.6
12;40;1000000.0;1;M;35;4321;almacenista;5760.4
12;50;1500000.0;1;M;53;4321;almacenista;6912.4
12;48;1160000.0;1;F;13;4321;almacenista;5568.4
12;48;1450000.0;1;F;23;4321;almacenista;6960.4
7;48;4000000.0;1;F;16;4321;almacenista;19201.2
8;56;1400000.0;1;F;22;4321;almacenista;5760.4
12;62;1200000.0;1;F;45;4321;almacenista;4459.6
12;48;7200000.0;1;F;17;4321;almacenista;34562.2
12;48;1160000.0;2;F;38;4321;almacenista;5568.4
8;36;450000.0;2;M;47;4321;almacenista;2880.2
12;48;1160000.0;1;F;41;4321;almacenista;5568.4
8;48;1160000.0;1;M;55;4321;almacenista;5568.4
12;48;1350000.0;1;F;77;4321;almacenista;6480.4
12;48;1450000.0;1;F;8;4321;almacenista;6960.4
12;48;1366200.0;1;F;18;4321;almacenista;6558.2
12;48;1520000.0;1;M;31;4321;almacenista;7296.5
12;60;1160000.0;1;M;42;4321;almacenista;4454.7
12;45;4000000.0;1;F;67;4321;almacenista;20481.3
12;48;1300000.0;1;M;23;4321;almacenista;6240.4
9;49;1160000.0;1;F;25;4321;almacenista;5454.7
12;48;1160000.0;1;F;28;4321;almacenista;5568.4
12;48;1000000.0;1;F;21;4321;almacenista;4800.3
12;48;1160000.0;1;F;68;4321;almacenista;5568.4
12;48;1800000.0;1;F;7;4321;almacenista;8640.6
12;48;1160000.0;1;M;53;4321;almacenista;5568.4
7;48;1160000.0;1;F;56;4321;almacenista;5568.4
12;48;1160000.0;1;M;10;4321;almacenista;5568.4
12;48;1300000.0;1;F;59;4321;almacenista;6240.4
12;48;1100000.0;1;M;29;4321;almacenista;5280.3
12;48;1500000.0;1;F;74;4321;almacenista;7200.5
12;48;1300000.0;1;M;19;4321;almacenista;6240.4
12;48;1160000.0;1;M;11;4321;almacenista;5568.4
11;52;1520000.0;1;F;6;4321;almacenista;6735.2
12;48;1160000.0;1;M;6;4321;almacenista;5568.4
12;48;1160000.0;1;F;30;4321;almacenista;5568.4
12;15;300000.0;2;M;25;4321;almacenista;4608.3
12;27;1400000.0;1;F;18;4321;almacenista;11947.4
12;44;1600000.0;2;M;44;4321;almacenista;8378.7
1;48;1160000.0;2;M;56;4321;almacenista;5568.4
12;48;1160000.0;2;M;14;4321;almacenista;5568.4
12;48;1900000.0;2;M;8;4321;almacenista;9120.6
3;48;1160000.0;1;F;24;4321;almacenista;5568.4
12;48;1450000.0;1;M;61;4321;almacenista;6960.4
12;48;1580000.0;1;M;35;4321;almacenista;7584.5
12;48;1160000.0;1;M;81;4321;almacenista;5568.4
4;48;1300000.0;1;F;21;4321;almacenista;6240.4
12;48;1100000.0;1;M;5;4321;almacenista;5280.3
6;48;1300000.0;1;M;64;4321;almacenista;6240.4
12;40;2200000.0;1;F;63;4321;almacenista;12672.8
12;40;1400000.0;1;M;49;4321;almacenista;8064.5
12;48;1160000.0;1;F;20;4321;almacenista;5568.4
12;48;1800000.0;1;M;18;4321;almacenista;8640.6
12;48;1200000.0;1;F;58;4321;almacenista;5760.4
8;48;1160000.0;1;F;21;4321;almacenista;5568.4
12;48;1200000.0;1;F;46;4321;almacenista;5760.4
12;48;2150000.0;1;M;12;4321;almacenista;10320.7
4;16;320000.0;1;F;12;4321;almacenista;4608.3
12;48;1160000.0;1;M;61;4321;almacenista;5568.4
12;66;1450000.0;1;F;13;4321;almacenista;5062.1
12;48;1170000.0;1;M;17;4321;almacenista;5616.4
12;48;1160000.0;1;M;14;4321;almacenista;5568.4
12;48;1800000.0;1;F;6;4321;almacenista;8640.6
12;48;1360000.0;1;F;11;4321;almacenista;6528.4
12;48;1800000.0;1;F;43;4321;almacenista;8640.6
12;48;1160000.0;1;M;35;4321;almacenista;5568.4
10;48;1160000.0;1;M;17;4321;almacenista;5568.4
12;48;1160000.0;1;M;11;4321;almacenista;5568.4
11;48;1160000.0;1;F;21;4321;almacenista;5568.4
12;48;1300000.0;1;F;16;4321;almacenista;6240.4
12;48;1400000.0;1;M;40;4321;almacenista;6720.4
12;48;1160000.0;1;F;79;4321;almacenista;5568.4
4;48;1160000.0;1;F;30;4321;almacenista;5568.4
12;48;1500000.0;1;F;11;4321;almacenista;7200.5
12;48;1160000.0;1;M;38;4321;almacenista;5568.4
12;48;1160000.0;1;F;78;4321;almacenista;5568.4
12;48;1160000.0;1;M;46;4321;almacenista;5568.4
12;62;1500000.0;1;M;45;4321;almacenista;5574.6
12;48;1200000.0;1;F;67;4321;almacenista;5760.4
12;48;1500000.0;1;F;30;4321;almacenista;7200.5
1;40;1200000.0;1;M;71;4321;almacenista;6912.4
1;40;1200000.0;1;F;72;4321;almacenista;6912.4
11;48;1310000.0;1;F;41;4321;almacenista;6288.4
8;48;1160000.0;2;F;66;4321;almacenista;5568.4
5;48;1500000.0;2;M;42;4321;almacenista;7200.5
10;60;1160000.0;2;F;40;4321;almacenista;4454.7
12;50;1160000.0;2;M;9;4321;almacenista;5345.6
12;40;800000.0;2;M;76;4321;almacenista;4608.3
12;40;1920000.0;1;M;13;4321;almacenista;11059.9
12;48;1160000.0;2;M;9;4321;almacenista;5568.4
12;48;1460000.0;2;F;73;4321;almacenista;7008.4
12;48;1300000.0;1;M;40;4321;almacenista;6240.4
12;48;1160000.0;1;F;8;4321;almacenista;5568.4
12;44;1160000.0;1;F;43;4321;almacenista;6074.6
12;48;1160000.0;1;M;8;4321;almacenista;5568.4
12;48;1600000.0;1;F;38;4321;almacenista;7680.5
12;48;1357400.0;1;M;63;4321;almacenista;6515.9
12;48;1126000.0;1;F;10;4321;almacenista;5405.1
12;48;1500000.0;1;M;57;4321;almacenista;7200.5
12;66;1160000.0;1;M;10;4321;almacenista;4049.7
12;48;1160000.0;1;F;18;4321;almacenista;5568.4
12;40;3000000.0;1;M;55;4321;almacenista;17281.1
12;48;1160000.0;1;F;27;4321;almacenista;5568.4
6;48;1160000.0;1;F;52;4321;almacenista;5568.4
12;48;1300000.0;1;M;27;4321;almacenista;6240.4
12;54;1160000.0;1;M;5;4321;almacenista;4949.7
12;48;1300000.0;1;M;64;4321;almacenista;6240.4
12;48;1160000.0;1;F;53;4321;almacenista;5568.4
12;60;1300000.0;1;F;34;4321;almacenista;4992.3
12;48;1160000.0;1;F;75;4321;almacenista;5568.4
11;48;1160000.0;1;M;33;4321;almacenista;5568.4
12;48;1160000.0;1;M;33;4321;almacenista;5568.4
12;48;1200000.0;1;F;25;4321;almacenista;5760.4
12;48;1160000.0;1;F;35;4321;almacenista;5568.4
12;48;1160000.0;1;M;41;4321;almacenista;5568.4
12;48;1160000.0;1;M;55;4321;almacenista;5568.4
12;20;800000.0;1;F;68;4321;almacenista;9216.6
12;40;2450000.0;1;M;22;4321;almacenista;14112.9
12;56;1230000.0;1;F;52;4321;almacenista;5060.9
6;48;1000000.0;1;F;51;4321;almacenista;4800.3
12;48;1160000.0;1;F;9;4321;almacenista;5568.4
12;48;1600000.0;1;F;56;4321;almacenista;7680.5
12;54;1500000.0;1;M;11;4321;almacenista;6400.4
12;48;1540000.0;1;F;43;4321;almacenista;7392.5
2;48;1350000.0;1;F;31;4321;almacenista;6480.4
12;48;800000.0;1;M;60;4321;almacenista;3840.2
12;48;1160000.0;1;M;58;4321;almacenista;5568.4
12;48;2300000.0;1;F;50;4321;almacenista;11040.7
12;40;3900000.0;1;M;67;4321;almacenista;22465.4
12;48;1116000.0;1;M;57;4321;almacenista;5357.1
12;48;1200000.0;1;F;36;4321;almacenista;5760.4
12;48;1260000.0;1;M;9;4321;almacenista;6048.4
1;48;700000.0;1;M;10;4321;almacenista;3360.2
12;46;1300000.0;1;M;27;4321;almacenista;6511.7
12;48;840000.0;1;M;21;4321;almacenista;4032.3
12;48;1160000.0;1;M;5;4321;almacenista;5568.4
1;40;1000000.0;1;M;52;4321;almacenista;5760.4
12;48;1500000.0;1;F;46;4321;almacenista;7200.5
12;40;1450000.0;1;F;66;4321;almacenista;8352.5
12;48;1200000.0;1;F;55;4321;almacenista;5760.4
10;40;1800000.0;1;M;14;4321;almacenista;10368.7
12;48;1200000.0;1;F;51;4321;almacenista;5760.4
12;48;1650000.0;1;F;58;4321;almacenista;7920.5
12;48;1160000.0;1;F;47;4321;almacenista;5568.4
12;48;1160000.0;1;F;25;4321;almacenista;5568.4
12;48;1300000.0;1;M;27;4321;almacenista;6240.4
12;48;3000000.0;1;M;32;4321;almacenista;14400.9
12;48;10000000.0;1;M;11;4321;almacenista;48003.1
12;48;1160000.0;1;F;9;4321;almacenista;5568.4
12;48;1300000.0;1;M;13;4321;almacenista;6240.4
12;48;1300000.0;2;F;52;4321;almacenista;6240.4
12;48;2000000.0;1;F;57;4321;almacenista;9600.6
12;48;1600000.0;1;M;21;8332;camionero;7680.5
8;50;1000000.0;1;M;33;8332;camionero;4608.3
12;48;1000000.0;1;F;12;8332;camionero;4800.3
6;15;500000.0;1;F;11;8332;camionero;7680.5
12;54;1100000.0;1;M;25;8332;camionero;4693.6
12;50;1300000.0;1;F;17;8332;camionero;5990.8
10;45;1160000.0;1;F;39;8332;camionero;5939.6
12;48;1500000.0;1;M;59;8332;camionero;7200.5
12;48;1160000.0;1;M;27;8332;camionero;5568.4
12;60;1000000.0;1;F;50;8332;camionero;3840.2
12;56;2500000.0;1;F;34;8332;camionero;10286.4
12;40;1400000.0;1;F;36;8332;camionero;8064.5
12;60;1500000.0;1;F;74;8332;camionero;5760.4
12;60;2000000.0;1;F;79;8332;camionero;7680.5
12;48;1160000.0;1;M;46;8332;camionero;5568.4
12;15;550000.0;1;F;11;8332;camionero;8448.5
12;60;3000000.0;1;M;9;8332;camionero;11520.7
12;60;1800000.0;1;M;10;8332;camionero;6912.4
12;72;5500000.0;1;M;60;8332;camionero;17601.1
12;60;1200000.0;1;F;29;8332;camionero;4608.3
12;48;1160000.0;1;M;32;8332;camionero;5568.4
12;50;1600000.0;1;M;40;8332;camionero;7373.3
9;40;2500000.0;1;F;25;8332;camionero;14400.9
12;72;1160000.0;1;F;64;8332;camionero;3712.2
8;48;700000.0;1;F;35;8332;camionero;3360.2
12;54;2000000.0;1;F;11;8332;camionero;8533.9
3;20;360000.0;1;M;9;8332;camionero;4147.5
12;45;1100000.0;1;M;6;8332;camionero;5632.4
3;48;1100000.0;1;M;32;8332;camionero;5280.3
12;48;1160000.0;1;F;29;8332;camionero;5568.4
12;48;1500000.0;1;M;34;8332;camionero;7200.5
12;48;1146000.0;1;F;47;8332;camionero;5501.2
12;48;1650000.0;1;M;66;8332;camionero;7920.5
12;48;1200000.0;1;M;19;8332;camionero;5760.4
12;48;800000.0;1;F;25;8332;camionero;3840.2
12;36;2500000.0;1;F;23;8332;camionero;16001.0
12;30;400000.0;1;F;68;8332;camionero;3072.2
8;50;700000.0;1;M;43;8332;camionero;3225.8
12;84;2500000.0;1;M;50;8332;camionero;6857.6
10;40;2000000.0;1;M;7;8332;camionero;11520.7
12;20;500000.0;1;F;68;8332;camionero;5760.4
12;48;1300000.0;1;M;65;8332;camionero;6240.4
12;48;1160000.0;1;F;41;8332;camionero;5568.4
12;48;1160000.0;1;M;10;8332;camionero;5568.4
3;48;1100000.0;1;F;12;8332;camionero;5280.3
12;70;1300000.0;1;M;60;8332;camionero;4279.1
12;48;1160000.0;1;F;55;8332;camionero;5568.4
12;70;1400000.0;1;F;57;8332;camionero;4608.3
12;30;350000.0;1;F;76;8332;camionero;2688.2
12;50;3600000.0;1;M;19;8332;camionero;16589.9
12;48;1300000.0;1;F;84;8332;camionero;6240.4
5;48;1160000.0;1;F;22;8332;camionero;5568.4
2;72;500000.0;1;F;50;8332;camionero;1600.1
12;60;1300000.0;1;M;20;8332;camionero;4992.3
12;48;1160000.0;1;M;44;8332;camionero;5568.4
12;70;1160000.0;1;F;46;8332;camionero;3818.3
12;60;1000000.0;1;F;33;8332;camionero;3840.2
12;60;800000.0;1;F;56;8332;camionero;3072.2
12;48;1500000.0;1;M;6;8332;camionero;7200.5
12;70;1160000.0;1;F;62;8332;camionero;3818.3
12;50;4000000.0;1;F;22;8332;camionero;18433.2
12;48;1160000.0;2;M;51;8332;camionero;5568.4
12;105;1160000.0;1;F;22;8332;camionero;2545.5
4;48;1160000.0;1;F;11;8332;camionero;5568.4
12;40;700000.0;2;M;47;8332;camionero;4032.3
12;108;1200000.0;2;F;63;8332;camionero;2560.2
12;60;1720000.0;2;M;64;8332;camionero;6605.2
12;60;3000000.0;1;F;94;8332;camionero;11520.7
12;60;2000000.0;1;F;39;8332;camionero;7680.5
12;48;1300000.0;1;M;90;8332;camionero;6240.4
12;48;600000.0;1;M;28;8332;camionero;2880.2
10;48;1600000.0;1;M;67;8332;camionero;7680.5
12;50;2000000.0;1;F;70;8332;camionero;9216.6
12;50;2000000.0;1;F;48;8332;camionero;9216.6
12;50;1160000.0;1;F;56;8332;camionero;5345.6
12;48;600000.0;1;M;6;8332;camionero;2880.2
11;50;1000000.0;1;M;18;8332;camionero;4608.3
12;70;1800000.0;1;F;12;8332;camionero;5925.0
12;40;2004000.0;1;M;65;8332;camionero;11543.8
10;48;1100000.0;1;M;16;8332;camionero;5280.3
10;48;1200000.0;1;F;40;8332;camionero;5760.4
12;72;1160000.0;1;M;31;8332;camionero;3712.2
9;50;1900000.0;1;M;50;8332;camionero;8755.8
12;60;1160000.0;1;M;46;8332;camionero;4454.7
12;40;1500000.0;1;M;74;8332;camionero;8640.6
12;48;1500000.0;1;M;54;8332;camionero;7200.5
12;30;350000.0;1;F;13;8332;camionero;2688.2
12;30;1300000.0;1;F;31;8332;camionero;9984.6
8;48;1500000.0;1;F;70;8332;camionero;7200.5
8;40;1300000.0;1;F;52;8332;camionero;7488.5
12;72;1160000.0;1;M;21;8332;camionero;3712.2
9;40;1160000.0;1;F;62;8332;camionero;6682.0
12;48;2000000.0;1;M;73;8332;camionero;9600.6
12;48;1500000.0;1;M;21;8332;camionero;7200.5
12;48;600000.0;1;F;74;8332;camionero;2880.2
12;40;1000000.0;1;F;25;8332;camionero;5760.4
12;50;1000000.0;1;M;43;8332;camionero;4608.3
12;60;1300000.0;1;M;50;8332;camionero;4992.3
12;60;1600000.0;1;M;63;8332;camionero;6144.4
12;50;1000000.0;1;F;68;8332;camionero;4608.3
12;60;900000.0;1;F;30;8332;camionero;3456.2
12;84;1200000.0;1;M;24;8332;camionero;3291.6
12;48;1200000.0;1;M;29;8332;camionero;5760.4
12;16;1000000.0;1;M;24;8332;camionero;14400.9
2;60;1160000.0;1;F;16;8332;camionero;4454.7
11;48;450000.0;1;F;60;8332;camionero;2160.1
3;52;1500000.0;1;M;22;8332;camionero;6646.6
12;50;2500000.0;1;M;7;8332;camionero;11520.7
12;48;1300000.0;1;F;22;8332;camionero;6240.4
12;84;2700000.0;1;F;32;8332;camionero;7406.2
12;36;1800000.0;1;M;14;8332;camionero;11520.7
12;48;2400000.0;1;F;40;8332;camionero;11520.7
12;48;1500000.0;1;F;57;8332;camionero;7200.5
12;48;2000000.0;1;M;38;8332;camionero;9600.6
12;70;1000000.0;1;F;13;8332;camionero;3291.6
12;48;1550000.0;1;F;56;8332;camionero;7440.5
12;48;1160000.0;1;M;20;8332;camionero;5568.4
12;48;1160000.0;1;M;7;8332;camionero;5568.4
11;48;1500000.0;1;F;57;8332;camionero;7200.5
12;48;1800000.0;1;M;10;8332;camionero;8640.6
12;60;2000000.0;1;F;58;8332;camionero;7680.5
12;70;6000000.0;1;M;41;8332;camionero;19749.8
12;48;1160000.0;1;F;6;8332;camionero;5568.4
12;40;800000.0;1;F;17;8332;camionero;4608.3
12;84;1500000.0;1;F;38;8332;camionero;4114.5
12;48;1500000.0;1;F;73;8332;camionero;7200.5
12;48;1500000.0;1;F;22;8332;camionero;7200.5
12;60;2000000.0;1;F;17;8332;camionero;7680.5
12;48;2000000.0;1;M;38;8332;camionero;9600.6
12;48;2500000.0;1;M;30;8332;camionero;12000.8
12;48;4000000.0;1;M;22;8332;camionero;19201.2
12;60;1160000.0;1;M;29;8332;camionero;4454.7
12;50;2000000.0;1;M;33;8332;camionero;9216.6
12;48;1160000.0;1;F;47;8332;camionero;5568.4
12;48;1160000.0;1;M;14;8332;camionero;5568.4
12;48;1500000.0;1;F;30;8332;camionero;7200.5
12;48;1500000.0;1;M;33;8332;camionero;7200.5
12;64;2000000.0;1;M;17;8332;camionero;7200.5
12;48;1160000.0;1;M;42;8332;camionero;5568.4
12;48;1200000.0;1;F;45;8332;camionero;5760.4
12;48;1160000.0;1;F;62;8332;camionero;5568.4
12;60;1160000.0;1;F;72;8332;camionero;4454.7
12;60;1500000.0;1;F;26;8332;camionero;5760.4
12;50;1200000.0;1;M;27;8332;camionero;5530.0
12;60;800000.0;1;M;7;8332;camionero;3072.2
12;48;1000000.0;1;F;67;8332;camionero;4800.3
12;48;1000000.0;1;F;24;8332;camionero;4800.3
12;48;1160000.0;1;M;26;8332;camionero;5568.4
12;75;1500000.0;1;M;75;8332;camionero;4608.3
12;48;1000000.0;1;F;10;8332;camionero;4800.3
12;48;1160000.0;1;M;7;8332;camionero;5568.4
12;48;1200000.0;1;F;12;8332;camionero;5760.4
12;40;600000.0;1;M;44;8332;camionero;3456.2
12;48;2500000.0;1;F;48;8332;camionero;12000.8
12;48;600000.0;1;M;6;8332;camionero;2880.2
12;48;2396000.0;1;F;39;8332;camionero;11501.5
12;60;700000.0;1;F;22;8332;camionero;2688.2
12;62;1000000.0;1;M;52;8332;camionero;3716.4
12;48;1500000.0;1;M;40;8332;camionero;7200.5
12;60;1160000.0;1;M;11;8332;camionero;4454.7
12;40;1200000.0;1;M;57;8332;camionero;6912.4
12;48;1160000.0;1;F;24;8332;camionero;5568.4
12;48;1750000.0;1;F;14;8332;camionero;8400.5
12;48;1560000.0;1;F;22;8332;camionero;7488.5
12;48;1160000.0;2;M;13;8332;camionero;5568.4
12;48;1160000.0;2;F;11;8332;camionero;5568.4
12;48;1000000.0;1;M;25;8332;camionero;4800.3
8;48;1160000.0;1;F;39;8332;camionero;5568.4
12;60;1160000.0;1;M;29;8332;camionero;4454.7
12;50;1300000.0;1;F;23;8332;camionero;5990.8
12;24;850000.0;1;M;28;8332;camionero;8160.5
12;48;1300000.0;1;M;12;8332;camionero;6240.4
12;52;1160000.0;1;F;33;8332;camionero;5140.0
